"order_number","sales_channel","warehouse_code","procured_date","order_date","ship_date","delivery_date","currency_code","sales_team_id","customer_id","store_id","product_id","order_quantity","discount_applied","unit_cost","unit_price"
"SO - 0004989","In-Store","WARE-UHY1004","23/8/19","4/1/20","20/1/20","22/1/20","USD",10,12,229,45,8,0.075,"525.95","1051.90"
"SO - 0004990","Online","WARE-XYS1001","23/8/19","4/1/20","23/1/20","26/1/20","USD",12,11,26,25,5,0.1,"794.35","1018.40"
"SO - 0004991","Online","WARE-UHY1004","23/8/19","4/1/20","31/1/20","6/2/20","USD",15,23,224,37,7,0.05,"2948.20","3731.90"
"SO - 0004992","In-Store","WARE-PUJ1005","23/8/19","4/1/20","17/1/20","21/1/20","USD",7,9,293,34,2,0.1,"2588.28","3276.30"
"SO - 0004993","Online","WARE-NMK1003","23/8/19","5/1/20","26/1/20","27/1/20","USD",17,41,179,31,7,0.4,"718.58","1105.50"
"SO - 0004994","Distributor","WARE-UHY1004","23/8/19","5/1/20","1/2/20","2/2/20","USD",24,40,218,43,4,0.05,"4708.22","6539.20"
"SO - 0004995","In-Store","WARE-MKL1006","1/12/19","5/1/20","31/1/20","10/2/20","USD",1,47,345,20,4,0.075,"2778.83","3517.50"
"SO - 0004996","Distributor","WARE-NMK1003","23/8/19","5/1/20","11/1/20","19/1/20","USD",21,18,132,31,2,0.075,"1099.00","2338.30"
"SO - 0004997","In-Store","WARE-NMK1003","23/8/19","5/1/20","21/1/20","25/1/20","USD",4,38,151,25,1,0.2,"892.44","2231.10"
"SO - 0004998","In-Store","WARE-NMK1003","23/8/19","5/1/20","12/1/20","17/1/20","USD",3,47,96,16,6,0.075,"537.61","911.2"
"SO - 0004999","Online","WARE-PUJ1005","23/8/19","5/1/20","9/1/20","16/1/20","USD",19,45,326,5,7,0.05,"4520.09","6277.90"
"SO - 0005000","Distributor","WARE-MKL1006","1/12/19","5/1/20","17/1/20","25/1/20","USD",23,21,333,46,3,0.2,"996.16","2371.80"
"SO - 0005001","In-Store","WARE-PUJ1005","23/8/19","5/1/20","16/1/20","20/1/20","USD",6,45,304,35,2,0.2,"984.9","1969.80"
"SO - 0005002","In-Store","WARE-XYS1001","23/8/19","5/1/20","7/1/20","14/1/20","USD",5,45,26,24,2,0.2,"2818.36","5996.50"
"SO - 0005003","Distributor","WARE-NMK1003","23/8/19","5/1/20","30/1/20","3/2/20","USD",25,11,192,26,8,0.1,"2396.86","3865.90"
"SO - 0005004","In-Store","WARE-XYS1001","23/8/19","5/1/20","9/1/20","13/1/20","USD",5,6,22,4,5,0.075,"4557.27","5768.70"
"SO - 0005005","Online","WARE-NMK1003","23/8/19","6/1/20","27/1/20","30/1/20","USD",15,50,166,15,5,0.15,"1341.34","1916.20"
"SO - 0005006","In-Store","WARE-NBV1002","23/8/19","6/1/20","9/1/20","11/1/20","USD",11,9,73,13,2,0.075,"1392.93","1989.90"
"SO - 0005007","In-Store","WARE-NMK1003","23/8/19","6/1/20","29/1/20","5/2/20","USD",1,46,139,45,1,0.1,"2763.48","3370.10"
"SO - 0005008","Distributor","WARE-XYS1001","23/8/19","6/1/20","24/1/20","3/2/20","USD",22,38,9,46,6,0.2,"697.74","850.9"
"SO - 0005009","Wholesale","WARE-NBV1002","23/8/19","6/1/20","3/2/20","13/2/20","USD",26,15,83,32,2,0.05,"697.87","1125.60"
"SO - 0005010","Distributor","WARE-XYS1001","23/8/19","6/1/20","18/1/20","26/1/20","USD",24,42,51,25,8,0.075,"3509.66","6157.30"
"SO - 0005011","Wholesale","WARE-XYS1001","23/8/19","6/1/20","21/1/20","27/1/20","USD",27,17,13,24,6,0.075,"592.95","1005.00"
"SO - 0005012","In-Store","WARE-PUJ1005","23/8/19","6/1/20","26/1/20","31/1/20","USD",2,24,317,28,5,0.075,"1735.30","2479.00"
"SO - 0005013","Wholesale","WARE-NMK1003","23/8/19","6/1/20","27/1/20","30/1/20","USD",28,20,189,8,5,0.075,"1492.43","1989.90"
"SO - 0005014","In-Store","WARE-XYS1001","23/8/19","6/1/20","31/1/20","1/2/20","USD",8,1,34,10,7,0.05,"336.94","716.9"
"SO - 0005015","In-Store","WARE-MKL1006","23/8/19","7/1/20","19/1/20","22/1/20","USD",2,35,351,9,4,0.1,"894.85","1688.40"
"SO - 0005016","In-Store","WARE-XYS1001","23/8/19","7/1/20","13/1/20","23/1/20","USD",2,50,6,31,8,0.3,"1938.58","2619.70"
"SO - 0005017","In-Store","WARE-UHY1004","23/8/19","7/1/20","25/1/20","1/2/20","USD",7,12,212,2,3,0.05,"1400.17","1728.60"
"SO - 0005018","Distributor","WARE-UHY1004","1/12/19","7/1/20","9/1/20","10/1/20","USD",21,32,223,32,1,0.075,"1637.21","3993.20"
"SO - 0005019","In-Store","WARE-NMK1003","23/8/19","7/1/20","3/2/20","4/2/20","USD",5,37,202,33,3,0.05,"1199.30","2398.60"
"SO - 0005020","In-Store","WARE-XYS1001","23/8/19","7/1/20","10/1/20","15/1/20","USD",8,21,19,24,6,0.05,"548.33","884.4"
"SO - 0005021","In-Store","WARE-NMK1003","23/8/19","7/1/20","3/2/20","10/2/20","USD",7,24,93,25,8,0.1,"353.76","804"
"SO - 0005022","In-Store","WARE-NMK1003","23/8/19","7/1/20","9/1/20","10/1/20","USD",4,24,175,14,6,0.15,"475.83","897.8"
"SO - 0005023","In-Store","WARE-NMK1003","23/8/19","7/1/20","17/1/20","19/1/20","USD",4,34,189,39,4,0.075,"1891.01","3859.20"
"SO - 0005024","In-Store","WARE-UHY1004","23/8/19","7/1/20","2/2/20","5/2/20","USD",6,24,257,18,7,0.1,"675.49","951.4"
"SO - 0005025","In-Store","WARE-MKL1006","23/8/19","7/1/20","22/1/20","25/1/20","USD",5,6,339,13,2,0.1,"120.6","201"
"SO - 0005026","In-Store","WARE-PUJ1005","23/8/19","7/1/20","10/1/20","20/1/20","USD",11,23,318,10,3,0.15,"1950.24","2566.10"
"SO - 0005027","In-Store","WARE-NMK1003","1/12/19","7/1/20","12/1/20","14/1/20","USD",12,18,149,44,7,0.05,"968.02","1728.60"
"SO - 0005028","Online","WARE-XYS1001","23/8/19","8/1/20","12/1/20","15/1/20","USD",17,40,40,39,3,0.075,"3028.00","5132.20"
"SO - 0005029","Online","WARE-UHY1004","23/8/19","8/1/20","21/1/20","31/1/20","USD",19,12,261,44,6,0.075,"4439.29","5480.60"
"SO - 0005030","In-Store","WARE-PUJ1005","23/8/19","8/1/20","14/1/20","21/1/20","USD",8,4,262,22,4,0.15,"2688.04","3953.00"
"SO - 0005031","Wholesale","WARE-NMK1003","23/8/19","8/1/20","20/1/20","27/1/20","USD",26,42,171,31,6,0.075,"530.64","964.8"
"SO - 0005032","Online","WARE-NMK1003","1/12/19","8/1/20","12/1/20","19/1/20","USD",20,33,131,19,4,0.075,"1068.65","1943.00"
"SO - 0005033","Online","WARE-MKL1006","23/8/19","8/1/20","26/1/20","31/1/20","USD",19,7,344,6,8,0.15,"3075.23","3892.70"
"SO - 0005034","Online","WARE-NMK1003","23/8/19","8/1/20","20/1/20","29/1/20","USD",12,12,138,16,3,0.075,"4541.39","5822.30"
"SO - 0005035","In-Store","WARE-UHY1004","23/8/19","8/1/20","15/1/20","21/1/20","USD",6,47,259,1,3,0.15,"1299.00","1755.40"
"SO - 0005036","Wholesale","WARE-NBV1002","23/8/19","8/1/20","15/1/20","16/1/20","USD",27,39,82,32,4,0.1,"1439.29","3128.90"
"SO - 0005037","Distributor","WARE-PUJ1005","23/8/19","8/1/20","4/2/20","9/2/20","USD",25,34,303,24,3,0.075,"1553.19","2318.20"
"SO - 0005038","In-Store","WARE-NMK1003","1/12/19","9/1/20","30/1/20","8/2/20","USD",11,13,183,42,5,0.1,"1145.30","1735.30"
"SO - 0005039","Distributor","WARE-NBV1002","23/8/19","9/1/20","14/1/20","24/1/20","USD",25,17,85,30,7,0.05,"1551.72","3879.30"
"SO - 0005040","Online","WARE-NBV1002","23/8/19","9/1/20","23/1/20","25/1/20","USD",17,26,76,18,8,0.05,"1887.79","3932.90"
"SO - 0005041","In-Store","WARE-NMK1003","23/8/19","9/1/20","25/1/20","4/2/20","USD",4,39,163,9,2,0.1,"543.5","1045.20"
"SO - 0005042","In-Store","WARE-NBV1002","23/8/19","9/1/20","16/1/20","24/1/20","USD",5,4,66,38,7,0.1,"124.35","214.4"
"SO - 0005043","In-Store","WARE-PUJ1005","23/8/19","9/1/20","2/2/20","10/2/20","USD",5,34,301,10,4,0.05,"466.86","897.8"
"SO - 0005044","In-Store","WARE-PUJ1005","23/8/19","9/1/20","16/1/20","21/1/20","USD",1,16,289,40,1,0.3,"717.57","1139.00"
"SO - 0005045","In-Store","WARE-MKL1006","23/8/19","9/1/20","14/1/20","19/1/20","USD",6,17,339,19,5,0.05,"2348.02","5460.50"
"SO - 0005046","Wholesale","WARE-NMK1003","23/8/19","9/1/20","26/1/20","31/1/20","USD",27,45,128,24,3,0.075,"1841.76","2391.90"
"SO - 0005047","Distributor","WARE-PUJ1005","23/8/19","9/1/20","2/2/20","11/2/20","USD",24,1,276,18,6,0.3,"4557.34","5996.50"
"SO - 0005048","Wholesale","WARE-MKL1006","1/12/19","10/1/20","25/1/20","1/2/20","USD",27,9,343,38,2,0.075,"726.01","1728.60"
"SO - 0005049","Wholesale","WARE-MKL1006","1/12/19","10/1/20","23/1/20","24/1/20","USD",25,13,330,16,4,0.15,"2240.01","3343.30"
"SO - 0005050","In-Store","WARE-NMK1003","23/8/19","10/1/20","21/1/20","22/1/20","USD",2,40,149,19,6,0.1,"81.87","174.2"
"SO - 0005051","Online","WARE-PUJ1005","1/12/19","10/1/20","13/1/20","15/1/20","USD",12,31,324,31,6,0.05,"561.06","1058.60"
"SO - 0005052","Wholesale","WARE-PUJ1005","23/8/19","10/1/20","14/1/20","18/1/20","USD",26,37,327,12,5,0.075,"395.57","964.8"
"SO - 0005053","In-Store","WARE-NBV1002","23/8/19","10/1/20","21/1/20","29/1/20","USD",5,39,81,18,1,0.05,"2300.51","3966.40"
"SO - 0005054","In-Store","WARE-XYS1001","1/12/19","10/1/20","24/1/20","28/1/20","USD",1,43,42,26,1,0.05,"1895.83","2633.10"
"SO - 0005055","Online","WARE-MKL1006","23/8/19","10/1/20","19/1/20","22/1/20","USD",13,40,360,36,7,0.05,"819.48","1011.70"
"SO - 0005056","In-Store","WARE-NBV1002","23/8/19","10/1/20","25/1/20","2/2/20","USD",8,15,63,30,8,0.05,"2802.74","3892.70"
"SO - 0005057","Distributor","WARE-MKL1006","23/8/19","10/1/20","20/1/20","23/1/20","USD",22,3,331,17,7,0.05,"1636.41","3805.60"
"SO - 0005058","In-Store","WARE-PUJ1005","23/8/19","10/1/20","15/1/20","18/1/20","USD",6,20,274,19,7,0.05,"825.44","1031.80"
"SO - 0005059","In-Store","WARE-NMK1003","1/12/19","10/1/20","28/1/20","30/1/20","USD",8,11,109,3,4,0.05,"2618.83","6090.30"
"SO - 0005060","In-Store","WARE-PUJ1005","23/8/19","11/1/20","28/1/20","3/2/20","USD",8,11,307,19,2,0.05,"2102.06","3892.70"
"SO - 0005061","Wholesale","WARE-NMK1003","23/8/19","11/1/20","31/1/20","2/2/20","USD",27,2,120,14,1,0.1,"1070.93","2231.10"
"SO - 0005062","In-Store","WARE-NMK1003","23/8/19","11/1/20","22/1/20","30/1/20","USD",11,23,172,46,6,0.15,"3320.52","3953.00"
"SO - 0005063","Online","WARE-NMK1003","23/8/19","11/1/20","21/1/20","28/1/20","USD",20,13,145,18,1,0.075,"726.41","931.3"
"SO - 0005064","In-Store","WARE-XYS1001","23/8/19","11/1/20","20/1/20","25/1/20","USD",6,31,2,31,4,0.3,"1365.73","2626.40"
"SO - 0005065","Online","WARE-UHY1004","23/8/19","11/1/20","7/2/20","12/2/20","USD",15,23,256,14,6,0.15,"1294.91","1681.70"
"SO - 0005066","Distributor","WARE-MKL1006","1/12/19","11/1/20","20/1/20","21/1/20","USD",22,31,361,5,2,0.2,"987.71","1266.30"
"SO - 0005067","Online","WARE-NBV1002","23/8/19","11/1/20","7/2/20","8/2/20","USD",14,41,84,47,5,0.1,"1879.75","3356.70"
"SO - 0005068","In-Store","WARE-UHY1004","23/8/19","11/1/20","7/2/20","15/2/20","USD",6,11,228,3,6,0.1,"767.42","1112.20"
"SO - 0005069","In-Store","WARE-PUJ1005","23/8/19","11/1/20","1/2/20","2/2/20","USD",1,12,272,28,8,0.05,"819.54","1862.60"
"SO - 0005070","In-Store","WARE-NMK1003","23/8/19","11/1/20","7/2/20","12/2/20","USD",7,48,154,2,2,0.1,"106.93","254.6"
"SO - 0005071","In-Store","WARE-NMK1003","23/8/19","11/1/20","18/1/20","28/1/20","USD",11,7,174,45,1,0.2,"2822.04","3919.50"
"SO - 0005072","Distributor","WARE-NMK1003","23/8/19","11/1/20","3/2/20","13/2/20","USD",24,23,174,4,1,0.05,"3024.65","3979.80"
"SO - 0005073","In-Store","WARE-UHY1004","23/8/19","12/1/20","18/1/20","21/1/20","USD",10,49,243,2,6,0.15,"1852.42","3859.20"
"SO - 0005074","Online","WARE-NMK1003","23/8/19","12/1/20","23/1/20","29/1/20","USD",20,18,173,15,8,0.3,"109.34","214.4"
"SO - 0005075","Wholesale","WARE-XYS1001","23/8/19","12/1/20","30/1/20","3/2/20","USD",28,7,39,24,1,0.075,"989.79","1252.90"
"SO - 0005076","Online","WARE-NMK1003","23/8/19","12/1/20","22/1/20","28/1/20","USD",13,1,166,23,8,0.15,"2367.85","4013.30"
"SO - 0005077","Online","WARE-NMK1003","23/8/19","12/1/20","30/1/20","9/2/20","USD",14,47,128,34,8,0.075,"645.08","1112.20"
"SO - 0005078","Distributor","WARE-PUJ1005","23/8/19","12/1/20","9/2/20","14/2/20","USD",22,2,292,36,8,0.05,"2662.85","3859.20"
"SO - 0005079","Online","WARE-NBV1002","23/8/19","12/1/20","20/1/20","21/1/20","USD",17,40,83,46,5,0.1,"3137.07","3825.70"
"SO - 0005080","In-Store","WARE-XYS1001","1/12/19","12/1/20","21/1/20","26/1/20","USD",7,12,26,47,7,0.1,"173.66","241.2"
"SO - 0005081","Online","WARE-PUJ1005","23/8/19","12/1/20","26/1/20","4/2/20","USD",13,46,302,38,5,0.4,"2467.48","3979.80"
"SO - 0005082","Wholesale","WARE-UHY1004","23/8/19","12/1/20","28/1/20","1/2/20","USD",26,13,237,41,8,0.075,"3197.51","3899.40"
"SO - 0005083","In-Store","WARE-XYS1001","23/8/19","12/1/20","31/1/20","9/2/20","USD",7,42,49,30,3,0.05,"1736.64","2412.00"
"SO - 0005084","In-Store","WARE-NBV1002","23/8/19","12/1/20","3/2/20","5/2/20","USD",3,13,85,10,8,0.075,"4289.41","5875.90"
"SO - 0005085","Online","WARE-MKL1006","23/8/19","12/1/20","19/1/20","24/1/20","USD",19,38,343,36,1,0.3,"3122.87","5293.00"
"SO - 0005086","Online","WARE-PUJ1005","23/8/19","13/1/20","29/1/20","3/2/20","USD",14,19,280,19,7,0.075,"1995.53","3912.80"
"SO - 0005087","In-Store","WARE-UHY1004","23/8/19","13/1/20","21/1/20","27/1/20","USD",9,37,244,5,3,0.075,"718.64","1159.10"
"SO - 0005088","In-Store","WARE-NMK1003","23/8/19","13/1/20","20/1/20","27/1/20","USD",3,47,89,42,4,0.1,"596.57","1125.60"
"SO - 0005089","In-Store","WARE-NMK1003","23/8/19","13/1/20","23/1/20","30/1/20","USD",11,41,124,32,8,0.05,"1956.40","3912.80"
"SO - 0005090","In-Store","WARE-NMK1003","1/12/19","13/1/20","2/2/20","9/2/20","USD",5,7,190,6,7,0.05,"159.46","227.8"
"SO - 0005091","Distributor","WARE-PUJ1005","1/12/19","13/1/20","7/2/20","10/2/20","USD",24,45,282,39,7,0.075,"407.36","1018.40"
"SO - 0005092","Wholesale","WARE-XYS1001","23/8/19","13/1/20","15/1/20","23/1/20","USD",26,20,27,16,8,0.1,"684.74","938"
"SO - 0005093","Online","WARE-UHY1004","1/12/19","13/1/20","20/1/20","22/1/20","USD",16,42,245,43,3,0.05,"102.51","227.8"
"SO - 0005094","Distributor","WARE-NMK1003","1/12/19","13/1/20","10/2/20","11/2/20","USD",22,6,112,47,7,0.05,"673.35","1005.00"
"SO - 0005095","Distributor","WARE-NMK1003","1/12/19","14/1/20","22/1/20","25/1/20","USD",23,5,120,35,2,0.075,"166.29","227.8"
"SO - 0005096","Wholesale","WARE-PUJ1005","1/12/19","14/1/20","23/1/20","1/2/20","USD",28,30,325,7,5,0.05,"546.72","1072.00"
"SO - 0005097","Distributor","WARE-XYS1001","23/8/19","14/1/20","25/1/20","4/2/20","USD",22,1,4,1,1,0.075,"1954.52","2505.80"
"SO - 0005098","In-Store","WARE-NBV1002","23/8/19","14/1/20","3/2/20","11/2/20","USD",4,28,65,21,5,0.05,"3015.00","4020.00"
"SO - 0005099","Wholesale","WARE-NMK1003","23/8/19","14/1/20","9/2/20","15/2/20","USD",26,12,89,23,4,0.05,"3253.86","5916.10"
"SO - 0005100","In-Store","WARE-PUJ1005","1/12/19","14/1/20","11/2/20","16/2/20","USD",3,11,289,5,4,0.1,"567.89","1092.10"
"SO - 0005101","Online","WARE-UHY1004","1/12/19","14/1/20","9/2/20","13/2/20","USD",14,16,222,40,4,0.15,"2375.82","3959.70"
"SO - 0005102","In-Store","WARE-PUJ1005","23/8/19","14/1/20","28/1/20","1/2/20","USD",12,16,272,41,3,0.1,"1884.44","3845.80"
"SO - 0005103","In-Store","WARE-PUJ1005","1/12/19","14/1/20","9/2/20","12/2/20","USD",7,10,280,21,7,0.1,"2586.87","3919.50"
"SO - 0005104","In-Store","WARE-PUJ1005","23/8/19","14/1/20","22/1/20","28/1/20","USD",4,43,314,23,6,0.2,"131.32","268"
"SO - 0005105","Online","WARE-PUJ1005","23/8/19","15/1/20","18/1/20","27/1/20","USD",18,4,289,1,8,0.05,"1634.47","3986.50"
"SO - 0005106","In-Store","WARE-NMK1003","23/8/19","15/1/20","12/2/20","19/2/20","USD",9,10,107,32,7,0.075,"1795.60","2680.00"
"SO - 0005107","Online","WARE-XYS1001","1/12/19","15/1/20","19/1/20","22/1/20","USD",20,7,19,23,3,0.075,"501.7","1045.20"
"SO - 0005108","In-Store","WARE-NMK1003","1/12/19","15/1/20","31/1/20","1/2/20","USD",11,18,144,20,1,0.05,"3272.28","5949.60"
"SO - 0005109","In-Store","WARE-NBV1002","23/8/19","15/1/20","17/1/20","19/1/20","USD",9,42,75,20,5,0.075,"1578.52","3946.30"
"SO - 0005110","In-Store","WARE-NBV1002","23/8/19","15/1/20","18/1/20","19/1/20","USD",3,24,79,5,2,0.2,"1536.44","1969.80"
"SO - 0005111","In-Store","WARE-XYS1001","23/8/19","15/1/20","7/2/20","13/2/20","USD",1,47,12,24,2,0.05,"2872.63","5862.50"
"SO - 0005112","Online","WARE-NMK1003","1/12/19","15/1/20","23/1/20","1/2/20","USD",19,23,167,29,5,0.15,"739.95","1681.70"
"SO - 0005113","Wholesale","WARE-NMK1003","23/8/19","16/1/20","6/2/20","9/2/20","USD",26,20,93,11,8,0.05,"1361.98","2432.10"
"SO - 0005114","In-Store","WARE-UHY1004","23/8/19","16/1/20","19/1/20","24/1/20","USD",8,28,225,35,6,0.075,"1429.51","1701.80"
"SO - 0005115","Wholesale","WARE-NMK1003","1/12/19","16/1/20","29/1/20","1/2/20","USD",26,41,167,30,8,0.15,"2207.58","3504.10"
"SO - 0005116","Wholesale","WARE-UHY1004","1/12/19","16/1/20","21/1/20","31/1/20","USD",28,36,222,16,6,0.2,"1689.47","2639.80"
"SO - 0005117","In-Store","WARE-PUJ1005","23/8/19","16/1/20","1/2/20","10/2/20","USD",7,5,294,47,7,0.075,"1021.08","1701.80"
"SO - 0005118","Wholesale","WARE-NBV1002","23/8/19","16/1/20","21/1/20","27/1/20","USD",26,5,74,1,3,0.05,"2315.92","5514.10"
"SO - 0005119","Online","WARE-NBV1002","23/8/19","16/1/20","27/1/20","30/1/20","USD",12,20,81,19,8,0.2,"696.47","1105.50"
"SO - 0005120","In-Store","WARE-MKL1006","1/12/19","16/1/20","22/1/20","26/1/20","USD",9,33,346,27,5,0.075,"815.12","1031.80"
"SO - 0005121","In-Store","WARE-XYS1001","1/12/19","16/1/20","21/1/20","23/1/20","USD",2,28,48,1,2,0.075,"4090.75","5681.60"
"SO - 0005122","In-Store","WARE-NMK1003","1/12/19","16/1/20","21/1/20","30/1/20","USD",6,12,168,2,1,0.15,"1869.17","2525.90"
"SO - 0005123","Online","WARE-MKL1006","23/8/19","16/1/20","6/2/20","7/2/20","USD",14,41,358,12,6,0.075,"639.85","1279.70"
"SO - 0005124","Distributor","WARE-NMK1003","1/12/19","17/1/20","22/1/20","23/1/20","USD",21,5,128,24,4,0.05,"2073.92","3095.40"
"SO - 0005125","In-Store","WARE-XYS1001","23/8/19","17/1/20","29/1/20","4/2/20","USD",1,14,50,2,2,0.15,"146.33","174.2"
"SO - 0005126","Distributor","WARE-XYS1001","23/8/19","17/1/20","8/2/20","17/2/20","USD",25,5,1,34,2,0.1,"684.74","978.2"
"SO - 0005127","In-Store","WARE-MKL1006","23/8/19","17/1/20","2/2/20","5/2/20","USD",1,14,339,16,1,0.05,"148.07","227.8"
"SO - 0005128","Distributor","WARE-XYS1001","23/8/19","17/1/20","7/2/20","11/2/20","USD",21,43,11,12,4,0.05,"161.74","227.8"
"SO - 0005129","Online","WARE-PUJ1005","23/8/19","17/1/20","10/2/20","17/2/20","USD",14,47,288,4,4,0.15,"4738.58","6318.10"
"SO - 0005130","Online","WARE-NBV1002","23/8/19","17/1/20","10/2/20","19/2/20","USD",13,29,87,47,3,0.05,"935.99","1701.80"
"SO - 0005131","Distributor","WARE-MKL1006","1/12/19","17/1/20","10/2/20","11/2/20","USD",25,31,334,24,6,0.075,"2230.30","3055.20"
"SO - 0005132","Distributor","WARE-NMK1003","1/12/19","17/1/20","28/1/20","5/2/20","USD",22,30,92,36,5,0.05,"728.49","877.7"
"SO - 0005133","Distributor","WARE-PUJ1005","23/8/19","18/1/20","7/2/20","10/2/20","USD",23,29,303,28,7,0.15,"901.02","1098.80"
"SO - 0005134","In-Store","WARE-NMK1003","1/12/19","18/1/20","23/1/20","2/2/20","USD",7,18,90,27,3,0.05,"469.47","958.1"
"SO - 0005135","In-Store","WARE-PUJ1005","23/8/19","18/1/20","23/1/20","30/1/20","USD",9,21,276,31,3,0.075,"452.25","1005.00"
"SO - 0005136","In-Store","WARE-NMK1003","23/8/19","18/1/20","31/1/20","7/2/20","USD",5,49,140,1,3,0.05,"804.54","1058.60"
"SO - 0005137","Wholesale","WARE-PUJ1005","23/8/19","18/1/20","5/2/20","8/2/20","USD",28,12,267,43,4,0.15,"698.68","1058.60"
"SO - 0005138","Wholesale","WARE-MKL1006","23/8/19","19/1/20","2/2/20","5/2/20","USD",28,8,340,26,3,0.075,"2438.00","5540.90"
"SO - 0005139","Online","WARE-PUJ1005","23/8/19","19/1/20","22/1/20","31/1/20","USD",17,5,298,6,8,0.15,"600.12","1132.30"
"SO - 0005140","In-Store","WARE-XYS1001","23/8/19","19/1/20","5/2/20","15/2/20","USD",2,6,51,26,5,0.05,"506.52","1125.60"
"SO - 0005141","In-Store","WARE-PUJ1005","23/8/19","19/1/20","4/2/20","8/2/20","USD",8,37,326,37,3,0.05,"1225.30","2552.70"
"SO - 0005142","In-Store","WARE-NMK1003","23/8/19","19/1/20","3/2/20","8/2/20","USD",10,12,142,34,2,0.075,"661.96","1018.40"
"SO - 0005143","Wholesale","WARE-PUJ1005","23/8/19","19/1/20","12/2/20","13/2/20","USD",27,18,305,24,6,0.05,"472.75","964.8"
"SO - 0005144","Distributor","WARE-XYS1001","23/8/19","19/1/20","9/2/20","10/2/20","USD",25,4,42,4,7,0.05,"685.01","964.8"
"SO - 0005145","In-Store","WARE-XYS1001","23/8/19","19/1/20","22/1/20","28/1/20","USD",10,41,36,18,8,0.075,"996.96","2492.40"
"SO - 0005146","Wholesale","WARE-UHY1004","23/8/19","19/1/20","6/2/20","9/2/20","USD",28,10,215,32,6,0.4,"806.35","971.5"
"SO - 0005147","Distributor","WARE-XYS1001","1/12/19","19/1/20","2/2/20","9/2/20","USD",20,48,2,34,1,0.2,"777.67","1065.30"
"SO - 0005148","Distributor","WARE-NMK1003","23/8/19","19/1/20","30/1/20","5/2/20","USD",22,47,199,24,1,0.15,"3310.47","6130.50"
"SO - 0005149","In-Store","WARE-NBV1002","23/8/19","20/1/20","31/1/20","9/2/20","USD",12,23,84,15,4,0.15,"1936.84","2653.20"
"SO - 0005150","Distributor","WARE-NBV1002","1/12/19","20/1/20","23/1/20","27/1/20","USD",22,50,79,26,6,0.1,"607.82","1125.60"
"SO - 0005151","Online","WARE-NMK1003","23/8/19","20/1/20","3/2/20","7/2/20","USD",17,34,113,8,8,0.15,"531.71","857.6"
"SO - 0005152","Online","WARE-NMK1003","23/8/19","20/1/20","5/2/20","15/2/20","USD",16,38,111,3,1,0.2,"1354.47","1782.20"
"SO - 0005153","Distributor","WARE-NBV1002","23/8/19","20/1/20","6/2/20","8/2/20","USD",24,20,70,8,6,0.075,"1045.20","2010.00"
"SO - 0005154","In-Store","WARE-PUJ1005","23/8/19","21/1/20","2/2/20","8/2/20","USD",6,9,313,38,4,0.05,"660.35","857.6"
"SO - 0005155","Online","WARE-XYS1001","1/12/19","21/1/20","3/2/20","13/2/20","USD",13,20,28,18,5,0.1,"644.54","871"
"SO - 0005156","Distributor","WARE-NBV1002","23/8/19","21/1/20","25/1/20","28/1/20","USD",23,6,73,39,8,0.075,"1945.14","2559.40"
"SO - 0005157","Distributor","WARE-XYS1001","23/8/19","21/1/20","2/2/20","11/2/20","USD",25,2,51,46,7,0.05,"1601.17","3812.30"
"SO - 0005158","In-Store","WARE-NMK1003","23/8/19","21/1/20","12/2/20","18/2/20","USD",3,20,126,12,7,0.075,"571.64","1058.60"
"SO - 0005159","In-Store","WARE-PUJ1005","23/8/19","21/1/20","25/1/20","3/2/20","USD",4,33,308,30,1,0.15,"1958.41","2479.00"
"SO - 0005160","In-Store","WARE-NMK1003","23/8/19","21/1/20","24/1/20","2/2/20","USD",2,34,171,20,5,0.1,"1480.70","1742.00"
"SO - 0005161","Online","WARE-MKL1006","23/8/19","21/1/20","30/1/20","8/2/20","USD",19,21,341,12,2,0.05,"1739.32","3162.40"
"SO - 0005162","Online","WARE-NMK1003","1/12/19","21/1/20","3/2/20","7/2/20","USD",16,12,163,22,2,0.05,"97.62","207.7"
"SO - 0005163","Online","WARE-NMK1003","23/8/19","21/1/20","13/2/20","21/2/20","USD",17,19,141,7,6,0.075,"605.35","931.3"
"SO - 0005164","Online","WARE-NMK1003","23/8/19","21/1/20","11/2/20","16/2/20","USD",12,5,200,43,3,0.05,"3365.14","5098.70"
"SO - 0005165","Online","WARE-PUJ1005","23/8/19","21/1/20","12/2/20","16/2/20","USD",14,35,297,4,8,0.4,"909.32","1165.80"
"SO - 0005166","In-Store","WARE-PUJ1005","23/8/19","22/1/20","28/1/20","31/1/20","USD",6,7,262,12,5,0.05,"954.75","1909.50"
"SO - 0005167","In-Store","WARE-XYS1001","1/12/19","22/1/20","8/2/20","15/2/20","USD",9,37,36,6,7,0.05,"5057.96","6244.40"
"SO - 0005168","Online","WARE-XYS1001","23/8/19","22/1/20","3/2/20","8/2/20","USD",17,7,31,4,4,0.075,"3252.98","3872.60"
"SO - 0005169","Online","WARE-NMK1003","23/8/19","22/1/20","31/1/20","9/2/20","USD",12,30,141,23,4,0.3,"1180.61","1762.10"
"SO - 0005170","Online","WARE-UHY1004","23/8/19","22/1/20","26/1/20","30/1/20","USD",17,37,239,29,3,0.075,"1480.57","2552.70"
