"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"9695-IDRZR","Female",0,"No","Yes",34,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.15,3946.9,0
"9786-IJYDL","Female",0,"No","No",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",113.2,3914.05,0
"2842-BCQGE","Male",0,"No","No",43,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.35,3161.4,0
"2674-MIAHT","Female",0,"No","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",80.3,324.2,0
"9691-HKOVS","Female",0,"Yes","No",55,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",90.15,4916.95,0
"2276-YDAVZ","Female",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.1,270.7,1
"8221-HVAYI","Male",0,"Yes","Yes",35,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",69.15,2490.15,0
"9499-XPZXM","Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",64.75,4804.75,0
"1583-IHQZE","Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",112.95,1384.75,1
"2740-TVLFN","Male",0,"No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.15,50.15,0
"8807-ARQET","Female",0,"No","No",41,"No","No phone service","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",40.35,1677.85,0
"1680-VDCWW","Male",0,"Yes","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.8,202.25,0
"5018-GWURO","Female",0,"Yes","No",56,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",85.6,4902.8,0
"7858-GTZSP","Female",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.55,1066.9,0
"6901-GOGZG","Male",0,"No","Yes",60,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",84.95,4984.85,0
"2722-JMONI","Female",1,"Yes","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.55,49.55,1
"5380-XPJNZ","Female",0,"No","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.05,678.2,0
"9168-INPSZ","Female",1,"Yes","No",44,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",104.15,4495.65,0
"2379-ENZGV","Male",0,"No","No",6,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.85,523.5,1
"9631-XEYKE","Male",0,"No","No",3,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",50.4,137.25,0
"5244-IRFIH","Male",1,"Yes","No",33,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.5,3105.55,1
"4139-JPIAM","Male",0,"No","No",51,"No","No phone service","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",44.45,2181.55,0
"3530-CRZSB","Female",0,"No","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.65,155.9,0
"3721-CNEYS","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.95,137.95,1
"4501-VCPFK","Male",0,"No","No",26,"No","No phone service","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",35.75,1022.5,0
"5498-IBWPI","Female",0,"Yes","Yes",66,"Yes","No","DSL","No","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",49.4,3251.85,0
"0485-ZBSLN","Male",0,"Yes","Yes",65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.75,1715.1,0
"5012-YSPJJ","Male",0,"Yes","Yes",31,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",54.35,1647,0
"4661-NJEUX","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.05,20.05,0
"5399-ZIMKF","Male",0,"No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.65,383.65,0
"0644-OQMDK","Male",1,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.65,293.85,0
"8184-WMOFI","Male",0,"Yes","Yes",62,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",71.4,4487.3,0
"1221-GHZEP","Female",0,"No","No",62,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Two year","Yes","Mailed check",65.1,3846.75,0
"0655-RBDUG","Male",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.05,713,1
"8285-ABVLB","Female",0,"Yes","No",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.85,1328.35,0
"7079-QRCBC","Female",0,"No","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.75,2407.3,1
"9717-QEBGU","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,144,0
"4143-HHPMK","Male",0,"No","No",52,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.35,4338.6,1
"1116-DXXDF","Male",0,"No","No",39,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",100.45,3801.7,0
"9769-TSBZE","Female",0,"No","Yes",70,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Electronic check",66,4891.5,0
"3365-SAIGS","Female",0,"No","No",17,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.55,1329.15,0
"9146-JRIOX","Female",0,"Yes","Yes",14,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",25.55,372.45,0
"0056-EPFBG","Male",0,"Yes","Yes",20,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",39.4,825.4,0
"6919-ELBGL","Male",1,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.95,8196.4,0
"1996-DBMUS","Female",1,"Yes","No",48,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",70.65,3545.05,0
"3551-HUAZH","Male",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,74.4,1
"6645-MXQJT","Male",0,"Yes","Yes",2,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",97.1,184.15,0
"5077-DXTCG","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.3,45.3,1
"3776-EKTKM","Female",1,"No","No",1,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",36.45,36.45,1
"4774-HHGGS","Male",0,"Yes","No",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.05,637.55,0
"9754-CLVZW","Female",0,"Yes","Yes",26,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",38.85,1025.15,0
"7711-GQBZC","Female",0,"Yes","Yes",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.7,1810.55,0
"4958-XCBDQ","Male",1,"No","No",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.4,3496.3,1
"8773-HHUOZ","Female",0,"No","Yes",17,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",64.7,1093.1,1
"3948-FVVRP","Male",0,"Yes","Yes",9,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",54.8,452.8,0
"1784-BXEFA","Female",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.55,187.35,0
"8970-ANWXO","Female",0,"No","No",23,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Mailed check",73.75,1756.6,0
"0564-JJHGS","Male",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.5,829.1,1
"4315-MURBD","Female",0,"No","No",12,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.9,1120.95,1
"5828-AVIPD","Male",0,"Yes","Yes",19,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.95,1875.55,1
"1744-JHKYS","Female",0,"Yes","No",34,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",24.7,780.2,0
"5118-MUEYH","Female",0,"Yes","No",48,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",105.1,5083.55,0
"9831-BPFRI","Female",0,"Yes","Yes",39,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",89.55,3474.45,1
"8242-SOQUO","Female",1,"No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.7,392.5,0
"2474-BRUCM","Male",1,"Yes","No",40,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",101.85,4086.3,1
"0363-SVHYR","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.85,6263.8,0
"8173-RXAYP","Female",0,"Yes","Yes",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.7,452.55,0
"3272-VUHPV","Female",0,"Yes","Yes",8,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",56.3,401.5,0
"6218-KNUBD","Male",0,"No","No",6,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",59.45,357.6,0
"1666-JZPZT","Male",0,"No","No",27,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",49,1291.35,0
"2654-VBVPB","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.9,19.9,0
"8450-LUGUK","Female",0,"Yes","Yes",37,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.1,861.85,0
"1915-IOFGU","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.5,70.5,1
"0013-SMEOE","Female",1,"Yes","No",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.7,7904.25,0
"4194-FJARJ","Female",0,"Yes","Yes",54,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",60,3273.95,0
"3410-MHHUM","Female",0,"Yes","Yes",44,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","No","Electronic check",94.4,4295.35,0
"8456-QDAVC","Male",0,"No","No",19,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",78.7,1495.1,0
"9518-IMLHK","Male",0,"No","No",31,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",72.45,2156.25,0
"1257-SXUXQ","Male",0,"Yes","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.45,86.05,0
"5174-RNGBH","Female",0,"No","No",9,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","No","Mailed check",66.25,620.55,1
"2960-NKRSO","Male",0,"No","No",24,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",85.95,2107.15,0
"6682-QJDGB","Male",0,"No","Yes",40,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",55.25,2139.2,1
"4918-QLLIW","Male",0,"No","No",3,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Credit card (automatic)",53.4,188.7,1
"7721-DVEKZ","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,19.65,0
"2565-JSLRY","Male",0,"No","No",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",24.05,24.05,1
"3275-RHRNE","Male",0,"Yes","Yes",28,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",60,1682.05,0
"5174-ITUMV","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",105.4,6989.45,0
"0804-XBFBV","Female",0,"No","Yes",11,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.2,321.05,0
"5380-AFSSK","Female",0,"No","No",5,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",93.9,486.85,1
"4632-XJMEX","Male",0,"No","Yes",53,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","No","Credit card (automatic)",62.85,3419.5,0
"2080-SRCDE","Female",0,"No","Yes",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",25.4,25.4,0
"3345-PBBFH","Male",0,"Yes","No",8,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",49.55,393.45,0
"6599-GZWCM","Female",0,"No","No",13,"Yes","No","Fiber optic","No","Yes","No","No","No","No","One year","Yes","Mailed check",74.65,966.25,0
"9347-AERRL","Male",0,"Yes","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.3,486.2,0
"6917-FIJHC","Female",0,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",26,1776,0
"1043-UXOVO","Female",0,"No","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",113.15,7993.3,0
"7041-TXQJH","Female",0,"No","No",37,"No","No phone service","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",40.2,1478.85,0
"7128-GGCNO","Male",0,"No","No",46,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",72.8,3249.4,0
"3312-UUMZW","Male",0,"Yes","No",32,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.85,3145.9,0
"6837-HAEVO","Male",0,"Yes","Yes",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",105,7297.75,0
"8421-WZOOW","Female",1,"Yes","Yes",57,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",95.3,5567.45,0
"3682-YEUWS","Male",0,"Yes","Yes",10,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",24.4,253.9,0
"6139-ZZRBQ","Male",1,"No","No",64,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.05,1198.05,0
"6088-BXMRG","Female",0,"Yes","Yes",32,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.85,3089.6,0
"1981-INRFU","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.75,164.5,1
"8270-RKSAP","Male",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.5,597.9,0
"5515-IDEJJ","Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.9,19.9,1
"6257-DTAYD","Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",104.15,7365.3,0
"5468-BPMMO","Male",0,"Yes","No",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.6,851.2,0
"1834-ABKHQ","Female",0,"Yes","Yes",52,"Yes","No","DSL","No","No","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",50.95,2610.65,0
"5973-EJGDP","Male",0,"No","No",51,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",87.35,4473,0
"0581-MDMPW","Female",0,"No","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",88.95,2072.75,0
"8812-ZRHFP","Female",0,"Yes","Yes",30,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","One year","No","Electronic check",86.45,2538.05,0
"0115-TFERT","Male",0,"Yes","No",21,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",111.2,2317.1,1
"5536-RTPWK","Male",0,"Yes","No",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.05,4853.75,1
"2812-ENYMO","Male",0,"No","No",26,"No","No phone service","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Credit card (automatic)",54.55,1362.85,0
"3519-ZKXGG","Female",0,"Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.85,256.6,1
"2916-BQZLN","Male",0,"No","No",19,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.75,1651.95,0
"0496-AHOOK","Male",0,"Yes","No",24,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",74.4,1712.9,0
"5777-KJIRB","Female",0,"No","No",40,"Yes","No","DSL","No","No","Yes","No","No","No","One year","Yes","Mailed check",50.25,2023.55,0
"7240-ETPTR","Female",0,"Yes","No",9,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",48.75,442.2,1
"0378-CJKPV","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",112.1,7965.95,0
"9063-ZGTUY","Female",0,"Yes","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.4,1182.55,1
"7520-HQWJU","Female",0,"Yes","Yes",66,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",67.45,4508.65,0
"3223-WZWJM","Male",0,"No","No",26,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.95,2254.2,1
"5386-THSLQ","Female",1,"Yes","No",66,"No","No phone service","DSL","No","Yes","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",45.55,3027.25,0
"3779-OSWCF","Female",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",93.2,6506.15,0
"6557-BZXLQ","Male",1,"No","No",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,1043.3,0
"4627-MIHJH","Female",1,"No","No",69,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",110.25,7467.55,0
"2612-PHGOX","Male",0,"Yes","No",64,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",76.1,4818.8,0
"3023-GFLBR","Female",0,"Yes","Yes",33,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",86.15,2745.7,1
"9277-JOOMO","Female",0,"No","No",3,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",24.6,86.35,0
"1767-CJKBA","Male",0,"No","No",66,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.1,1697.7,0
"8943-URTMR","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",79.65,152.7,1
"4718-DHSMV","Female",0,"No","No",11,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",35.8,363.15,0
"0680-DFNNY","Male",0,"Yes","No",15,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.1,1504.05,1
"8468-EHYJA","Female",0,"Yes","No",57,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.65,5497.05,0
"5090-EMGTC","Female",0,"Yes","No",59,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",100.05,6034.85,0
"1536-HBSWP","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",49.9,49.9,0
"1217-VASWC","Male",1,"Yes","No",43,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.55,4304,0
"1089-HDMKP","Male",1,"No","Yes",11,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",54.55,601.25,0
"1853-ARAAQ","Female",0,"No","No",26,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",50.35,1277.5,0
"3656-TKRVZ","Female",0,"No","No",3,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",55.35,165.2,1
"0993-OSGPT","Female",1,"Yes","No",68,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",60.65,3975.9,0
"2880-FPNAE","Male",1,"Yes","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",74.2,140.1,0
"4195-SMMNX","Male",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.35,33.2,1
"2729-VNVAP","Female",0,"Yes","Yes",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.8,641.35,0
"1449-XQEMT","Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.8,58.15,1
"8937-RDTHP","Male",0,"No","No",1,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",84.6,84.6,1
"9391-YZEJW","Female",0,"No","No",62,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",94,5757.2,0
"6067-NGCEU","Female",0,"No","No",65,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",111.05,7107,0
"8687-BAFGU","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Electronic check",74,74,0
"0689-NKYLF","Male",0,"No","No",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",83.2,1060.6,1
"1402-PTHGN","Female",0,"Yes","Yes",18,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check",61.5,1087.45,0
"7797-EJMDP","Female",0,"No","No",8,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",66.05,574.5,0
"2840-XANRC","Male",1,"Yes","No",24,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.15,2231.05,1
"9114-DPSIA","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",81,5750,0
"2055-BFOCC","Male",1,"Yes","No",63,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",84,5329.55,0
"9239-GZHZE","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",113.65,8124.2,0
"9191-MYQKX","Female",0,"Yes","No",7,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.15,496.9,1
"3617-XLSGQ","Female",0,"Yes","Yes",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",109.25,7082.5,0
"2296-DKZFP","Female",0,"Yes","No",65,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",71,4386.2,0
"9626-WEQRM","Female",0,"No","No",4,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",29.15,110.05,0
"5899-OUVKV","Male",0,"No","No",31,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.5,2979.2,0
"5243-SAOTC","Male",0,"No","No",54,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.85,4308.25,0
