state,year,miles,fatalities,seatbelt,speed65,speed70,drinkage,alcohol,income,age,enforce
UT,1986,12100,0.025867769,NA,no,no,yes,yes,11380,29.12306786,secondary
UT,1987,12679,0.02342456,NA,yes,no,yes,yes,11862,29.27321625,secondary
UT,1988,13263,0.022393124,NA,yes,no,yes,yes,12450,29.50710869,secondary
UT,1989,13915,0.021775063,NA,yes,no,yes,yes,13238,29.74526215,secondary
UT,1990,14646,0.018571625,0.389999986,yes,no,yes,yes,14214,30.12414932,secondary
UT,1991,15391,0.017607693,0.449999988,yes,no,yes,yes,14855,30.24854088,secondary
UT,1992,16307,0.016495984,0.5,yes,no,yes,yes,15561,30.4318409,secondary
UT,1993,17056,0.01776501,0.5,yes,no,yes,yes,16359,30.53959084,secondary
UT,1994,18078,0.018973337,0.529999971,yes,no,yes,yes,17004,30.74268913,secondary
UT,1995,18781,0.017304722,0.560000002,yes,yes,yes,yes,18054,30.89189529,secondary
UT,1996,19539,0.016428681,0.600000024,yes,yes,yes,yes,19214,30.95533752,secondary
UT,1997,20444,0.017902562,0.629999995,yes,yes,yes,yes,20185,30.99706459,secondary
VA,1983,42299,0.021300741,NA,no,no,no,no,12589,33.88288116,no
VA,1984,44527,0.022750242,NA,no,no,no,no,13926,34.06587601,no
VA,1985,47928,0.020363878,0.275000006,no,no,no,no,14906,34.21823883,no
VA,1986,51726,0.021768549,0.347000003,no,no,yes,no,15837,34.31181335,no
VA,1987,54834,0.018619834,0.324999988,no,no,yes,no,16884,34.39147568,no
VA,1988,57453,0.018658729,0.630999982,yes,no,yes,no,18064,34.49995804,secondary
VA,1989,59337,0.016920302,0.52700001,yes,no,yes,no,19244,34.5945816,secondary
VA,1990,60178,0.017930141,0.54400003,yes,no,yes,no,20021,34.87753296,secondary
VA,1991,61099,0.015515802,0.575999975,yes,no,yes,no,20498,34.98414993,secondary
VA,1992,63447,0.013223635,0.715999961,yes,no,yes,no,21280,35.15878677,secondary
VA,1993,64171,0.013697776,0.731999993,yes,no,yes,no,22133,35.33334351,secondary
VA,1994,67609,0.013755566,0.718000054,yes,no,yes,yes,23031,35.49961472,secondary
VA,1995,69811,0.012891951,0.701999962,yes,no,yes,yes,23943,35.66931152,secondary
VA,1996,71302,0.012299796,0.69599998,yes,no,yes,yes,24950,35.85574722,secondary
VA,1997,70320,0.013993174,0.671000004,yes,no,yes,yes,26109,35.99414825,secondary
VT,1983,4151,0.022645146,NA,no,no,no,no,10813,34.1230011,no
VT,1984,4403,0.025891438,NA,no,no,no,no,11857,34.24621201,no
VT,1985,4688,0.024530716,0.181000009,no,no,no,no,12800,34.40294266,no
VT,1986,4778,0.022812892,0.217999995,no,no,yes,no,13675,34.5319519,no
VT,1987,5039,0.023615796,NA,yes,no,yes,no,14750,34.66226196,no
VT,1988,5553,0.023230687,0.302000016,yes,no,yes,no,15948,34.79411697,no
VT,1989,5765,0.020121422,0.35799998,yes,no,yes,no,17215,34.91524124,no
VT,1990,5838,0.015416238,0.393000007,yes,no,yes,yes,17677,35.02246475,no
VT,1991,5870,0.018739352,0.414999992,yes,no,yes,yes,17899,35.1350441,no
VT,1992,6019,0.015949493,0.465999991,yes,no,yes,yes,18883,35.37164307,no
VT,1993,5976,0.018406961,0.537999988,yes,no,yes,yes,19392,35.59476852,no
VT,1994,6152,0.012516255,0.675999999,yes,no,yes,yes,20196,35.81753922,secondary
VT,1995,6206,0.017080246,0.671999991,yes,no,yes,yes,21246,36.10445786,secondary
VT,1996,6377,0.013799592,0.689999998,yes,no,yes,yes,22179,36.43804932,secondary
VT,1997,6466,0.014846891,0.708999991,yes,no,yes,yes,23017,36.76795959,secondary
WA,1983,36144,0.019311642,NA,no,no,yes,no,12925,34.06853867,no
WA,1984,34248,0.021782294,NA,no,no,yes,no,13745,34.26583481,no
WA,1985,34375,0.021643637,NA,no,no,yes,no,14432,34.38945389,no
WA,1986,35993,0.019531576,0.360000014,no,no,yes,no,15243,34.54888153,no
WA,1987,38520,0.020249221,0.514999986,yes,no,yes,no,15939,34.68305588,secondary
WA,1988,41813,0.018606653,0.529999971,yes,no,yes,no,16884,34.78147125,secondary
WA,1989,43233,0.018064905,0.550000012,yes,no,yes,no,18211,34.85494614,secondary
WA,1990,44695,0.018458441,0.550000012,yes,no,yes,no,19605,34.81503677,secondary
WA,1991,46449,0.014682771,0.675000012,yes,no,yes,no,20401,34.92193985,secondary
WA,1992,49386,0.013181874,0.675000012,yes,no,yes,no,21436,35.03585052,secondary
WA,1993,46135,0.014327517,0.709999979,yes,no,yes,no,22024,35.18123627,secondary
WA,1994,47428,0.013494139,0.764999986,yes,no,yes,no,22687,35.32674789,secondary
WA,1995,49250,0.013258883,0.800000012,yes,yes,yes,no,23677,35.48202896,secondary
WA,1996,49405,0.014411497,0.839999974,yes,yes,yes,no,24958,35.61769867,secondary
WA,1997,51044,0.013204294,0.819999993,yes,yes,yes,no,26451,35.7070694,secondary
WI,1983,34106,0.021257257,NA,no,no,no,no,11796,34.60904694,no
WI,1984,35367,0.023242006,NA,no,no,no,no,12941,34.76298141,no
WI,1985,36679,0.020284086,NA,no,no,no,no,13586,34.90692139,no
WI,1986,38428,0.01943895,NA,no,no,yes,no,14285,35.03377151,no
WI,1987,40196,0.019827843,0.262999982,yes,no,yes,no,15017,35.18515396,no
WI,1988,42458,0.019007018,0.559000015,yes,no,yes,no,15806,35.30464172,secondary
WI,1989,43086,0.018962076,NA,yes,no,yes,no,16827,35.39264297,secondary
WI,1990,44277,0.017367933,0.519999981,yes,no,yes,no,17692,35.45774078,secondary
WI,1991,45458,0.017532667,0.579999983,yes,no,yes,no,18237,35.54236603,secondary
WI,1992,47628,0.013689427,0.589999974,yes,no,yes,no,19331,35.68453598,secondary
WI,1993,49167,0.014521935,0.639999986,yes,no,yes,no,20009,35.83947754,secondary
WI,1994,50273,0.014162672,0.639999986,yes,no,yes,no,21012,35.94728851,secondary
WI,1995,51396,0.014495292,0.639999986,yes,no,yes,no,21960,36.11486435,secondary
WI,1996,52782,0.014417794,0.610000014,yes,no,yes,no,22987,36.27373886,secondary
WI,1997,54404,0.013326226,0.620000005,yes,no,yes,no,24048,36.37247086,secondary
WV,1983,11696,0.036337208,NA,no,no,no,no,9417,35.21595001,no
WV,1984,12671,0.034567121,NA,no,no,no,no,10158,35.48919678,no
WV,1985,12664,0.033164877,NA,no,no,no,no,10643,35.80871582,no
WV,1986,13181,0.033381384,NA,no,no,yes,no,11169,36.09379959,no
WV,1987,13742,0.034274489,NA,yes,no,yes,no,11632,36.43614578,no
WV,1988,13884,0.033131663,NA,yes,no,yes,no,12399,36.76451111,no
WV,1989,14940,0.031325303,NA,yes,no,yes,no,13149,37.09120941,no
WV,1990,15418,0.031197302,0.430000007,yes,no,yes,no,14176,37.28147507,no
WV,1991,16026,0.025833022,0.430000007,yes,no,yes,no,14815,37.37654877,no
WV,1992,16478,0.025488529,0.330000013,yes,no,yes,no,15679,37.53059006,no
WV,1993,16778,0.025569199,0.550000012,yes,no,yes,no,16306,37.67301178,secondary
WV,1994,17112,0.020804115,0.579999983,yes,no,yes,no,16948,37.83152008,secondary
WV,1995,17421,0.021640548,0.579999983,yes,no,yes,no,17441,37.97182083,secondary
WV,1996,17693,0.019668795,0.579999983,yes,no,yes,no,18116,38.2092247,secondary
WV,1997,18324,0.020792404,0.579999983,yes,no,yes,no,18724,38.43574524,secondary
WY,1983,5059,0.034196481,NA,no,no,no,no,12352,31.14063644,no
WY,1984,5127,0.030622195,NA,no,no,no,no,12983,31.43331909,no
WY,1985,5401,0.028142937,NA,no,no,no,no,13669,31.7466507,no
WY,1986,5373,0.031267449,NA,no,no,no,no,13455,32.00455475,no
WY,1987,5349,0.024116658,NA,yes,no,no,no,13582,32.39461899,no
WY,1988,5658,0.027394839,NA,yes,no,yes,no,14317,32.88244247,no
WY,1989,5750,0.022086956,NA,yes,no,yes,no,15535,33.30503464,secondary
WY,1990,5833,0.021429796,0.25999999,yes,no,yes,no,17174,33.54692078,secondary
WY,1991,5998,0.020340113,0.660000026,yes,no,yes,no,18348,33.71205902,secondary
WY,1992,6217,0.018980216,0.660000026,yes,no,yes,no,18704,33.96466827,secondary
WY,1993,6770,0.017725259,0.670000017,yes,no,yes,no,19535,34.21438217,secondary
WY,1994,6689,0.021527881,0.699999988,yes,no,yes,no,19865,34.45578003,secondary
WY,1995,7044,0.024134016,0.709999979,yes,yes,yes,no,20685,34.76661301,secondary
WY,1996,7360,0.019429348,0.720000029,yes,yes,yes,no,21524,35.07434845,secondary
WY,1997,7576,0.018083422,0.75,yes,yes,yes,no,22596,35.38646317,secondary
