,index,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released_x,Actors,Year,Genre_x,Awards,Runtime,Type,Poster,imdbVotes,Error,Month,Week,English,USA,rating,title,Released_y,Movie,Genre_y,Budget,Revenue,Trailer,Adj_Revenue,Adj_Budget
961,84805.0,An unemployed actor with a reputation for being difficult disguises himself as a woman to get a role in a soap opera.,R,True,English,Tootsie,USA,"Larry Gelbart (screenplay), Murray Schisgal (screenplay), Don McGuire (story), Larry Gelbart (story)",8.7,7.4,Sydney Pollack,1982-12-17,"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman",1982,"Comedy, Drama, Romance",Won 1 Oscar. Another 30 wins & 23 nominations.,116.0,movie,http://ia.media-imdb.com/images/M/MV5BMTcxNTQ0ODE0OV5BMl5BanBnXkFtZTcwNzc1Mjk3OA@@._V1_SX300.jpg,63548.0,,12.0,50.0,1,1,1.0,Tootsie,1982-12-17,Tootsie,Comedy,15000000.0,177200000.0,,439553713.6797455,37208271.47401909
962,416449.0,King Leonidas and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,R,True,English,300,USA,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Michael Gordon (screenplay), Frank Miller (graphic novel), Lynn Varley (graphic novel)",5.1,7.8,Zack Snyder,2007-03-09,"Gerard Butler, Lena Headey, Dominic West, David Wenham",2007,"Action, Fantasy, History",9 wins & 28 nominations.,117.0,movie,http://ia.media-imdb.com/images/M/MV5BMjAzNTkzNjcxNl5BMl5BanBnXkFtZTYwNDA4NjE3._V1_SX300.jpg,450693.0,,3.0,10.0,1,1,0.0,300,2007-03-09,300,Action,60000000.0,210614939.0,,243390858.781539,69337206.54493716
963,69495.0,The accidental mix up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.,G,True,English,"What's Up, Doc?",USA,"Buck Henry (screenplay), David Newman (screenplay), Robert Benton (screenplay), Peter Bogdanovich (story)",,7.8,Peter Bogdanovich,1972-03-10,"Barbra Streisand, Ryan O'Neal, Madeline Kahn, Kenneth Mars",1972,"Comedy, Romance",Nominated for 1 Golden Globe. Another 1 win.,94.0,movie,http://ia.media-imdb.com/images/M/MV5BMjY3ODk5Nzg1MV5BMl5BanBnXkFtZTYwOTA0NDk5._V1_SX300.jpg,11683.0,,3.0,10.0,1,1,2.0,What&#39;s up Doc,1972-03-10,"What's Up, Doc?",Comedy,,57142740.0,,325221439.6554745,
964,1335975.0,A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,PG-13,True,"English, Japanese",47 Ronin,USA,"Chris Morgan (screenplay), Hossein Amini (screenplay), Chris Morgan (screen story by), Walter Hamada (screen story by)",2.9,6.6,Carl Rinsch,2013-12-25,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano",2013,"Action, Adventure, Fantasy",1 nomination.,118.0,movie,http://ia.media-imdb.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg,25735.0,,12.0,52.0,0,1,2.0,47 Ronin,2013-12-25,47 Ronin,Action,175000000.0,38362475.0,Play,38968198.28947368,177763157.89473686
965,74937.0,Five famous literary detective characters and their sidekicks are invited to a bizarre mansion to solve an even stranger mystery.,PG,True,English,Murder by Death,USA,Neil Simon,,7.5,Robert Moore,1976-06-23,"Eileen Brennan, Truman Capote, James Coco, Peter Falk",1976,"Comedy, Mystery, Thriller",Nominated for 1 Golden Globe. Another 1 nomination.,94.0,movie,http://ia.media-imdb.com/images/M/MV5BMTY1MzU3OTg5Ml5BMl5BanBnXkFtZTcwODIwNTUyMQ@@._V1_SX300.jpg,19518.0,,6.0,26.0,1,1,3.0,Murder by Death,1976-01-01,Murder by Death,Comedy,,32511047.0,,136777950.90021583,
966,1182345.0,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",R,True,"English, Spanish",Moon,UK,"Duncan Jones (story), Nathan Parker",6.7,8.0,Duncan Jones,2009-07-17,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",2009,"Drama, Sci-Fi",Won 1 BAFTA Film Award. Another 21 wins & 20 nominations.,97.0,movie,http://ia.media-imdb.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX300.jpg,186219.0,,7.0,29.0,0,0,1.0,Moon,2009-06-12,Moon,Thriller/Suspense,5000000.0,5010163.0,,5550538.205424759,5539279.0667935945
967,454931.0,"An epileptic girl suffers a breakdown during her first year at university, then decides to seek help from a priest in battling the troubles associated with her strict upbringing.",,True,German,Requiem,Germany,Bernd Lange,8.2,7.0,Hans-Christian Schmid,2006-03-02,"Sandra Hüller, Burghart Klaußner, Imogen Kogge, Anna Blomeier",2006,Drama,16 wins & 13 nominations.,89.0,movie,http://ia.media-imdb.com/images/M/MV5BMTMwMTg0MTczNV5BMl5BanBnXkFtZTcwNzEzNjgzMQ@@._V1_SX300.jpg,4369.0,,3.0,9.0,0,0,3.0,Requiem,2006-10-20,Requiem,,,9600.0,,11324.223903177004,
968,120643.0,Five unmarried sisters make the most of their simple existence in rural Ireland in the 1930s.,PG,True,English,Dancing at Lughnasa,"Ireland, UK, USA","Brian Friel (play), Frank McGuinness (screenplay), William Butler Yeats (poem)",,6.3,Pat O'Connor,1998-11-13,"Gerard McSorley, Meryl Streep, Michael Gambon, Catherine McCormack",1998,Drama,2 wins & 7 nominations.,95.0,movie,http://ia.media-imdb.com/images/M/MV5BMTU1MjQyNDc0OF5BMl5BanBnXkFtZTcwODY1NzcyMQ@@._V1_SX300.jpg,2488.0,,11.0,46.0,1,0,3.0,Dancing at Lughnasa,1998-11-13,Dancing at Lughnasa,Drama,,2361632.0,,3418462.32,
969,80569.0,A police detective goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.,R,True,English,Cruising,"USA, West Germany","William Friedkin, Gerald Walker (novel)",,6.3,William Friedkin,1980-02-15,"Al Pacino, Paul Sorvino, Karen Allen, Richard Cox",1980,"Crime, Drama, Mystery",4 nominations.,102.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI1NTA2MjI2OV5BMl5BanBnXkFtZTcwODEzODA1MQ@@._V1_SX300.jpg,10037.0,,2.0,7.0,1,0,0.0,Cruising,1980-01-01,Cruising,,,19784223.0,,59483885.69753214,
970,2051879.0,An international crew of astronauts undertakes a privately funded mission to search for life on Jupiter's fourth largest moon.,PG-13,True,"English, Russian, Chinese",Europa Report,USA,Philip Gelatt (screenplay),6.8,6.5,Sebastián Cordero,2013-06-27,"Daniel Wu, Sharlto Copley, Christian Camargo, Karolina Wydra",2013,"Sci-Fi, Thriller",1 nomination.,90.0,movie,http://ia.media-imdb.com/images/M/MV5BMjA2OTk5ODkxMl5BMl5BanBnXkFtZTcwODc4MDk0OQ@@._V1_SX300.jpg,28168.0,,6.0,26.0,0,1,3.0,Europa Report,2013-08-02,Europa Report,Thriller/Suspense,,125687.0,,127671.53157894737,
971,494238.0,"A young girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all, with the help of her father, her aunt, and a storybook's hero.",PG,True,English,Inkheart,"Germany, UK, USA","David Lindsay-Abaire (screenplay), Cornelia Funke (novel)",,6.1,Iain Softley,2009-01-23,"Brendan Fraser, Sienna Guillory, Eliza Bennett, Richard Strange",2009,"Adventure, Family, Fantasy",N/A,106.0,movie,http://ia.media-imdb.com/images/M/MV5BMTg5NTc2MDEwN15BMl5BanBnXkFtZTcwMTA5ODQ5MQ@@._V1_SX300.jpg,47563.0,,1.0,4.0,1,0,3.0,Inkheart,2009-01-23,Inkheart,Adventure,60000000.0,17303424.0,,19169698.869410776,66471348.801523134
972,2528814.0,"College student Josh Wheaton's faith is challenged by his philosophy professor, who believes God does not exist.",PG,True,English,God's Not Dead,USA,"Hunter Dennis (story), Chuck Konzelman (story), Chuck Konzelman, Cary Solomon (story), Cary Solomon",,4.6,Harold Cronk,2014-03-21,"Willie Robertson, David A.R. White, Shane Harper, Kevin Sorbo",2014,"Drama, Fantasy",N/A,113.0,movie,http://ia.media-imdb.com/images/M/MV5BMjEwNDQ3MzYyOV5BMl5BanBnXkFtZTgwNDE0ODM3MDE@._V1_SX300.jpg,2301.0,,3.0,12.0,1,1,1.0,God&#39;s Not Dead,2014-03-21,God's Not Dead,Drama,,24795584.0,Play,24795584.0,
973,436697.0,"After the death of Princess Diana, HM Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.",PG-13,True,"English, German, French",The Queen,"UK, USA, France, Italy",Peter Morgan,9.1,7.4,Stephen Frears,2006-09-15,"Helen Mirren, James Cromwell, Alex Jennings, Roger Allam",2006,"Biography, Drama",Won 1 Oscar. Another 64 wins & 59 nominations.,103.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQ3NTMxODg1Ml5BMl5BanBnXkFtZTcwMjEyMjczMQ@@._V1_SX300.jpg,69213.0,,9.0,37.0,0,0,3.0,"Queen, The",2006-09-30,The Queen,Drama,15000000.0,56441711.0,,66579018.00441755,17694099.84871407
974,181739.0,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",PG,True,English,Osmosis Jones,USA,Marc Hyman,5.7,6.2,"Bobby Farrelly, Peter Farrelly",2001-08-10,"Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood",2001,"Animation, Action, Adventure",1 win & 7 nominations.,95.0,movie,http://ia.media-imdb.com/images/M/MV5BMTk5NTg2NzM0OV5BMl5BanBnXkFtZTYwNTk5Mjg5._V1_SX300.jpg,20139.0,,8.0,32.0,1,1,3.0,Osmosis Jones,2001-08-10,Osmosis Jones,Comedy,70000000.0,13596911.0,,18164106.416196458,93512964.02055967
975,1853728.0,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",R,True,"English, German, French",Django Unchained,USA,Quentin Tarantino,8.1,8.5,Quentin Tarantino,2012-12-25,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",2012,"Adventure, Drama, Western",Won 2 Oscars. Another 36 wins & 58 nominations.,165.0,movie,http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg,568931.0,,12.0,52.0,0,1,1.0,Django Unchained,2012-12-25,Django Unchained,Western,100000000.0,162805434.0,Play,168013570.24482828,103198994.11025082
976,210616.0,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,PG-13,True,English,Center Stage,USA,Carol Heikkinen,5.2,6.6,Nicholas Hytner,2000-05-12,"Amanda Schull, Christine Dunham, Stephen Stout, Maryann Plunkett",2000,"Drama, Music",1 win.,115.0,movie,http://ia.media-imdb.com/images/M/MV5BODk2MjYwNDQ4MV5BMl5BanBnXkFtZTYwNzc1NDY2._V1_SX300.jpg,13065.0,,5.0,19.0,1,1,3.0,Center Stage,2000-05-12,Center Stage,Drama,18000000.0,17200925.0,,23836324.480450235,24943649.289099522
977,119361.0,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.",R,True,"English, American Sign Language",In the Company of Men,"Canada, USA",Neil LaBute,8.1,7.3,Neil LaBute,1997-08-01,"Aaron Eckhart, Stacy Edwards, Matt Malloy, Michael Martin",1997,"Comedy, Drama",12 wins & 7 nominations.,97.0,movie,http://ia.media-imdb.com/images/M/MV5BMTA1NjYzMDg4NzheQTJeQWpwZ15BbWU3MDA3NTc5MzE@._V1_SX300.jpg,10387.0,,8.0,31.0,0,0,1.0,In the Company of Men,1997-08-01,In the Company of Men,Drama,25000.0,2883661.0,,4239688.5385040855,36756.1282212445
978,50083.0,A dissenting juror in a murder trial slowly manages to convince the others that the case is not as obviously clear as it seemed in court.,,True,English,12 Angry Men,USA,Reginald Rose (story),,8.9,Sidney Lumet,1957-04-01,"Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall",1957,Drama,Nominated for 3 Oscars. Another 16 wins & 6 nominations.,96.0,movie,http://ia.media-imdb.com/images/M/MV5BODQwOTc5MDM2N15BMl5BanBnXkFtZTcwODQxNTEzNA@@._V1_SX300.jpg,294746.0,,4.0,14.0,1,1,0.0,12 Angry Men,1957-04-13,12 Angry Men,Drama,340000.0,0.0,,0.0,2881573.913043478
979,385752.0,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",PG-13,True,"English, Icelandic, Russian, French",The Golden Compass,"USA, UK","Chris Weitz (screenplay), Philip Pullman (novel)",5.1,6.1,Chris Weitz,2007-12-07,"Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker",2007,"Adventure, Family, Fantasy",Won 1 Oscar. Another 3 wins & 26 nominations.,113.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_SX300.jpg,122839.0,,12.0,49.0,0,0,3.0,"Golden Compass, The",2007-12-01,The Golden Compass,Adventure,205000000.0,70107728.0,,81017900.27887124,236902122.36186862
980,410377.0,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,PG,True,English,Nim's Island,USA,"Joseph Kwong (screenplay), Paula Mazur (screenplay), Mark Levin (screenplay), Jennifer Flackett (screenplay), Wendy Orr (novel)",5.5,6.0,"Jennifer Flackett, Mark Levin",2008-04-04,"Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman",2008,"Adventure, Comedy, Family",3 nominations.,96.0,movie,http://ia.media-imdb.com/images/M/MV5BMTA0OTk0NjIwMDleQTJeQWpwZ15BbWU3MDg3NjM0NTE@._V1_SX300.jpg,23612.0,,4.0,14.0,1,1,3.0,Nim&#39;s Island,2008-04-04,Nim's Island,Adventure,37000000.0,48006762.0,,53200444.09698693,41002899.37464468
981,115857.0,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,PG-13,True,English,Chain Reaction,USA,"Arne Schmidt (story), Rick Seaman (story), Josh Friedman (story), J.F. Lawton (screenplay), Michael Bortman (screenplay)",,5.5,Andrew Davis,1996-08-02,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward",1996,"Action, Drama, Sci-Fi",1 nomination.,107.0,movie,http://ia.media-imdb.com/images/M/MV5BMTU5NTQ2NTUzOF5BMl5BanBnXkFtZTcwMDg1OTgxMQ@@._V1_SX300.jpg,33890.0,,8.0,31.0,1,1,1.0,Chain Reaction,1996-08-02,Chain Reaction,Action,55000000.0,21226204.0,,32157699.06,83325000.0
982,1142988.0,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ...,R,True,English,The Ugly Truth,USA,"Nicole Eastman (screenplay), Karen McCullah (screenplay), Kirsten Smith (screenplay), Nicole Eastman (story)",2.8,6.5,Robert Luketic,2009-07-24,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",2009,"Comedy, Romance",1 win & 4 nominations.,96.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_SX300.jpg,117119.0,,7.0,30.0,1,1,2.0,"Ugly Truth, The",2009-07-24,The Ugly Truth,Romantic Comedy,38000000.0,88915214.0,Play,98505236.72593455,42098520.907631315
983,1657507.0,"A young woman, after witnessing her parents' murder as a child in Bogota, grows up to be a stone-cold assassin.",PG-13,True,"English, Spanish",Colombiana,France,"Luc Besson (screenplay), Robert Mark Kamen (screenplay)",4.5,6.4,Olivier Megaton,2011-08-26,"Zoe Saldana, Jordi Mollà, Lennie James, Amandla Stenberg",2011,"Action, Crime, Drama",2 wins & 4 nominations.,108.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg,60079.0,,8.0,34.0,0,0,1.0,Colombiana,2011-08-26,Colombiana,Thriller/Suspense,40000000.0,36665854.0,Play,38945659.192109816,42487115.33309418
984,1441951.0,"At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and the former wife of one of the residents.",PG-13,True,"English, Polish",Quartet,UK,"Ronald Harwood (play), Ronald Harwood (screenplay)",6.4,6.8,Dustin Hoffman,2013-03-01,"Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins",2013,"Comedy, Drama",Nominated for 1 Golden Globe. Another 3 wins & 3 nominations.,98.0,movie,http://ia.media-imdb.com/images/M/MV5BMTc2MTI0MzI5Ml5BMl5BanBnXkFtZTcwNzkzNjQ4OA@@._V1_SX300.jpg,10522.0,,3.0,9.0,0,0,3.0,Quartet,2013-01-11,Quartet,Comedy,,18388357.0,,18678699.478947368,
985,238924.0,"A group of Catholic school friends, after being caught drawing an obscene comic book, plan a heist that will outdo their previous prank and make them local legends.",R,True,English,The Dangerous Lives of Altar Boys,USA,"Chris Fuhrman (book), Jeff Stockwell (screenplay), Michael Petroni (screenplay)",6.9,7.1,Peter Care,2002-05-17,"Emile Hirsch, Kieran Culkin, Vincent D'Onofrio, Jena Malone",2002,"Comedy, Drama",2 wins.,104.0,movie,http://ia.media-imdb.com/images/M/MV5BMTY4NTkyNDA4OF5BMl5BanBnXkFtZTYwNzA2NjA5._V1_SX300.jpg,11026.0,,5.0,20.0,1,1,1.0,"Dangerous Lives of Altar Boys, The",2002-06-14,The Dangerous Lives of Altar Boys,Drama,12000000.0,1779284.0,,2350101.6157199326,15849757.199322417
986,281373.0,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",PG,True,English,Snow Dogs,"Canada, USA","Jim Kouf (screenplay), Tommy Swerdlow (screenplay), Michael Goldberg (screenplay), Mark Gibson (screenplay), Philip Halprin (screenplay), Gary Paulsen (book)",2.9,5.1,Brian Levant,2002-01-18,"Cuba Gooding Jr., James Coburn, Sisqó, Nichelle Nichols",2002,"Adventure, Comedy, Family",1 win.,99.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI0NzU5MTk1Ml5BMl5BanBnXkFtZTYwOTc4OTc2._V1_SX300.jpg,15700.0,,1.0,3.0,1,0,1.0,Snow Dogs,2002-01-18,Snow Dogs,Comedy,32000000.0,81150692.0,,107184897.06308301,42266019.19819311
987,1772341.0,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",PG,True,English,Wreck-It Ralph,USA,"Rich Moore (story), Phil Johnston (story), Jim Reardon (story), Phil Johnston (screenplay), Jennifer Lee (screenplay), John C. Reilly (additional story material), Sam J. Levine (additional story material), Jared Stern (additional story material)",7.2,7.8,Rich Moore,2012-11-02,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch",2012,"Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 19 wins & 20 nominations.,108.0,movie,http://ia.media-imdb.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg,167471.0,,11.0,44.0,1,1,3.0,Wreck-It Ralph,2012-11-02,Wreck-It Ralph,Adventure,165000000.0,189412677.0,Play,195471977.3812984,170278340.28191385
988,107290.0,"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.",PG-13,True,"English, Spanish",Jurassic Park,USA,"Michael Crichton (novel), Michael Crichton (screenplay), David Koepp (screenplay)",6.8,8.0,Steven Spielberg,1993-06-11,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",1993,"Adventure, Sci-Fi",Won 3 Oscars. Another 21 wins & 16 nominations.,127.0,movie,http://ia.media-imdb.com/images/M/MV5BMjQzODQyMzk2Nl5BMl5BanBnXkFtZTcwNTg4MjQ3OA@@._V1_SX300.jpg,373499.0,,6.0,23.0,0,1,3.0,Jurassic Park,1993-06-11,Jurassic Park,Action,63000000.0,395708305.0,Play,649105917.7586255,103342973.35203366
989,443543.0,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",PG-13,True,English,The Illusionist,"USA, Czech Republic","Neil Burger (screenplay), Steven Millhauser (short story ""Eisenheim the Illusionist"")",6.8,7.6,Neil Burger,2006-09-01,"Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell",2006,"Drama, Mystery, Romance",Nominated for 1 Oscar. Another 6 wins & 8 nominations.,110.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM1MjQyMDkzN15BMl5BanBnXkFtZTcwNzAyNTQzMQ@@._V1_SX300.jpg,225088.0,,9.0,35.0,1,0,0.0,"Illusionist, The",2006-08-18,The Illusionist,Drama,16500000.0,39868642.0,,47029315.49204236,19463509.83358548
990,1385826.0,The affair between a politician and a ballerina is affected by mysterious forces keeping the lovers apart.,PG-13,True,English,The Adjustment Bureau,USA,"George Nolfi (screenplay), Philip K. Dick (short story ""Adjustment Team"")",6.0,7.1,George Nolfi,2011-03-04,"Matt Damon, Emily Blunt, Michael Kelly, Anthony Mackie",2011,"Fantasy, Romance, Thriller",1 win & 7 nominations.,106.0,movie,http://ia.media-imdb.com/images/M/MV5BMTU3ODg3MDAxMl5BMl5BanBnXkFtZTcwMjc0MDMzNA@@._V1_SX300.jpg,160323.0,,3.0,9.0,1,1,3.0,"Adjustment Bureau, The",2011-03-04,The Adjustment Bureau,Thriller/Suspense,50200000.0,62495645.0,Play,66381491.923277766,53321329.7430332
991,808151.0,Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.,PG-13,True,"English, Italian, Latin, French, Swiss German, German, Chinese",Angels & Demons,"USA, Italy","David Koepp (screenplay), Akiva Goldsman (screenplay), Dan Brown (novel)",4.8,6.7,Ron Howard,2009-05-15,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård",2009,"Mystery, Thriller",1 win & 5 nominations.,138.0,movie,http://ia.media-imdb.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,156166.0,,5.0,20.0,0,0,0.0,Angels &amp; Demons,2009-05-15,Angels & Demons,Thriller/Suspense,150000000.0,133375846.0,,147761206.35273722,166178372.00380784
992,117731.0,Captain Picard and his crew pursue the Borg back in time to stop them from preventing Earth's first contact with an alien species. They also make sure that Zefram Cochrane makes his famous maiden flight at warp speed.,PG-13,True,English,Star Trek: First Contact,USA,"Gene Roddenberry (television series Star Trek), Rick Berman (story), Brannon Braga (story), Ronald D. Moore (story), Brannon Braga (screenplay), Ronald D. Moore (screenplay)",7.1,7.6,Jonathan Frakes,1996-11-22,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",1996,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 4 wins & 12 nominations.,111.0,movie,http://ia.media-imdb.com/images/M/MV5BMTg4OTYwODY4MF5BMl5BanBnXkFtZTgwNTg2NjIyMDE@._V1_SX300.jpg,83055.0,,11.0,47.0,1,1,3.0,Star Trek: First Contact,1996-11-22,Star Trek: First Contact,Adventure,46000000.0,92027888.0,,139422250.32,69690000.0
993,251127.0,"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days. Andie Anderson covers the ""How To"" beat for ""Composure"" magazine and is assigned to write an article on ""How to Lose a Guy in 10 days."" They meet in a bar shortly after the bet is made.",PG-13,True,English,How to Lose a Guy in 10 Days,"USA, Germany","Michele Alexander (book), Jeannie Long (book), Kristen Buckley (screenplay), Brian Regan (screenplay), Burr Steers (screenplay)",4.5,6.3,Donald Petrie,2003-02-07,"Kate Hudson, Matthew McConaughey, Kathryn Hahn, Annie Parisse",2003,"Comedy, Romance",1 win & 7 nominations.,116.0,movie,http://ia.media-imdb.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_SX300.jpg,107498.0,,2.0,6.0,1,0,2.0,How to Lose a Guy in 10 Days,2003-02-07,How to Lose a Guy in 10 Days,Romantic Comedy,50000000.0,105807520.0,,136213934.22300497,64368739.68079252
994,65377.0,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",G,True,"English, Italian",Airport,USA,"Arthur Hailey (from the novel by), George Seaton (written for the screen by)",,6.6,"George Seaton, Henry Hathaway",1970-03-05,"Burt Lancaster, Dean Martin, Jean Seberg, Jacqueline Bisset",1970,"Drama, Thriller",Won 1 Oscar. Another 5 wins & 17 nominations.,137.0,movie,http://ia.media-imdb.com/images/M/MV5BMTMyODIyNjk1OF5BMl5BanBnXkFtZTcwODQ0MDQyMQ@@._V1_SX300.jpg,10715.0,,3.0,10.0,0,1,3.0,Airport,1970-01-01,Airport,Thriller/Suspense,,100489150.0,,621852381.2539684,
995,114214.0,Lady avenger returns to western town owned by a ruthless gunslinger hosting an elimination tournament.,R,True,"English, Spanish",The Quick and the Dead,"USA, Japan",Simon Moore,4.9,6.4,Sam Raimi,1995-02-10,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio",1995,"Action, Thriller, Western",1 nomination.,107.0,movie,http://ia.media-imdb.com/images/M/MV5BMTcxNTA4MjQ4NF5BMl5BanBnXkFtZTcwMzM2OTkxMQ@@._V1_SX300.jpg,56417.0,,2.0,6.0,0,0,1.0,"Quick and the Dead, The",1995-02-10,The Quick and the Dead,Western,32000000.0,18552460.0,,28873700.82075848,49802475.0499002
996,362270.0,"With a plan to exact revenge on a mythical shark that killed his partner, oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",R,True,"English, Icelandic, Filipino, Portuguese, French, Tagalog, German, Italian",The Life Aquatic with Steve Zissou,USA,"Wes Anderson, Noah Baumbach",6.2,7.3,Wes Anderson,2004-12-25,"Bill Murray, Owen Wilson, Cate Blanchett, Anjelica Huston",2004,"Adventure, Comedy, Drama",4 wins & 9 nominations.,119.0,movie,http://ia.media-imdb.com/images/M/MV5BMTYzODYzNzg2MF5BMl5BanBnXkFtZTcwMTkzOTQzMw@@._V1_SX300.jpg,102399.0,,12.0,52.0,0,1,2.0,"Life Aquatic with Steve Zissou, The",2004-12-10,The Life Aquatic with Steve Zissou,Comedy,50000000.0,24006726.0,,30321583.795982722,63152267.81857452
997,1206543.0,"When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.",R,True,English,Out of the Furnace,"USA, UK","Brad Ingelsby, Scott Cooper",6.3,6.9,Scott Cooper,2013-12-06,"Woody Harrelson, Dendrie Taylor, Carl Ciarfalio, Nancy Mosser",2013,"Crime, Drama, Thriller",1 win & 5 nominations.,116.0,movie,http://ia.media-imdb.com/images/M/MV5BMTc2MTQ4MDU4NV5BMl5BanBnXkFtZTgwOTU1ODgzMDE@._V1_SX300.jpg,27035.0,,12.0,49.0,1,0,1.0,Out of the Furnace,2013-12-04,Out of the Furnace,Drama,,11330849.0,Play,11509757.142105265,
