days_to_21,all,felony,misdemeanor,murder,manslaughter,rape,robbery,assault,alcohol,drunk_at_risk,dui
-138,5252,1569,3683,13,2,16,90,428,1370,4,624
-137,5195,1568,3627,11,1,12,76,422,1391,10,652
-136,5279,1591,3688,8,2,12,94,381,1398,1,662
-135,5291,1540,3751,10,2,8,82,426,1459,3,696
-134,5330,1504,3826,7,1,15,75,402,1513,1,701
-133,5156,1499,3657,7,2,8,74,403,1385,4,641
-132,5172,1496,3676,10,3,14,86,390,1358,3,650
-131,5285,1534,3751,10,0,7,92,417,1433,3,678
-130,5245,1509,3736,5,3,17,97,457,1423,6,681
-129,5317,1522,3795,4,0,8,71,457,1461,3,700
-128,5306,1566,3740,6,2,6,103,415,1417,6,698
-127,5460,1663,3797,11,5,5,83,403,1427,2,654
-126,5133,1576,3557,9,1,10,87,405,1399,2,662
-125,5255,1573,3682,15,1,14,85,431,1371,5,637
-124,5233,1557,3676,12,0,8,93,423,1402,5,690
-123,5366,1594,3772,10,1,12,96,420,1437,4,671
-122,5171,1538,3633,11,2,12,74,416,1407,4,659
-121,5292,1557,3735,12,1,14,109,410,1471,5,732
-120,5183,1560,3623,7,1,5,93,414,1369,6,628
-119,5174,1508,3666,5,3,9,93,423,1443,4,702
-118,5214,1574,3640,11,2,9,110,426,1362,2,652
-117,5321,1523,3798,10,3,10,80,418,1422,1,702
-116,5198,1515,3683,10,2,13,88,392,1409,3,665
-115,5255,1589,3666,11,3,12,98,412,1449,3,691
-114,5318,1549,3769,19,2,19,76,385,1463,2,710
-113,5306,1523,3783,12,2,9,72,402,1510,3,721
-112,5242,1542,3700,8,0,11,90,427,1433,2,717
-111,5208,1529,3679,10,0,8,84,407,1416,3,654
-110,5156,1596,3560,9,1,17,95,419,1366,4,633
-109,5132,1546,3586,16,2,9,92,424,1267,2,622
-108,5273,1558,3715,8,2,16,101,425,1425,5,680
-107,5196,1533,3663,8,1,11,91,410,1407,1,654
-106,5294,1590,3704,13,1,13,85,417,1474,3,712
-105,5214,1482,3732,8,2,16,92,396,1428,3,685
-104,5290,1561,3729,5,0,6,99,379,1401,6,710
-103,5254,1600,3654,5,0,15,101,442,1382,8,658
-102,5158,1532,3626,11,0,9,80,418,1402,6,625
-101,5338,1580,3758,13,3,7,81,381,1449,8,720
-100,5209,1515,3694,13,2,12,97,420,1406,7,647
-99,5397,1600,3797,8,1,15,85,470,1457,2,703
-98,5214,1550,3664,12,3,5,99,411,1375,4,653
-97,5232,1585,3647,14,3,8,102,406,1408,2,695
-96,5295,1538,3757,14,1,17,83,430,1418,3,705
-95,5226,1507,3719,5,1,15,91,418,1456,4,697
-94,5300,1539,3761,13,1,11,72,410,1434,3,687
-93,5285,1569,3716,14,2,16,94,419,1415,4,651
-92,5320,1533,3787,8,0,11,95,419,1432,6,744
-91,5294,1574,3720,12,1,10,96,405,1429,9,666
-90,5289,1618,3671,14,4,11,83,409,1441,4,717
-89,5327,1599,3728,14,1,14,93,440,1429,7,679
-88,5353,1579,3774,11,2,10,88,444,1365,4,675
-87,5161,1559,3602,15,2,13,84,430,1386,8,672
-86,5274,1518,3756,12,1,10,88,431,1382,3,640
-85,5239,1537,3702,11,2,13,105,409,1466,5,714
-84,5192,1544,3648,12,0,17,77,421,1433,2,700
-83,5119,1569,3550,12,3,11,91,422,1362,8,669
-82,5281,1613,3668,15,0,11,79,434,1407,3,655
-81,5335,1528,3807,6,1,10,74,399,1489,5,677
-80,5298,1562,3736,11,1,8,90,438,1455,4,694
-79,5242,1563,3679,13,1,17,91,400,1395,1,699
-78,5337,1633,3704,7,1,16,87,418,1421,5,655
-77,5370,1617,3753,15,2,8,89,470,1476,2,718
-76,5066,1453,3613,14,3,12,74,419,1377,5,654
-75,5166,1521,3645,7,2,13,87,399,1392,2,649
-74,5195,1569,3626,9,1,7,92,391,1406,5,682
-73,5273,1549,3724,19,0,8,88,447,1470,8,713
-72,5245,1526,3719,7,0,8,101,379,1502,3,728
-71,5346,1561,3785,16,0,13,104,395,1497,7,710
-70,5310,1518,3792,14,1,13,89,380,1507,5,717
-69,5231,1534,3697,9,3,9,70,402,1452,2,700
-68,5226,1584,3642,14,3,18,80,397,1384,2,671
-67,5283,1583,3700,11,1,9,98,406,1434,0,686
-66,5309,1613,3696,15,1,18,90,413,1424,2,710
-65,5261,1607,3654,5,1,19,102,440,1446,3,714
-64,5255,1557,3698,11,0,12,86,417,1417,4,677
-63,5175,1527,3648,8,3,13,81,438,1358,4,691
-62,5250,1533,3717,8,5,15,90,447,1365,4,727
-61,5273,1579,3694,12,0,8,92,442,1419,2,669
-60,5206,1527,3679,10,1,15,82,416,1419,2,686
-59,5377,1612,3765,16,1,6,101,469,1402,4,665
-58,5273,1508,3765,13,1,14,101,448,1441,3,689
-57,5251,1571,3680,11,1,14,80,426,1490,2,709
-56,5295,1570,3725,14,0,5,89,424,1451,2,715
-55,5281,1645,3636,12,0,21,104,427,1395,4,706
-54,5301,1550,3751,18,1,9,89,413,1493,3,728
-53,5281,1516,3765,12,1,9,85,419,1474,2,705
-52,5434,1550,3884,8,3,9,99,412,1507,5,735
-51,5253,1470,3783,10,1,12,82,433,1484,2,715
-50,5190,1484,3706,13,1,12,85,396,1450,0,735
-49,5131,1471,3660,7,0,13,65,407,1412,5,677
-48,5170,1626,3544,11,1,18,92,434,1364,3,673
-47,5089,1572,3517,16,0,11,90,387,1349,3,618
-46,5290,1600,3690,15,0,13,84,447,1426,2,667
-45,5248,1616,3632,7,2,9,102,429,1399,6,686
-44,5260,1580,3680,11,1,16,89,422,1447,2,686
-43,5294,1565,3729,9,3,11,93,407,1422,7,701
-42,5213,1613,3600,10,1,12,93,427,1399,5,689
-41,5279,1590,3689,8,1,4,84,439,1433,5,708
-40,5322,1567,3755,14,0,11,91,415,1402,5,672
-39,5256,1526,3730,9,1,18,96,435,1458,2,717
-38,5382,1605,3777,5,3,15,89,417,1472,8,747
-37,5301,1487,3814,7,0,8,90,414,1448,6,726
-36,5325,1535,3790,13,1,8,90,403,1427,8,691
-35,5249,1561,3688,12,0,12,94,397,1378,3,662
-34,5263,1572,3691,11,4,15,95,462,1463,1,697
-33,5333,1580,3753,7,2,14,87,417,1451,0,698
-32,5274,1562,3712,14,2,14,91,406,1425,2,682
-31,5282,1615,3667,11,2,11,76,435,1433,2,702
-30,5145,1465,3680,10,0,7,88,420,1433,2,708
-29,5253,1541,3712,8,3,13,95,429,1442,6,687
-28,5309,1560,3749,12,3,8,85,414,1475,8,719
-27,5091,1546,3545,13,0,13,81,437,1361,3,659
-26,5420,1546,3874,10,1,9,83,437,1433,4,701
-25,5272,1575,3697,13,1,8,103,428,1452,6,704
-24,5299,1601,3698,14,1,15,91,455,1454,4,739
-23,5273,1573,3700,11,1,10,85,397,1420,4,654
-22,5133,1483,3650,11,0,7,99,422,1443,6,717
-21,5363,1551,3812,9,1,13,89,435,1468,1,733
-20,5274,1519,3755,12,5,9,79,387,1463,4,730
-19,5259,1557,3702,7,1,10,93,433,1438,5,676
-18,5174,1491,3683,7,0,8,79,402,1466,3,703
-17,5409,1572,3837,9,0,10,79,454,1534,2,744
-16,5239,1574,3665,11,1,8,90,427,1418,6,689
-15,5198,1555,3643,7,3,15,82,432,1435,2,722
-14,5249,1631,3618,11,0,12,83,471,1373,2,664
-13,5295,1612,3683,16,2,15,79,455,1342,2,675
-12,5232,1546,3686,12,1,12,92,447,1403,3,706
-11,5275,1542,3733,10,1,18,87,430,1436,11,703
-10,5228,1559,3669,8,3,11,89,393,1409,5,668
-9,5323,1481,3842,6,1,11,79,430,1499,3,759
-8,5294,1572,3722,9,0,12,87,409,1436,5,723
-7,5371,1580,3791,9,1,11,80,443,1468,6,747
-6,5306,1552,3754,11,2,15,75,439,1460,6,695
-5,5230,1555,3675,8,0,16,88,437,1394,4,716
-4,5439,1607,3832,15,2,15,78,448,1492,6,761
-3,5316,1572,3744,8,1,11,80,442,1450,10,707
-2,5301,1518,3783,14,2,23,86,426,1424,3,715
-1,5290,1562,3728,13,2,9,90,423,1371,5,705
0,7652,1898,5754,16,2,8,111,674,2725,13,1376
1,7850,1791,6059,16,0,17,90,672,3200,24,1651
2,5673,1651,4022,10,2,13,98,459,1605,8,912
3,5692,1629,4063,11,1,14,89,479,1585,9,910
4,5626,1549,4077,7,1,16,87,501,1560,4,936
5,5644,1551,4093,9,1,12,86,433,1630,4,977
6,5443,1589,3854,10,3,14,97,460,1529,11,909
7,5628,1657,3971,9,0,15,100,473,1515,5,903
8,5687,1569,4118,16,0,16,106,472,1580,5,944
9,5711,1624,4087,13,3,11,93,491,1538,4,943
10,5599,1654,3945,10,1,13,117,466,1479,7,876
11,5639,1675,3964,11,2,13,99,501,1496,3,910
12,5560,1553,4007,8,2,12,88,491,1565,3,961
13,5606,1569,4037,14,1,12,96,466,1549,8,937
14,5542,1561,3981,11,1,14,100,445,1527,6,893
15,5473,1560,3913,15,0,12,88,458,1507,2,903
16,5701,1639,4062,11,1,12,86,459,1566,8,914
17,5652,1639,4013,7,1,14,94,463,1505,7,924
18,5423,1563,3860,7,0,13,85,448,1536,7,886
19,5559,1533,4026,8,1,9,103,470,1531,1,928
20,5624,1598,4026,15,1,12,101,479,1527,4,937
21,5567,1582,3985,11,2,9,83,442,1512,4,873
22,5489,1591,3898,12,1,10,100,442,1479,5,867
23,5415,1555,3860,10,3,12,89,454,1432,3,852
24,5646,1652,3994,9,0,15,92,454,1555,7,947
25,5519,1523,3996,7,2,11,86,473,1514,5,895
26,5504,1540,3964,11,1,19,87,455,1464,7,901
27,5505,1571,3934,12,0,10,93,438,1524,7,894
28,5554,1637,3917,8,0,19,98,458,1433,5,854
29,5574,1619,3955,7,1,12,94,521,1497,6,973
30,5406,1558,3848,6,5,11,78,414,1527,1,946
31,5612,1624,3988,8,0,9,88,468,1498,4,908
32,5336,1563,3773,17,2,15,83,492,1446,3,860
33,5650,1663,3987,10,1,15,99,463,1484,8,877
34,5553,1597,3956,12,1,13,111,433,1517,4,916
35,5524,1617,3907,14,1,18,72,454,1462,9,885
36,5554,1639,3915,14,1,15,108,475,1442,5,900
37,5462,1531,3931,13,2,16,89,430,1489,3,895
38,5595,1639,3956,12,1,17,85,430,1572,4,977
39,5503,1566,3937,13,1,14,97,460,1501,1,924
40,5575,1588,3987,8,0,12,81,451,1542,6,948
41,5479,1569,3910,14,4,16,97,460,1499,7,873
42,5422,1530,3892,12,1,16,84,468,1475,3,899
43,5389,1529,3860,9,1,15,90,446,1471,6,884
44,5583,1623,3960,11,3,10,70,471,1466,3,884
45,5448,1528,3920,8,0,15,93,435,1471,5,877
46,5457,1645,3812,14,1,10,102,451,1392,4,824
47,5527,1601,3926,15,1,13,103,444,1511,2,917
48,5421,1545,3876,17,0,8,68,468,1418,4,858
49,5587,1600,3987,4,0,14,85,452,1524,6,928
50,5403,1637,3766,15,1,16,84,518,1402,1,871
51,5551,1620,3931,10,2,15,105,459,1446,3,879
52,5436,1599,3837,13,2,12,98,438,1462,4,888
53,5483,1536,3947,11,2,13,94,451,1499,5,896
54,5489,1577,3912,11,2,11,83,445,1474,3,922
55,5504,1612,3892,9,0,15,75,446,1538,4,933
56,5486,1544,3942,12,2,15,99,425,1439,1,857
57,5417,1597,3820,11,4,11,88,510,1433,5,869
58,5646,1619,4027,9,3,16,106,462,1487,4,893
59,5544,1581,3963,11,1,10,82,424,1503,4,950
60,5334,1555,3779,6,2,15,87,420,1476,7,913
61,5533,1631,3902,7,0,14,99,480,1417,5,891
62,5405,1523,3882,13,1,4,86,396,1508,7,943
63,5484,1547,3937,16,0,10,95,420,1497,5,915
64,5424,1594,3830,12,1,14,81,441,1438,6,874
65,5473,1602,3871,8,0,14,92,421,1460,7,944
66,5412,1557,3855,13,1,8,92,453,1425,4,896
67,5458,1572,3886,15,3,15,96,486,1467,7,897
68,5466,1582,3884,16,2,10,88,410,1448,4,917
69,5444,1614,3830,15,0,12,89,460,1413,9,846
70,5438,1553,3885,10,1,14,77,437,1472,5,934
71,5440,1552,3888,7,1,11,83,446,1451,7,849
72,5260,1554,3706,7,3,15,85,468,1428,7,906
73,5438,1573,3865,6,4,10,78,465,1465,6,926
74,5501,1609,3892,6,2,13,94,440,1439,3,909
75,5479,1535,3944,14,2,13,97,458,1445,7,882
76,5369,1465,3904,11,1,15,78,421,1489,8,916
77,5360,1586,3774,10,2,13,96,474,1456,3,880
78,5294,1536,3758,3,0,16,85,410,1467,3,858
79,5392,1575,3817,9,1,11,101,437,1454,4,885
80,5426,1583,3843,6,2,16,90,422,1439,4,864
81,5457,1587,3870,7,3,10,78,479,1489,8,900
82,5431,1510,3921,13,0,12,69,453,1470,5,922
83,5358,1500,3858,10,2,19,86,420,1473,6,944
84,5550,1605,3945,6,3,7,98,445,1479,7,894
85,5333,1556,3777,16,0,11,68,447,1478,4,929
86,5536,1633,3903,12,2,17,99,463,1459,1,927
87,5435,1579,3856,16,0,19,94,483,1445,3,897
88,5484,1597,3887,10,1,17,81,438,1508,4,934
89,5472,1558,3914,8,2,13,87,476,1421,4,855
90,5362,1589,3773,14,0,9,85,435,1449,7,921
91,5298,1508,3790,17,3,11,78,406,1454,4,872
92,5447,1554,3893,8,2,15,84,436,1493,9,906
93,5423,1574,3849,9,2,16,95,454,1410,9,837
94,5382,1604,3778,7,2,11,99,448,1441,4,895
95,5540,1624,3916,13,0,13,88,486,1519,6,928
96,5675,1646,4029,10,0,15,96,485,1524,0,951
97,5423,1643,3780,10,3,14,87,412,1426,4,888
98,5434,1652,3782,14,2,13,86,460,1412,9,870
99,5385,1573,3812,15,0,14,89,446,1437,8,876
100,5461,1582,3879,7,4,8,94,484,1495,7,934
101,5460,1559,3901,8,2,13,102,456,1487,8,909
102,5440,1625,3815,13,3,11,95,487,1421,6,906
103,5407,1544,3863,3,0,11,104,451,1502,8,927
104,5351,1578,3773,11,2,10,79,469,1421,4,855
105,5536,1545,3991,9,2,9,83,423,1540,4,917
106,5385,1568,3817,14,2,15,92,487,1420,3,872
107,5447,1587,3860,15,5,13,83,379,1480,8,927
108,5345,1539,3806,13,0,12,88,407,1437,7,883
109,5265,1517,3748,11,1,9,78,450,1399,7,863
110,5584,1618,3966,9,1,13,84,445,1516,5,929
111,5329,1494,3835,15,1,9,72,447,1462,4,898
112,5457,1608,3849,14,3,10,101,470,1463,3,895
113,5487,1582,3905,12,1,8,103,465,1458,2,904
114,5440,1601,3839,8,2,16,93,419,1422,8,876
115,5342,1575,3767,11,2,12,104,455,1443,2,895
116,5605,1604,4001,9,3,8,90,450,1544,13,960
117,5283,1571,3712,11,1,8,79,427,1406,5,880
118,5419,1627,3792,10,0,15,114,432,1452,11,871
119,5357,1570,3787,14,1,14,77,458,1401,4,887
120,5412,1549,3863,12,0,17,88,451,1490,8,885
121,5436,1575,3861,11,3,8,81,394,1460,5,891
122,5293,1527,3766,13,2,15,99,484,1357,2,817
123,5398,1480,3918,8,2,11,93,441,1445,7,867
124,5386,1506,3880,13,2,13,82,448,1441,6,898
125,5385,1553,3832,12,2,11,74,465,1419,6,868
126,5416,1578,3838,13,1,14,107,435,1460,9,875
127,5346,1559,3787,9,2,8,77,484,1452,1,911
128,5412,1550,3862,8,1,17,79,448,1413,6,856
129,5524,1619,3905,17,2,9,98,475,1476,5,878
130,5370,1547,3823,12,2,11,81,410,1466,3,938
131,5476,1621,3855,21,0,14,96,446,1453,2,892
132,5461,1558,3903,11,0,15,72,472,1420,4,847
133,5354,1536,3818,11,3,14,70,453,1454,2,902
134,5394,1586,3808,10,0,16,76,421,1452,3,899
135,5380,1538,3842,8,1,9,64,447,1496,6,925
136,5257,1481,3776,13,0,12,76,429,1432,4,915
137,5267,1523,3744,6,1,14,98,460,1446,7,893
138,5315,1578,3737,11,3,8,93,432,1473,3,874
139,5392,1501,3891,3,2,13,89,416,1508,8,931
140,5379,1574,3805,16,2,15,96,445,1467,10,900
141,5281,1543,3738,10,0,13,71,436,1374,6,846
142,5396,1649,3747,12,0,8,92,446,1436,6,890
143,5403,1590,3813,10,1,9,67,498,1467,9,875
144,5369,1530,3839,9,0,15,81,440,1471,8,893
145,5425,1584,3841,14,1,19,80,448,1498,3,937
146,5342,1563,3779,10,1,20,90,462,1471,7,899
147,5377,1604,3773,14,0,15,99,469,1475,3,889
148,5552,1652,3900,14,0,11,99,477,1509,10,928
149,5437,1555,3882,11,0,15,68,463,1521,6,912
150,5305,1607,3698,12,1,19,90,396,1393,3,846
151,5439,1617,3822,17,2,11,98,420,1457,7,894
152,5475,1575,3900,10,3,12,100,441,1492,5,919
153,5293,1521,3772,8,3,13,89,422,1452,3,882
154,5413,1581,3832,21,2,15,106,448,1438,7,890
155,5422,1555,3867,9,1,8,86,448,1458,5,871
156,5502,1569,3933,12,0,14,91,472,1481,5,922
157,5447,1612,3835,11,1,12,101,444,1507,8,929
158,5574,1615,3959,10,0,10,81,449,1539,4,945
159,5338,1554,3784,14,0,14,82,455,1421,2,853
160,5409,1621,3788,13,2,12,91,463,1459,2,916
161,5407,1600,3807,9,1,11,90,425,1458,3,942
162,5351,1539,3812,12,2,15,90,418,1479,3,906
163,5394,1546,3848,13,3,11,79,464,1401,5,864
164,5497,1606,3891,8,2,12,80,499,1480,3,918
165,5450,1575,3875,11,1,13,80,465,1419,5,882
166,5494,1575,3919,10,0,15,94,478,1498,8,951
167,5383,1485,3898,11,0,11,83,435,1490,3,910
168,5528,1539,3989,9,3,13,72,438,1488,1,890
169,5324,1558,3766,7,1,16,75,389,1445,2,883
170,5377,1568,3809,7,1,15,83,478,1432,7,905
171,5424,1567,3857,10,2,19,96,443,1526,7,956
172,5471,1537,3934,14,2,16,70,442,1510,6,944
173,5273,1532,3741,9,0,15,76,445,1423,5,857
174,5331,1535,3796,10,1,12,74,449,1463,4,918
175,5364,1541,3823,10,5,20,96,450,1439,1,913
176,5357,1557,3800,9,2,15,80,436,1432,4,888
177,5449,1599,3850,13,1,17,85,493,1494,9,932
178,5463,1572,3891,10,1,9,71,433,1518,5,954
179,5522,1653,3869,7,0,16,94,490,1515,3,913
180,5369,1529,3840,7,2,12,87,443,1503,8,932
181,5439,1502,3937,7,2,11,68,452,1516,4,932
182,5364,1509,3855,12,2,6,81,461,1490,5,930
183,5405,1576,3829,11,0,14,97,472,1473,6,935
184,5382,1526,3856,8,1,14,71,435,1460,12,869
185,5529,1584,3945,11,5,12,92,461,1520,6,927
186,5417,1547,3870,10,0,12,67,460,1482,4,904
187,5242,1447,3795,10,0,15,79,427,1458,4,916
188,5277,1531,3746,15,2,18,67,459,1421,8,863
189,5329,1544,3785,18,2,8,94,449,1413,3,866
190,5334,1552,3782,11,0,15,87,430,1463,1,925
191,5376,1563,3813,11,1,7,92,428,1479,7,917
192,5311,1557,3754,8,0,13,93,438,1378,2,873
193,5292,1494,3798,10,0,18,95,435,1414,6,857
194,5396,1552,3844,12,0,15,74,415,1553,4,955
195,5430,1558,3872,9,3,9,76,489,1509,5,938
196,5324,1504,3820,9,1,6,77,436,1473,4,897
197,5389,1631,3758,8,2,11,99,465,1460,6,900
198,5439,1576,3863,8,2,16,72,428,1472,8,921
199,5456,1539,3917,14,4,17,94,464,1492,3,949
200,5477,1574,3903,5,1,12,85,432,1503,4,953
201,5365,1548,3817,12,4,11,64,467,1401,3,861
202,5342,1544,3798,15,1,14,80,429,1487,9,901
203,5406,1561,3845,12,0,10,79,468,1447,6,892
204,5325,1521,3804,5,0,8,85,450,1428,4,886
205,5345,1512,3833,13,1,15,87,440,1489,6,910
206,5452,1584,3868,7,2,15,88,400,1472,6,904
207,5293,1536,3757,10,2,11,72,451,1461,5,897
208,5321,1524,3797,5,0,13,87,457,1448,3,893
209,5319,1546,3773,7,0,8,75,462,1420,1,874
210,5358,1507,3851,7,1,12,91,441,1422,8,887
211,5298,1530,3768,4,2,16,73,434,1427,5,861
212,5260,1529,3731,7,0,21,78,447,1420,5,841
213,5443,1640,3803,12,2,19,94,433,1449,3,922
214,5367,1558,3809,12,4,8,96,455,1516,7,967
215,5407,1522,3885,6,0,16,85,454,1461,5,899
216,5424,1506,3918,11,2,8,87,391,1549,7,931
217,5469,1581,3888,13,1,15,97,455,1447,9,909
218,5348,1593,3755,16,1,12,82,449,1422,1,885
219,5453,1614,3839,17,2,4,90,494,1445,6,867
220,5265,1585,3680,12,1,10,91,442,1375,4,852
221,5400,1533,3867,10,2,8,88,425,1511,6,922
222,5368,1534,3834,12,4,12,71,433,1511,8,964
223,5381,1512,3869,9,2,10,78,458,1396,7,852
224,5380,1545,3835,12,2,15,70,461,1452,9,937
225,5373,1532,3841,13,1,16,78,465,1457,4,905
226,5377,1535,3842,11,2,23,105,452,1471,9,903
227,5401,1630,3771,9,0,8,83,447,1394,10,863
228,5366,1535,3831,15,4,18,74,436,1494,7,933
229,5350,1526,3824,11,1,10,83,426,1494,6,910
230,5310,1493,3817,15,1,11,77,417,1458,6,916
231,5281,1481,3800,9,1,16,70,430,1480,0,949
232,5333,1573,3760,8,3,12,88,477,1498,6,931
233,5389,1562,3827,14,1,11,80,446,1453,2,897
234,5409,1548,3861,7,1,16,90,452,1496,2,931
235,5411,1562,3849,14,0,14,86,448,1491,1,954
236,5364,1517,3847,13,1,10,85,413,1504,1,938
237,5395,1569,3826,15,0,11,103,452,1523,3,955
238,5489,1572,3917,9,0,15,87,467,1462,5,904
239,5340,1558,3782,13,5,12,71,500,1464,1,945
240,5258,1525,3733,8,1,11,78,478,1480,6,938
241,5378,1569,3809,14,1,10,86,487,1509,4,932
242,5382,1583,3799,12,2,9,90,466,1461,3,919
243,5366,1446,3920,9,0,19,68,427,1488,2,936
244,5466,1597,3869,12,1,8,77,452,1494,8,903
245,5313,1589,3724,3,0,11,83,455,1461,9,926
246,5283,1562,3721,15,4,9,88,424,1462,6,947
247,5324,1584,3740,9,0,13,66,450,1411,5,859
248,5288,1514,3774,10,2,15,78,457,1445,2,883
249,5419,1561,3858,8,3,10,77,492,1484,4,938
250,5441,1526,3915,5,1,11,79,496,1545,8,980
251,5357,1587,3770,15,3,15,95,432,1435,3,883
252,5262,1543,3719,12,2,7,73,433,1499,9,947
253,5323,1609,3714,7,2,7,87,459,1474,3,933
254,5440,1535,3905,3,1,11,68,459,1490,8,914
255,5356,1477,3879,11,1,12,74,418,1516,3,950
256,5433,1585,3848,12,2,16,90,497,1434,5,902
257,5479,1613,3866,11,1,15,95,447,1453,10,925
258,5267,1528,3739,10,0,13,80,412,1484,9,945
259,5243,1536,3707,8,2,12,87,462,1426,5,892
260,5277,1497,3780,12,0,9,84,419,1470,5,922
261,5348,1549,3799,13,2,15,83,464,1403,4,864
262,5405,1534,3871,14,1,10,89,467,1458,7,917
263,5331,1527,3804,12,1,7,81,457,1478,7,903
264,5312,1602,3710,13,1,14,71,442,1441,7,919
265,5526,1650,3876,12,3,12,89,455,1535,5,972
266,5477,1566,3911,14,1,6,76,489,1516,5,948
267,5256,1550,3706,8,0,20,77,433,1467,2,908
268,5347,1546,3801,11,2,12,96,427,1424,5,887
269,5336,1503,3833,18,2,12,75,421,1508,5,979
270,5277,1520,3757,8,0,10,77,466,1491,8,903
271,5372,1589,3783,5,2,15,80,439,1465,6,909
272,5301,1462,3839,7,0,19,67,424,1446,14,863
273,5357,1542,3815,11,1,16,101,455,1416,5,902
274,5232,1553,3679,11,1,11,82,443,1373,6,827
275,5175,1467,3708,9,4,13,84,432,1504,6,975
276,5306,1491,3815,13,1,15,68,464,1480,3,952
277,5387,1540,3847,17,1,13,79,470,1513,4,957
278,5376,1552,3824,8,0,7,75,422,1439,5,880
279,5346,1607,3739,8,0,11,81,484,1440,5,897
280,5427,1565,3862,4,1,15,85,442,1468,4,903
281,5270,1514,3756,14,0,10,85,476,1480,6,940
282,5462,1625,3837,7,1,10,91,487,1552,6,996
283,5309,1471,3838,13,1,5,78,451,1481,6,891
284,5363,1512,3851,14,2,16,81,486,1491,1,948
285,5363,1498,3865,15,3,17,92,446,1500,3,939
286,5420,1541,3879,7,0,18,75,465,1454,5,899
287,5236,1473,3763,9,1,8,97,463,1470,7,924
288,5305,1598,3707,12,2,17,87,468,1455,2,907
289,5272,1492,3780,11,2,9,73,461,1425,5,838
290,5342,1551,3791,7,1,10,73,489,1461,4,948
291,5256,1556,3700,12,0,15,90,452,1410,2,872
292,5274,1577,3697,6,0,7,79,467,1429,3,925
293,5315,1514,3801,4,2,24,79,429,1530,3,956
294,5282,1525,3757,9,1,13,85,474,1446,7,877
295,5297,1489,3808,11,1,15,78,461,1464,6,919
296,5281,1496,3785,8,1,13,75,438,1496,4,905
297,5432,1568,3864,12,3,9,80,420,1500,7,926
298,5270,1502,3768,9,5,13,83,420,1504,3,977
299,5361,1518,3843,5,1,10,85,465,1432,7,897
300,5336,1592,3744,15,2,9,79,470,1445,4,898
301,5296,1508,3788,20,3,12,75,470,1434,3,882
302,5278,1441,3837,11,1,16,85,443,1541,5,947
303,5200,1473,3727,13,4,12,68,405,1399,6,886
304,5212,1470,3742,11,3,26,63,397,1420,4,891
305,5478,1593,3885,8,1,8,78,490,1480,2,935
306,5427,1489,3938,12,5,13,86,449,1441,4,886
307,5268,1534,3734,9,2,17,78,474,1459,6,907
308,5418,1570,3848,13,1,14,87,453,1475,5,927
309,5301,1478,3823,14,0,9,71,424,1505,4,931
310,5369,1541,3828,7,0,9,68,450,1436,6,901
311,5327,1508,3819,8,0,5,78,450,1387,3,879
312,5281,1502,3779,14,2,11,79,408,1486,2,944
313,5291,1522,3769,11,1,9,86,435,1452,5,898
314,5332,1585,3747,8,2,19,80,463,1423,8,884
315,5300,1535,3765,7,0,11,76,443,1484,8,945
316,5233,1498,3735,7,2,9,62,440,1431,7,888
317,5407,1498,3909,9,0,14,75,467,1507,6,932
318,5400,1554,3846,7,1,18,77,474,1500,6,929
319,5312,1511,3801,9,5,12,71,437,1472,4,908
320,5197,1467,3730,14,0,16,72,425,1504,5,977
321,5418,1528,3890,11,2,7,75,426,1481,5,947
322,5362,1572,3790,11,1,10,78,477,1434,4,901
323,5252,1509,3743,10,1,12,77,424,1443,3,916
324,5216,1461,3755,9,0,10,77,446,1484,1,921
325,5430,1595,3835,15,2,13,95,429,1483,8,903
326,5423,1560,3863,8,3,15,78,461,1551,5,1001
327,5394,1566,3828,14,0,20,64,485,1466,4,916
328,5276,1484,3792,12,1,17,89,412,1489,2,908
329,5374,1557,3817,11,1,14,100,426,1483,5,943
330,5243,1497,3746,6,3,7,94,434,1482,4,938
331,5451,1508,3943,12,2,10,71,469,1543,5,985
332,5322,1531,3791,9,1,15,85,486,1452,3,914
333,5456,1601,3855,13,2,13,96,458,1500,4,969
334,5269,1506,3763,11,1,6,65,446,1467,5,893
335,5313,1475,3838,11,1,6,83,418,1526,2,989
336,5263,1488,3775,4,1,8,86,482,1447,8,941
337,5394,1599,3795,6,0,11,69,466,1482,5,916
338,5476,1598,3878,10,0,15,90,473,1474,4,951
339,5256,1530,3726,8,1,17,97,432,1444,8,912
340,5331,1528,3803,17,1,9,75,453,1519,7,940
341,5327,1487,3840,11,3,11,74,434,1493,4,956
342,5441,1529,3912,14,1,13,69,475,1540,4,961
343,5177,1508,3669,11,2,9,76,466,1442,2,896
344,5344,1485,3859,12,0,15,70,461,1518,7,935
345,5261,1535,3726,9,0,11,79,453,1482,10,884
346,5430,1570,3860,12,2,16,72,424,1516,6,934
347,5224,1505,3719,10,1,12,76,453,1439,3,894
348,5385,1590,3795,17,0,12,87,448,1526,7,967
349,5277,1483,3794,8,1,6,82,448,1459,5,895
350,5351,1545,3806,14,2,19,72,462,1456,8,930
351,5441,1615,3826,6,1,15,63,438,1481,6,941
352,5271,1572,3699,2,1,7,86,483,1430,5,908
353,5410,1585,3825,22,0,12,98,460,1475,4,910
354,5484,1604,3880,7,1,12,84,457,1535,4,988
