room_id,host_id,room_type,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,last_modified,latitude,longitude,location,name,currency,rate_type
16621920,23986021,Entire home/apt,"Seattle, WA, United States",32,5,4,1,1,85,05:55.3,47.718536,-122.366801,0101000020E6100000F7C8E6AA79975EC0D47FD6FCF8DB4740,Seattle Apartment in Neighborhood of Broadview,USD,nightly
16622820,109767709,Entire home/apt,"Seattle, WA, United States",98,5,3,0,1,78,59:53.4,47.709845,-122.308862,0101000020E61000008A3E1F65C4935EC0541D7233DCDA4740,Cool Studio with Huge Shower in Victory Heights,USD,nightly
16633347,819315,Entire home/apt,"Seattle, WA, United States",12,5,3,1,1,100,12:44.7,47.662355,-122.32723,0101000020E610000049111956F1945EC0C9AB730CC8D44740,Private and cozy garden suite in Wallingford,USD,nightly
16635898,80333752,Entire home/apt,"Seattle, WA, United States",93,5,6,2,1,199,58:48.8,47.613816,-122.347177,0101000020E6100000193BE12538965EC07AE1CE8591CE4740,Beautiful Spacious Home in Belltown!,USD,nightly
16638438,7008342,Entire home/apt,"Seattle, WA, United States",146,5,5,2,1,73,08:06.5,47.515521,-122.284831,0101000020E6100000C478CDAB3A925EC05BB39597FCC14740,Photographer's Home Close To Downtown & Airport,USD,nightly
16638631,505871,Entire home/apt,"Seattle, WA, United States",69,5,3,1,1,67,45:45.1,47.602065,-122.307389,0101000020E61000009C89E942AC935EC07B88467710CD4740,Squire Park Retreat,USD,nightly
16645647,80333752,Entire home/apt,"Seattle, WA, United States",121,5,4,0,1,59,11:16.5,47.616264,-122.347398,0101000020E6100000882CD2C43B965EC0E0D91EBDE1CE4740,Modern Studio with Beautiful View of Space Needle⁵,USD,nightly
16645671,80333752,Entire home/apt,"Seattle, WA, United States",126,5,4,1,1,79,04:45.6,47.61422,-122.34979,0101000020E6100000F19D98F562965EC04A46CEC29ECE4740,Luxury Spacious Home with Beautiful Water Views!²,USD,nightly
16650097,12484049,Entire home/apt,"Seattle, WA, United States",61,5,3,1,1,80,29:19.9,47.643054,-122.355511,0101000020E6100000929735B1C0965EC0EFC7ED974FD24740,"Cozy 1 BR Apartment, Central Loc, Very Walkable",USD,nightly
16650261,41285599,Entire home/apt,"Seattle, WA, United States",98,5,5,1,1,84,45:05.8,47.597912,-122.325195,0101000020E6100000A774B0FECF945EC067F1626188CC4740,Spacious Top Floor International District Apt,USD,nightly
16661948,90492334,Private room,"Kirkland, WA, United States",143,5,2,1,1,50,52:46.8,47.671131,-122.194576,0101000020E61000008925E5EE738C5EC0782AE09EE7D54740,Elegant En Suite w/Priv.Entrance and a hot tub!,USD,nightly
16662764,4869864,Entire home/apt,"Seattle, WA, United States",13,4.5,2,1,1,94,11:31.1,47.558452,-122.391295,0101000020E6100000A7052FFA0A995EC06231EA5A7BC74740,West Seattle Bungalow Close to It All!,USD,nightly
16674748,1132249,Entire home/apt,"Seattle, WA, United States",27,5,4,2,1,80,15:13.4,47.520376,-122.361388,0101000020E6100000AE4A22FB20975EC0C8CF46AE9BC24740,Cozy Home in West Seattle,USD,nightly
16676830,110350654,Entire home/apt,"Seattle, WA, United States",97,5,4,0,1,98,12:34.3,47.660011,-122.323138,0101000020E61000001286014BAE945EC008008E3D7BD44740,Charming Loft with a Balcony in a 100-year-old Craftsman,USD,nightly
16678896,91214395,Entire home/apt,"Seattle, WA, United States",2,,4,1,1,175,56:46.9,47.614495,-122.33305,0101000020E6100000B37BF2B050955EC01B47ACC5A7CE4740,The Camlin,USD,nightly
16690527,22084837,Entire home/apt,"Seattle, WA, United States",107,5,2,0,1,70,11:38.3,47.667567,-122.31051,0101000020E61000002EC55565DF935EC0C571E0D572D54740,Light/Bright/Inviting Udist studio!,USD,nightly
16693267,110553050,Private room,"Seattle, WA, United States",125,5,4,1,1,40,52:52.5,47.534942,-122.360795,0101000020E6100000DC63E94317975EC0E0A0BDFA78C44740,Comfy Private Room and Private Bathroom,USD,nightly
16693871,5562445,Private room,"Seattle, WA, United States",10,5,2,1,1,55,06:33.3,47.722957,-122.354172,0101000020E61000002C4A09C1AA965EC007B5DFDA89DC4740,Bright Corner Unit in the Sun,USD,nightly
16700168,3322420,Entire home/apt,"Kirkland, WA, United States",3,5,4,2,2,142,57:04.8,47.676121,-122.195755,0101000020E6100000D3C1FA3F878C5EC0C59107228BD64740,Kirkland Urban Living at it's Best,USD,nightly
16707876,82961680,Entire home/apt,"Seattle, WA, United States",32,5,3,1,1,100,19:17.8,47.617174,-122.349519,0101000020E61000002995F0845E965EC083F8C08EFFCE4740,Amazing Bay-view 1BD near Space Needle,USD,nightly
16710032,46398098,Entire home/apt,"Seattle, WA, United States",130,5,6,3,1.5,95,51:02.4,47.60392,-122.320859,0101000020E610000025E82FF488945EC03EB324404DCD4740,First Hill Farm House,USD,nightly
16711750,2067130,Private room,"Seattle, WA, United States",16,5,2,1,1,90,30:10.5,47.65736,-122.350787,0101000020E61000002A37514B73965EC06AD95A5F24D44740,Designer House in Fremont :),USD,nightly
16725292,4335914,Entire home/apt,"Seattle, WA, United States",160,5,4,1,2,121,18:45.9,47.619572,-122.321266,0101000020E610000045D4449F8F945EC037C2A2224ECF4740,Vintage Loft with Historic Features in Vibrant Capitol Hill,USD,nightly
16726705,110895565,Entire home/apt,"Seattle, WA, United States",54,5,4,1,1.5,135,29:19.9,47.651285,-122.351882,0101000020E61000004583143C85965EC00CB08F4E5DD34740,carriage house,USD,nightly
16727228,58784101,Private room,"Seattle, WA, United States",40,5,2,1,1,110,05:39.1,47.700261,-122.389364,0101000020E6100000588FFB56EB985EC006D50627A2D94740,Creekside apt. sized for royalty includes Netflix!,USD,nightly
16733665,36390224,Entire home/apt,"Seattle, WA, United States",16,5,4,2,3,210,14:48.7,47.642921,-122.325653,0101000020E61000000936AE7FD7945EC0B0743E3C4BD24740,Quiet 2BR Townhouse in Bustling East Lake,USD,nightly
16740073,111011123,Entire home/apt,"Seattle, WA, United States",2,,12,5,5,1200,34:43.1,47.629652,-122.360114,0101000020E61000003B35971B0C975EC035EECD6F98D04740,Beautiful French Style Home with Panoramic Views.,USD,nightly
16753622,39466399,Entire home/apt,"Seattle, WA, United States",52,5,2,0,1,88,11:21.4,47.55545,-122.376671,0101000020E61000008196AE601B985EC0174850FC18C74740,Two Towers Guesthouse,USD,nightly
16755038,98462282,Entire home/apt,"Seattle, WA, United States",43,5,2,0,1,130,23:09.3,47.624972,-122.327622,0101000020E6100000CFDC43C2F7945EC036751E15FFCF4740,Vintage Studio in North Capitol Hill,USD,nightly
16759643,55998000,Private room,"Redmond, WA, United States",7,4.5,2,1,1.5,59,55:07.5,47.697108,-122.122336,0101000020E6100000E7C75F5AD4875EC0D6E3BED53AD94740,Bright room near Microsoft (Long/Short Term),USD,nightly
16767131,108482930,Entire home/apt,"Seattle, WA, United States",19,5,6,2,2,195,53:51.7,47.612198,-122.329742,0101000020E61000008787307E1A955EC09B560A815CCE4740,Modern Style next to the Convention Center,USD,nightly
16778611,111430207,Private room,"Seattle, WA, United States",98,5,2,1,1,56,42:50.1,47.562743,-122.282637,0101000020E6100000EEE87FB916925EC0C6866EF607C84740,"Inviting room, easy walk to lake and light rail.",USD,nightly
16791550,3607676,Entire home/apt,"Seattle, WA, United States",106,5,2,1,1,79,25:04.8,47.617458,-122.313209,0101000020E610000006F4C29D0B945EC0A8531EDD08CF4740,Capitol Hill view Mid Century,USD,nightly
16807494,11297697,Entire home/apt,"Seattle, WA, United States",106,5,2,1,1,90,45:16.2,47.604686,-122.297782,0101000020E610000099D53BDC0E935EC0AE2CD15966CD4740,Central District Garden Cottage,USD,nightly
16807983,111772553,Entire home/apt,"Seattle, WA, United States",43,5,8,4,3,349,04:32.0,47.675928,-122.311023,0101000020E6100000725303CDE7935EC0B03907CF84D64740,"Classic, Family Friendly Craftsman in Ravenna",USD,nightly
16808477,53946726,Entire home/apt,"Seattle, WA, United States",4,5,4,2,3.5,250,24:58.0,47.627467,-122.322937,0101000020E6100000C66AF3FFAA945EC0DD28B2D650D04740,Beautiful Capitol Hill townhouse.,USD,nightly
16815738,111860199,Private room,"Seattle, WA, United States",24,5,1,1,1,42,52:53.7,47.681852,-122.324246,0101000020E6100000F7764B72C0945EC0295B24ED46D74740,Cozy private room for extended-stay!,USD,nightly
16816051,24047404,Entire home/apt,"Seattle, WA, United States",2,,15,5,3.5,1395,40:55.7,47.547348,-122.266204,0101000020E61000001F84807C09915EC0F8C3CF7F0FC64740,Seattle Executive Home for Large Gatherings,USD,nightly
16822666,50550045,Entire home/apt,"Seattle, WA, United States",12,5,4,2,2,162,52:59.4,47.612847,-122.318518,0101000020E6100000FD4B529962945EC0D2393FC571CE4740,2BR Pike&Pine Capital Hill Corporate Housing 8 IF,USD,nightly
16823291,42537846,Private room,"Seattle, WA, United States",78,5,2,1,1,49,23:14.7,47.624905,-122.317009,0101000020E610000069E21DE049945EC0AE0D15E3FCCF4740,101 @ Roy Street Commons Micro Studio Capitol Hill,USD,nightly
16830655,35326299,Entire home/apt,"Seattle, WA, United States",128,5,4,1,1,101,56:10.6,47.613713,-122.336287,0101000020E61000007AC4E8B985955EC0A510C8258ECE4740,Comfortable and Central Downtown Home,USD,nightly
16831460,98304982,Entire home/apt,"Seattle, WA, United States",61,5,6,3,2.5,182,12:51.7,47.664293,-122.318186,0101000020E6100000E202D0285D945EC01AFB928D07D54740,Modern 3-Bed/3-Bath House in U-District,USD,nightly
16841187,8018929,Private room,"Seattle, WA, United States",93,5,4,2,1,79,23:31.5,47.615703,-122.31259,0101000020E6100000A0C37C7901945EC049861C5BCFCE4740,Capitol Hill Heights - 2 Bedrooms + Full Bath,USD,nightly
16847513,104011482,Entire home/apt,"Seattle, WA, United States",64,5,6,3,2,395,36:27.3,47.625038,-122.354999,0101000020E610000037C7B94DB8965EC0EE60C43E01D04740,Queen Anne Castle House,USD,nightly
16856516,15548768,Private room,"Seattle, WA, United States",20,5,2,1,3.5,100,45:49.8,47.608182,-122.308558,0101000020E6100000D4BA0D6ABF935EC0080264E8D8CD4740,Room in brand new townhouse,USD,nightly
16860853,112333306,Entire home/apt,"Seattle, WA, United States",88,5,9,2,1,155,07:39.1,47.675244,-122.356017,0101000020E61000007BF486FBC8965EC0FD6838656ED64740,Spacious Family-Friendly Phinney Flat Near Zoo,USD,nightly
16862016,55998000,Private room,"Redmond, WA, United States",4,5,2,1,2,80,55:17.3,47.697116,-122.123924,0101000020E610000021CCED5EEE875EC059C2DA183BD94740,King bed in private room near Microsoft & Downtown,USD,nightly
16871225,7785901,Entire home/apt,"Bellevue, WA, United States",66,5,4,1,1,119,54:19.7,47.621094,-122.192957,0101000020E610000032225168598C5EC0F4DE180280CF4740,Meydenbauer & Microsoft!Perfect for families!3,USD,nightly
16872241,112450671,Private room,"Seattle, WA, United States",118,5,2,1,1.5,45,52:47.8,47.683652,-122.310694,0101000020E61000000F441669E2935EC029ECA2E881D74740,Contemporary living near Greenlake,USD,nightly
16873284,49728425,Entire home/apt,"Seattle, WA, United States",96,5,8,2,1,180,02:19.3,47.594331,-122.325736,0101000020E610000050C8CEDBD8945EC0DEFFC70913CC4740,Private loft on the edge of downtown Seattle,USD,nightly
16881314,13075758,Entire home/apt,"Seattle, WA, United States",19,5,14,4,3.5,700,12:25.3,47.510262,-122.389719,0101000020E61000004FE8F527F1985EC01E32E54350C14740,West Seattle Heaven overlooking Puget Sound,USD,nightly
16886308,11381632,Private room,"Bellevue, WA, United States",7,5,2,1,1,34,40:03.0,47.560816,-122.125538,0101000020E6100000F01989D008885EC06A8995D1C8C74740,Private Bedroom1in Secluded Residentia in Bellevue,USD,nightly
16895409,41381863,Entire home/apt,"Seattle, WA, United States",14,5,8,4,3,175,12:25.3,47.515741,-122.36934,0101000020E6100000B2463D44A3975EC0691A14CD03C24740,Bocce Ball House,USD,nightly
16898013,337474,Entire home/apt,"Seattle, WA, United States",38,5,3,1,1,105,12:43.7,47.649567,-122.347332,0101000020E6100000AC36FFAF3A965EC0C9C7EE0225D34740,"Where Young and Fun Come Together, Fremont!",USD,nightly
16900385,112624618,Entire home/apt,"Seattle, WA, United States",54,5,4,1,1,110,51:08.5,47.612609,-122.329515,0101000020E6100000A72215C616955EC01D1EC2F869CE4740,Convenient Convention Center/Downtown Condo,USD,nightly
16915835,43531618,Entire home/apt,"Seattle, WA, United States",88,5,5,1,1,68,05:39.1,47.672161,-122.383469,0101000020E6100000E9818FC18A985EC0C652245F09D64740,Heart of Ballard Cottage Apartment,USD,nightly
16926505,103259560,Entire home/apt,"Seattle, WA, United States",1,,4,2,3,395,15:59.5,47.623852,-122.291232,0101000020E61000001DE38A8BA3925EC0A8C5E061DACF4740,Luxury Furnished House Madison Park,USD,nightly
16928699,113093162,Entire home/apt,"Seattle, WA, United States",80,5,2,1,1,99,15:22.0,47.618681,-122.299183,0101000020E61000003A2174D025935EC00BD462F030CF4740,Madison Valley Bungalow,USD,nightly
16930490,113112069,Entire home/apt,"Seattle, WA, United States",89,5,4,2,1,95,23:31.5,47.61888,-122.314078,0101000020E610000028999CDA19945EC00113B87537CF4740,Spacious and bright Capitol Hill Apartment,USD,nightly
16942022,20291733,Entire home/apt,"Seattle, WA, United States",14,5,10,4,3,199,12:51.7,47.665316,-122.331562,0101000020E61000002BA6D24F38955EC0B5C01E1329D54740,Get Cozy by the Fire at a Grand Green Lake Home,USD,nightly
16943524,2297963,Entire home/apt,"Seattle, WA, United States",49,5,4,1,1,68,27:32.8,47.643895,-122.352075,0101000020E61000004FAF946588965EC06A87BF266BD24740,Queen Anne Classic,USD,nightly
16943987,14239076,Entire home/apt,"Seattle, WA, United States",3,4.5,1,1,1,70,25:12.7,47.621394,-122.310795,0101000020E6100000A930B610E4935EC01FF7ADD689CF4740,Capitol Hill Vintage 1-bedroom condo,USD,nightly
16944513,14239076,Entire home/apt,"Seattle, WA, United States",0,,2,1,0,650,02:39.4,47.60127,-122.335236,0101000020E6100000471CB28174955EC07008556AF6CC4740,Glamping in Vintage Camping Trailer-Pacific NW,USD,nightly
16949273,104322274,Private room,"Seattle, WA, United States",15,5,4,1,1,30,59:54.9,47.721902,-122.310335,0101000020E610000077F35487DC935EC06075E44867DC4740,Cozy Bed & Bath in North Seattle,USD,nightly
16962405,40706640,Entire home/apt,"Seattle, WA, United States",26,5,6,2,1,199,34:32.3,47.631935,-122.368134,0101000020E6100000ECA2E8818F975EC05019FF3EE3D04740,Spectacular Apt in 5-STAR Home -Mt. & Sunset views,USD,nightly
16964624,83432804,Entire home/apt,"Seattle, WA, United States",27,5,3,2,1.5,99,02:14.9,47.714377,-122.3053,0101000020E610000001DE02098A935EC0DE019EB470DB4740,North Seattle Backyard Cottage,USD,nightly
16964747,18055280,Entire home/apt,"Seattle, WA, United States",143,4.5,3,0,1,45,43:11.7,47.613731,-122.323363,0101000020E6100000226FB9FAB1945EC04CC5C6BC8ECE4740,Great Location in Warm Home,USD,nightly
16972042,113536201,Entire home/apt,"Seattle, WA, United States",137,4.5,4,1,1,71,49:10.8,47.608833,-122.339562,0101000020E6100000B83D4162BB955EC0DFDC5F3DEECD4740,Pike Place Modern 1Br! Hub to Cruises!,USD,nightly
16972793,49872333,Entire home/apt,"Bellevue, WA, United States",43,5,6,2,1,99,39:05.9,47.578824,-122.147657,0101000020E6100000A181583673895EC0E811A3E716CA4740,Great Central Location. 2BR near I-90 & I-405,USD,nightly
16973449,4764782,Private room,"Seattle, WA, United States",104,4.5,2,0,1,35,45:16.3,47.609223,-122.296589,0101000020E61000009DD66D50FB925EC04A7CEE04FBCD4740,"Cozy, Centrally-Located Room with Private Bath",USD,nightly
16984518,45759522,Entire home/apt,"Seattle, WA, United States",45,5,2,1,1,75,08:20.1,47.560722,-122.278141,0101000020E610000050ABE80FCD915EC0E8120EBDC5C74740,"Beautiful, private garden apartment",USD,nightly
16995021,28386606,Private room,"Bellevue, WA, United States",57,5,2,1,1,39,37:50.8,47.559895,-122.142821,0101000020E6100000A60BB1FA23895EC0D218ADA3AAC74740,"Wonderful nice house, nice view for vacatioon",USD,nightly
16996377,26032511,Entire home/apt,"Seattle, WA, United States",0,,4,2,2,175,21:24.4,47.630293,-122.344046,0101000020E6100000759483D904965EC0E9F2E670ADD04740,"View, Location...Location...Location and Comfort",USD,nightly
16997899,78286472,Private room,"Seattle, WA, United States",144,5,2,1,1.5,44,43:59.1,47.58584,-122.310338,0101000020E6100000302DEA93DC935EC025581CCEFCCA4740,Urban Rest @ Castle Whiteside,USD,nightly
16998097,21428506,Entire home/apt,"Seattle, WA, United States",101,5,2,0,1,80,59:31.4,47.684503,-122.354647,0101000020E6100000F8A75489B2965EC0C78157CB9DD74740,The Phinney Shire - Studio Apartment,USD,nightly
17011270,52724121,Entire home/apt,"Seattle, WA, United States",30,5,4,2,1,225,34:43.1,47.63318,-122.352105,0101000020E610000084F068E388965EC09B3DD00A0CD14740,Beautiful City Neighborhood Apartment. Queen Anne.,USD,nightly
17011871,8018929,Entire home/apt,"Seattle, WA, United States",9,5,6,3,2.5,350,25:12.7,47.61661,-122.312295,0101000020E610000014ED2AA4FC935EC07B319413EDCE4740,Capitol Hill Heights - Entire Townhouse,USD,nightly
17012244,8018929,Private room,"Seattle, WA, United States",1,,2,1,1.5,175,53:21.4,47.615515,-122.314232,0101000020E6100000D4D688601C945EC046990D32C9CE4740,Capitol Hill Heights - Master Suite + Living,USD,nightly
17030061,50586425,Entire home/apt,"Seattle, WA, United States",105,5,8,3,2,145,03:34.0,47.680456,-122.300825,0101000020E61000006E3480B740935EC0F92EA52E19D74740,Beautiful Modern House in Ravenna (near UW),USD,nightly
17031553,88059422,Entire home/apt,"Seattle, WA, United States",20,4.5,8,3,1.5,249,07:48.2,47.671893,-122.378838,0101000020E6100000DA1EBDE13E985EC0A6B4FE9600D64740,Charming Craftsman,USD,nightly
17045571,5325329,Entire home/apt,"Seattle, WA, United States",187,4.5,16,4,4,95,20:23.7,47.640469,-122.324905,0101000020E6100000A453573ECB945EC0098D60E3FAD14740,Large elegant house near all things Seattle!,USD,nightly
17046004,8534462,Entire home/apt,"Seattle, WA, United States",12,4.5,5,2,2,100,26:14.6,47.617575,-122.34954,0101000020E6100000352905DD5E965EC0E2E995B20CCF4740,Space Needle Condos 2BR 1,USD,nightly
17046171,8534462,Entire home/apt,"Seattle, WA, United States",1,,3,1,1,80,26:12.9,47.617806,-122.348715,0101000020E6100000FA27B85851965EC0E4A25A4414CF4740,Space Needle Condos 1BD/1BA,USD,nightly
17046588,8534462,Entire home/apt,"Seattle, WA, United States",6,4,5,2,2,142,26:20.5,47.617458,-122.347257,0101000020E6100000A7936C7539965EC0A8531EDD08CF4740,Space Needle Condos 2BR/2BA 2,USD,nightly
17046945,866612,Entire home/apt,"Seattle, WA, United States",1,,7,3,1.5,375,03:07.9,47.5624,-122.282718,0101000020E610000065FF3C0D18925EC09CA223B9FCC74740,"Lovely 3BR Home: big backyard, great for families",USD,nightly
17047258,8534462,Entire home/apt,"Seattle, WA, United States",33,5,5,2,2,142,26:12.9,47.617328,-122.348855,0101000020E6100000F302ECA353965EC0DA73999A04CF4740,Space Needle Condos 2BR/2BA 3,USD,nightly
17074723,576887,Entire home/apt,"Seattle, WA, United States",23,5,4,1,1,93,24:56.9,47.624536,-122.323617,0101000020E61000007FDB1324B6945EC05B96AFCBF0CF4740,"Bright, Comfy 1br with Terrace in Capitol Hill",USD,nightly
17075365,943212,Entire home/apt,"Seattle, WA, United States",31,5,4,2,1,100,46:03.1,47.604608,-122.29512,0101000020E61000005019FF3EE3925EC0327381CB63CD4740,Gorgeous Apartment - Access to Lake and Downtown!,USD,nightly
17093598,82961680,Entire home/apt,"Seattle, WA, United States",41,5,3,1,1,150,53:53.5,47.614277,-122.327764,0101000020E61000009833DB15FA945EC0AED7F4A0A0CE4740,Modern City-View 1BD by Convention Center 1,USD,nightly
17094436,58273695,Entire home/apt,"Seattle, WA, United States",81,5,4,1,1,75,02:11.0,47.711013,-122.283475,0101000020E6100000F38E537424925EC0F303577902DB4740,Garden View 1 BR with Modern and Cozy Design,USD,nightly
17095283,57960995,Entire home/apt,"Seattle, WA, United States",131,5,2,0,1,80,59:30.1,47.673478,-122.392874,0101000020E6100000B85CFDD824995EC0AA49F08634D64740,Ballard Studio B,USD,nightly
17096587,106833481,Entire home/apt,"Seattle, WA, United States",173,5,4,1,1,84,26:58.6,47.633081,-122.398488,0101000020E61000004DF6CFD380995EC0075C57CC08D14740,Penthouse on the water.,USD,nightly
17109267,7176691,Entire home/apt,"Seattle, WA, United States",7,5,2,1,1.5,70,30:24.0,47.664959,-122.369675,0101000020E610000086C954C1A8975EC0271763601DD54740,"Contemporary Green-Built Cottage, Great Location!",USD,nightly
17109959,713756,Private room,"Seattle, WA, United States",43,4.5,2,1,1,50,07:12.9,47.695691,-122.350803,0101000020E6100000AD156D8E73965EC08E8F16670CD94740,Cozy Bedroom w/ Attached Bath,USD,nightly
17119785,50550045,Entire home/apt,"Seattle, WA, United States",19,4.5,4,2,2,150,51:11.3,47.613523,-122.320151,0101000020E610000007B29E5A7D945EC0022CF2EB87CE4740,2BR Pike & Pine Capital Hill CorporateHousing9 IG,USD,nightly
17123205,3286649,Entire home/apt,"Seattle, WA, United States",65,5,2,1,1,59,04:41.8,47.571486,-122.360757,0101000020E6100000663387A416975EC0990F087426C94740,The Perch at Pigeon Point,USD,nightly
17139759,81128409,Entire home/apt,"Bellevue, WA, United States",13,5,2,1,1,130,54:27.5,47.642743,-122.176638,0101000020E6100000C64E78094E8B5EC0D15D126745D24740,Modern Oasis- Hidden Acres Beside the City Center.,USD,nightly
17141642,115244937,Entire home/apt,"Mercer Island, WA, United States",0,,3,2,1,79,39:27.1,47.585633,-122.236659,0101000020E61000007653CA6B258F5EC0AC3AAB05F6CA4740,"Long term rent, Furnished",USD,nightly
17154794,4124418,Entire home/apt,"Seattle, WA, United States",8,4,3,1,1,90,02:30.5,47.598754,-122.328046,0101000020E61000005A65A6B4FE945EC0B22C98F8A3CC4740,Furnished 1Br Condo in Upscale Seattle,USD,nightly
17155758,4124418,Entire home/apt,"Seattle, WA, United States",8,4.5,3,1,1,50,02:17.5,47.600385,-122.328273,0101000020E61000003ACAC16C02955EC026016A6AD9CC4740,Beautiful 1 BR Condo at Main in Seattle,USD,nightly
17171801,7465403,Entire home/apt,"Seattle, WA, United States",8,5,5,2,1,140,29:42.3,47.648646,-122.375047,0101000020E6100000A0DD21C500985EC0325706D506D34740,Large Condominium in Queen Anne,USD,nightly
17174567,8534462,Entire home/apt,"Seattle, WA, United States",0,,3,1,1,90,51:02.4,47.606618,-122.327336,0101000020E61000006CB3B112F3945EC01C959BA8A5CD4740,8th Ave Condos 1BD,USD,nightly
17177425,115580577,Entire home/apt,"Seattle, WA, United States",112,5,3,0,1,75,44:46.3,47.604166,-122.295671,0101000020E61000000AD80E46EC925EC075ADBD4F55CD4740,Cozy garden cottage in heart of the city!,USD,nightly
17178460,115592523,Private room,"Seattle, WA, United States",115,5,2,1,1,39,02:42.3,47.562199,-122.288703,0101000020E610000074D0251C7A925EC0056C0723F6C74740,✪Cozy BLUE room near Light Rail/Airport/Downtown✪,USD,nightly
17178467,9181734,Private room,"Seattle, WA, United States",105,5,2,1,1,32,58:41.7,47.681428,-122.352311,0101000020E610000059C16F438C965EC0124A5F0839D74740,Private Rm/Shared Space in Phinney Ridge/Greenlake,USD,nightly
17184454,112448661,Entire home/apt,"Seattle, WA, United States",8,4.5,7,4,2,125,30:51.2,47.646305,-122.352638,0101000020E6100000EB54F99E91965EC0E21E4B1FBAD24740,"Perfectly located north-facing Queen Anne home! Gourmet kitchen, fenced backyard",USD,nightly
17184459,112448661,Entire home/apt,"Seattle, WA, United States",6,4.5,7,4,3.5,154,33:16.5,47.641678,-122.357719,0101000020E61000001A8A3BDEE4965EC00648348122D24740,Dog-friendly vintage home w/private deck &  backyard - walk to Lake Union!,USD,nightly
17184474,112448661,Entire home/apt,"Seattle, WA, United States",19,4.5,4,1,1,92,55:23.8,47.612736,-122.348877,0101000020E6100000E754320054965EC07A8A1C226ECE4740,"Chic, modern condo w/ great location right downtown - dogs ok!",USD,nightly
17184475,112448661,Entire home/apt,"Seattle, WA, United States",21,4,4,1,1,89,04:53.0,47.61285,-122.348923,0101000020E61000009F7422C154965EC043AD69DE71CE4740,Modern dog-friendly condo right in the middle of Belltown!,USD,nightly
17184477,112448661,Entire home/apt,"Seattle, WA, United States",22,4.5,4,1,1,97,56:02.8,47.612736,-122.348877,0101000020E6100000E754320054965EC07A8A1C226ECE4740,"Dog & family friendly condo near waterfront w/shared roof deck, BBQ area & gym!",USD,nightly
17184478,112448661,Entire home/apt,"Seattle, WA, United States",11,4.5,3,1,1,79,55:29.7,47.612736,-122.348877,0101000020E6100000E754320054965EC07A8A1C226ECE4740,Bring the dog along to this modern condo w/ gorgeous city views in Belltown!,USD,nightly
17184480,112448661,Entire home/apt,"Seattle, WA, United States",46,4.5,4,1,1.5,96,58:01.8,47.612736,-122.348877,0101000020E6100000E754320054965EC07A8A1C226ECE4740,"Dog-friendly designer condo with a loft, sky lounge & gym, near downtown!",USD,nightly
17184481,112448661,Entire home/apt,"Seattle, WA, United States",7,4.5,2,1,1,74,55:19.4,47.612736,-122.348877,0101000020E6100000E754320054965EC07A8A1C226ECE4740,"Dog-friendly downtown ArtHouse studio w/private patio, a shared gym & roof deck!",USD,nightly
17184482,112448661,Entire home/apt,"Seattle, WA, United States",12,4.5,2,1,1,81,04:53.0,47.612736,-122.348877,0101000020E6100000E754320054965EC07A8A1C226ECE4740,"Studio-style condo w/kitchen, perfect for two or a business trip. Dog-friendly!",USD,nightly
17184488,112448661,Entire home/apt,"Seattle, WA, United States",12,4.5,2,1,1,88,55:24.9,47.612736,-122.348877,0101000020E6100000E754320054965EC07A8A1C226ECE4740,Downtown dog-friendly studio with a private balcony - close to everything!,USD,nightly
17184489,112448661,Entire home/apt,"Seattle, WA, United States",23,4.5,4,1,1,81,55:29.7,47.612736,-122.348877,0101000020E6100000E754320054965EC07A8A1C226ECE4740,"Modern, dog-friendly getaway w/ shared sky lounge & gym, near waterfront!",USD,nightly
17184525,112448661,Entire home/apt,"Seattle, WA, United States",48,4.5,6,2,1,98,23:29.1,47.618958,-122.316528,0101000020E61000002C11A8FE41945EC07DCC07043ACF4740,"Dog-friendly condo with a deck - walk to restaurants, shops, music & more!",USD,nightly
17184527,112448661,Entire home/apt,"Seattle, WA, United States",18,4,4,2,1,138,23:28.2,47.618961,-122.316368,0101000020E61000000F60915F3F945EC0EE3F321D3ACF4740,"Dog-friendly, recently remodeled condo w/ great location for exploring the city!",USD,nightly
17188807,22816006,Entire home/apt,"Seattle, WA, United States",15,5,6,3,2.5,228,14:33.8,47.658924,-122.348633,0101000020E61000009C53C90050965EC05646239F57D44740,Modern wood and steel.  lake views. all fresh!,USD,nightly
17190022,8534462,Entire home/apt,"Seattle, WA, United States",7,4.5,5,2,2,100,51:11.3,47.612734,-122.319329,0101000020E610000085EAE6E26F945EC0DA9255116ECE4740,100 Walkscore Broadway Apartments 2BR/2BA,USD,nightly
17190023,8534462,Entire home/apt,"Seattle, WA, United States",20,4.5,5,2,2,100,51:07.4,47.612342,-122.320347,0101000020E6100000CA17B49080945EC0CEFBFF3861CE4740,100 Walkscore Broadway Apartments 2BR/2BA 3,USD,nightly
17190029,8534462,Entire home/apt,"Seattle, WA, United States",7,4.5,5,2,2,165,53:52.4,47.612975,-122.320334,0101000020E610000000732D5A80945EC0FF21FDF675CE4740,100 Walkscore Broadway Apartments 2BR/2BA 2 F,USD,nightly
