"id","water_bill","barrel","barrel_num","yard_size","home_garden","attitude_env","temperature","county","year","post","treat"
177,272.668821167955,"No barrel",0,38750,"No home garden",4,57.91625,"Bexar",2018,0,1
178,239.4686412976,"No barrel",0,10549,"No home garden",6,73.3775,"Bexar",2018,0,1
179,271.202778639215,"No barrel",0,16835,"No home garden",2,75.6153125,"Bexar",2018,0,1
180,290.065708978723,"No barrel",0,29641,"No home garden",5,59.7471875,"Bexar",2018,0,1
181,191.890225683398,"No barrel",0,1950,"No home garden",7,67.68125,"Bexar",2018,0,1
184,240.047503476146,"No barrel",0,23409,"No home garden",5,68.2915625,"Bexar",2018,0,1
185,319.65948859244,"No barrel",0,36306,"No home garden",3,84.1596875,"Bexar",2018,0,1
186,219.025814348609,"No barrel",0,14235,"No home garden",8,75.2084375,"Bexar",2018,0,1
188,204.57458031896,"No barrel",0,19659,"No home garden",5,48.558125,"Bexar",2018,0,1
192,307.281221456086,"No barrel",0,36826,"Home garden",7,78.666875,"Bexar",2018,0,1
193,235.020948124372,"No barrel",0,17097,"No home garden",5,63.4090625,"Bexar",2018,0,1
194,241.052638673191,"No barrel",0,14804,"No home garden",5,87.8215625,"Bexar",2018,0,1
199,306.707624105413,"No barrel",0,39000,"Home garden",4,80.9046875,"Bexar",2018,0,1
202,189.741519469898,"No barrel",0,7235,"No home garden",9,68.2915625,"Bexar",2018,0,1
203,252.54699388241,"No barrel",0,19168,"No home garden",6,65.8503125,"Bexar",2018,0,1
204,306.231107817641,"No barrel",0,28649,"Home garden",8,85.58375,"Bexar",2018,0,1
205,245.28836551656,"No barrel",0,17615,"No home garden",3,78.666875,"Bexar",2018,0,1
207,256.962347896872,"No barrel",0,29426,"Home garden",6,61.7815625,"Bexar",2018,0,1
208,226.049165843324,"No barrel",0,22186,"No home garden",5,52.8303125,"Bexar",2018,0,1
209,273.869048996453,"No barrel",0,24699,"Home garden",8,72.3603125,"Bexar",2018,0,1
212,238.524434827868,"No barrel",0,28699,"No home garden",6,57.3059375,"Bexar",2018,0,1
213,239.300290241985,"No barrel",0,22377,"No home garden",5,57.7128125,"Bexar",2018,0,1
215,219.424282581577,"No barrel",0,17516,"No home garden",7,72.3603125,"Bexar",2018,0,1
216,231.413189711896,"No barrel",0,24901,"Home garden",9,71.5465625,"Bexar",2018,0,1
223,268.926105946793,"No barrel",0,26493,"No home garden",4,79.07375,"Bexar",2018,0,1
226,231.838562724847,"No barrel",0,26145,"No home garden",5,66.2571875,"Bexar",2018,0,1
228,292.029278808866,"No barrel",0,28862,"No home garden",4,79.07375,"Bexar",2018,0,1
229,266.336262430422,"No barrel",0,28305,"No home garden",4,74.598125,"Bexar",2018,0,1
230,214.853234502821,"No barrel",0,22778,"Home garden",7,74.3946875,"Bexar",2018,0,1
231,234.194105021321,"No barrel",0,28042,"No home garden",6,46.3203125,"Bexar",2018,0,1
232,240.106160255855,"No barrel",0,20065,"No home garden",3,78.8703125,"Bexar",2018,0,1
233,224.323644501587,"No barrel",0,8463,"No home garden",6,60.9678125,"Bexar",2018,0,1
235,207.860455953862,"No barrel",0,22067,"Home garden",8,52.0165625,"Bexar",2018,0,1
236,251.248996158862,"No barrel",0,12730,"No home garden",3,82.5321875,"Bexar",2018,0,1
237,268.133141200843,"No barrel",0,23102,"No home garden",5,85.7871875,"Bexar",2018,0,1
238,258.283726827544,"No barrel",0,25148,"Home garden",6,69.9190625,"Bexar",2018,0,1
239,257.79450012251,"No barrel",0,29420,"No home garden",5,66.8675,"Bexar",2018,0,1
241,270.44688100981,"No barrel",0,26237,"No home garden",4,70.529375,"Bexar",2018,0,1
242,259.659225780109,"No barrel",0,16245,"No home garden",2,78.0565625,"Bexar",2018,0,1
243,253.026801246595,"No barrel",0,20156,"No home garden",4,77.2428125,"Bexar",2018,0,1
244,273.941165732741,"No barrel",0,12116,"No home garden",3,90.46625,"Bexar",2018,0,1
245,292.16114422899,"No barrel",0,27499,"No home garden",4,90.873125,"Bexar",2018,0,1
248,215.412704716755,"No barrel",0,14483,"No home garden",7,66.8675,"Bexar",2018,0,1
250,221.471365683056,"No barrel",0,17426,"No home garden",7,50.5925,"Bexar",2018,0,1
251,201.637417053022,"No barrel",0,10322,"No home garden",6,58.1196875,"Bexar",2018,0,1
252,222.299476569695,"No barrel",0,10334,"No home garden",6,81.3115625,"Bexar",2018,0,1
253,295.820687694593,"No barrel",0,31526,"Home garden",5,66.8675,"Bexar",2018,0,1
254,237.448885328237,"No barrel",0,14850,"No home garden",5,78.4634375,"Bexar",2018,0,1
255,256.00384906937,"No barrel",0,13115,"No home garden",3,69.5121875,"Bexar",2018,0,1
257,282.001574632372,"No barrel",0,24220,"No home garden",5,73.9878125,"Bexar",2018,0,1
258,227.002766960708,"No barrel",0,17341,"No home garden",4,52.0165625,"Bexar",2018,0,1
259,230.537537098682,"No barrel",0,23242,"No home garden",6,60.5609375,"Bexar",2018,0,1
260,309.373290600428,"No barrel",0,38900,"Home garden",7,66.05375,"Bexar",2018,0,1
261,241.930019787895,"No barrel",0,12636,"No home garden",5,101.85875,"Bexar",2018,0,1
262,236.724588141725,"No barrel",0,25900,"Home garden",7,55.881875,"Bexar",2018,0,1
263,281.211409922686,"No barrel",0,30876,"Home garden",6,76.8359375,"Bexar",2018,0,1
264,308.012395210865,"No barrel",0,38559,"Home garden",6,69.9190625,"Bexar",2018,0,1
266,257.440110094665,"No barrel",0,25847,"No home garden",4,77.039375,"Bexar",2018,0,1
267,237.301813843385,"No barrel",0,16846,"No home garden",2,61.985,"Bexar",2018,0,1
268,260.401617327754,"No barrel",0,21089,"No home garden",5,69.1053125,"Bexar",2018,0,1
269,225.866181839715,"No barrel",0,11424,"No home garden",4,66.2571875,"Bexar",2018,0,1
271,267.095369253497,"No barrel",0,22464,"Home garden",7,73.1740625,"Bexar",2018,0,1
272,248.458414563763,"No barrel",0,11423,"No home garden",3,85.990625,"Bexar",2018,0,1
275,279.247704281564,"No barrel",0,30111,"Home garden",6,74.19125,"Bexar",2018,0,1
276,190.001059479279,"No barrel",0,7301,"No home garden",9,66.460625,"Bexar",2018,0,1
277,279.390281630211,"No barrel",0,19713,"No home garden",2,86.804375,"Bexar",2018,0,1
280,263.336056410263,"No barrel",0,36530,"No home garden",3,70.93625,"Bexar",2018,0,1
284,246.135377052221,"No barrel",0,19227,"No home garden",5,83.7528125,"Bexar",2018,0,1
285,279.883074873192,"No barrel",0,12084,"No home garden",5,91.0765625,"Bexar",2018,0,1
286,254.596236196726,"No barrel",0,20179,"No home garden",7,74.19125,"Bexar",2018,0,1
287,223.302568465161,"No barrel",0,13680,"No home garden",4,55.881875,"Bexar",2018,0,1
289,234.578399479813,"No barrel",0,9402,"No home garden",4,59.54375,"Bexar",2018,0,1
291,239.667823371075,"No barrel",0,5772,"No home garden",5,87.21125,"Bexar",2018,0,1
292,228.901513735283,"No barrel",0,25044,"Home garden",8,54.254375,"Bexar",2018,0,1
294,241.650072193136,"No barrel",0,11746,"No home garden",3,72.3603125,"Bexar",2018,0,1
295,275.64085178175,"No barrel",0,36012,"No home garden",4,70.7328125,"Bexar",2018,0,1
296,243.487593094306,"No barrel",0,19909,"No home garden",7,79.8875,"Bexar",2018,0,1
297,285.896419967275,"No barrel",0,13791,"No home garden",3,88.2284375,"Bexar",2018,0,1
298,229.355794561031,"No barrel",0,17166,"Home garden",8,67.8846875,"Bexar",2018,0,1
299,266.560796445144,"No barrel",0,32059,"No home garden",3,59.950625,"Bexar",2018,0,1
300,193.405518849179,"No barrel",0,15538,"No home garden",8,62.79875,"Bexar",2018,0,1
301,237.583342522387,"No barrel",0,24576,"No home garden",6,71.5465625,"Bexar",2018,0,1
302,287.636401155116,"No barrel",0,36060,"Home garden",8,85.58375,"Bexar",2018,0,1
303,227.91683310842,"No barrel",0,14428,"No home garden",4,75.005,"Bexar",2018,0,1
304,225.569129369978,"No barrel",0,16403,"No home garden",6,72.970625,"Bexar",2018,0,1
309,212.476665051434,"No barrel",0,26563,"Home garden",8,50.999375,"Bexar",2018,0,1
313,240.076194570849,"No barrel",0,19936,"Home garden",8,59.950625,"Bexar",2018,0,1
314,232.745119562426,"No barrel",0,30956,"No home garden",4,41.64125,"Bexar",2018,0,1
315,219.840647833769,"No barrel",0,9035,"No home garden",5,59.136875,"Bexar",2018,0,1
317,240.118058062698,"No barrel",0,21845,"No home garden",7,62.391875,"Bexar",2018,0,1
318,250.571654307433,"No barrel",0,18141,"No home garden",6,75.005,"Bexar",2018,0,1
320,251.61885748986,"No barrel",0,24703,"Home garden",9,73.784375,"Bexar",2018,0,1
322,226.864063128921,"No barrel",0,23680,"Home garden",9,72.7671875,"Bexar",2018,0,1
323,261.843942236727,"No barrel",0,32314,"No home garden",4,59.54375,"Bexar",2018,0,1
324,223.177275871898,"No barrel",0,26245,"No home garden",6,46.930625,"Bexar",2018,0,1
325,232.441447876598,"No barrel",0,21201,"No home garden",6,72.56375,"Bexar",2018,0,1
326,285.797459098197,"No barrel",0,31968,"No home garden",2,79.6840625,"Bexar",2018,0,1
327,282.171871216542,"No barrel",0,21966,"No home garden",6,77.039375,"Bexar",2018,0,1
328,271.004507592441,"No barrel",0,21619,"No home garden",3,74.3946875,"Bexar",2018,0,1
329,271.607564778307,"No barrel",0,29348,"No home garden",5,67.4778125,"Bexar",2018,0,1
332,272.188265023051,"No barrel",0,23481,"Home garden",8,77.039375,"Bexar",2018,0,1
335,293.567435079868,"No barrel",0,18675,"No home garden",2,84.5665625,"Bexar",2018,0,1
336,240.308363684928,"No barrel",0,29744,"Home garden",6,60.1540625,"Bexar",2018,0,1
337,247.770931880938,"No barrel",0,29141,"Home garden",9,58.5265625,"Bexar",2018,0,1
338,246.283963435275,"No barrel",0,18130,"No home garden",6,67.4778125,"Bexar",2018,0,1
342,205.679426189529,"No barrel",0,5752,"No home garden",5,69.1053125,"Bexar",2018,0,1
343,234.873230400405,"No barrel",0,18593,"No home garden",4,75.2084375,"Bexar",2018,0,1
344,287.936111956623,"No barrel",0,31806,"No home garden",4,94.128125,"Bexar",2018,0,1
346,235.760967815176,"No barrel",0,27107,"Home garden",7,60.3575,"Bexar",2018,0,1
348,216.886984801709,"No barrel",0,11789,"No home garden",7,64.6296875,"Bexar",2018,0,1
349,288.444597695335,"No barrel",0,22098,"No home garden",4,85.3803125,"Bexar",2018,0,1
350,200.711290096333,"No barrel",0,9797,"No home garden",3,66.6640625,"Bexar",2018,0,1
357,277.570059667422,"No barrel",0,15740,"No home garden",2,79.480625,"Bexar",2018,0,1
361,242.700891907475,"No barrel",0,11705,"No home garden",4,69.5121875,"Bexar",2018,0,1
362,304.085596050726,"No barrel",0,36420,"Home garden",6,73.784375,"Bexar",2018,0,1
363,277.779994291066,"No barrel",0,37060,"Home garden",8,57.1025,"Bexar",2018,0,1
364,227.346207451727,"No barrel",0,20577,"No home garden",3,53.6440625,"Bexar",2018,0,1
367,251.780043645251,"No barrel",0,8218,"No home garden",3,66.05375,"Bexar",2018,0,1
372,211.016322207967,"No barrel",0,20970,"No home garden",6,75.005,"Bexar",2018,0,1
374,260.690690555328,"No barrel",0,17070,"No home garden",3,73.5809375,"Bexar",2018,0,1
378,239.472238338992,"No barrel",0,22161,"Home garden",8,68.088125,"Bexar",2018,0,1
381,210.306541148346,"No barrel",0,13119,"No home garden",4,60.3575,"Bexar",2018,0,1
382,260.859402304754,"No barrel",0,24252,"No home garden",5,72.56375,"Bexar",2018,0,1
383,261.288586651282,"No barrel",0,17648,"No home garden",5,79.480625,"Bexar",2018,0,1
384,178.252796199904,"No barrel",0,3478,"No home garden",4,55.2715625,"Bexar",2018,0,1
385,251.66119068794,"No barrel",0,27011,"No home garden",4,52.626875,"Bexar",2018,0,1
386,274.787081819247,"No barrel",0,16246,"No home garden",3,73.9878125,"Bexar",2018,0,1
387,222.690574517423,"No barrel",0,13220,"No home garden",2,68.495,"Bexar",2018,0,1
388,237.333980814392,"No barrel",0,29814,"Home garden",10,58.1196875,"Bexar",2018,0,1
392,216.559449816224,"No barrel",0,16959,"No home garden",3,63.0021875,"Bexar",2018,0,1
393,290.106188237706,"No barrel",0,34034,"Home garden",8,75.81875,"Bexar",2018,0,1
394,231.91927745497,"No barrel",0,14242,"No home garden",7,77.853125,"Bexar",2018,0,1
395,204.746717688101,"No barrel",0,7896,"No home garden",4,70.93625,"Bexar",2018,0,1
397,224.740078270939,"No barrel",0,11384,"No home garden",5,70.3259375,"Bexar",2018,0,1
398,243.4072455535,"No barrel",0,12423,"No home garden",2,78.26,"Bexar",2018,0,1
399,222.084121908054,"No barrel",0,11376,"No home garden",6,72.7671875,"Bexar",2018,0,1
404,253.283338972856,"No barrel",0,26771,"Home garden",7,77.44625,"Bexar",2018,0,1
405,232.899455390298,"No barrel",0,12474,"No home garden",5,77.853125,"Bexar",2018,0,1
406,207.489024340567,"No barrel",0,15037,"Home garden",9,63.8159375,"Bexar",2018,0,1
407,252.975877900651,"No barrel",0,21735,"Home garden",7,77.2428125,"Bexar",2018,0,1
409,243.73126774056,"No barrel",0,21485,"No home garden",6,60.764375,"Bexar",2018,0,1
410,234.70355798067,"No barrel",0,19231,"No home garden",6,63.6125,"Bexar",2018,0,1
411,217.499097649859,"No barrel",0,11639,"No home garden",4,58.1196875,"Bexar",2018,0,1
414,219.974753607025,"No barrel",0,12768,"No home garden",4,58.9334375,"Bexar",2018,0,1
416,244.177839568667,"No barrel",0,23186,"No home garden",5,75.005,"Bexar",2018,0,1
417,228.668390301986,"No barrel",0,18246,"No home garden",6,65.0365625,"Bexar",2018,0,1
419,271.942315093542,"No barrel",0,30214,"No home garden",5,66.2571875,"Bexar",2018,0,1
420,202.387659509221,"No barrel",0,9743,"No home garden",7,65.646875,"Bexar",2018,0,1
421,200.267910216548,"No barrel",0,14253,"No home garden",6,59.54375,"Bexar",2018,0,1
423,228.909635730841,"No barrel",0,21306,"No home garden",5,53.03375,"Bexar",2018,0,1
424,185.745144542906,"No barrel",0,12565,"No home garden",6,75.81875,"Bexar",2018,0,1
426,303.568785933529,"No barrel",0,28754,"No home garden",1,78.0565625,"Bexar",2018,0,1
428,204.769016070262,"No barrel",0,4514,"No home garden",5,75.005,"Bexar",2018,0,1
429,290.870361513799,"No barrel",0,28854,"No home garden",5,72.156875,"Bexar",2018,0,1
431,306.170417948072,"No barrel",0,25658,"No home garden",1,72.970625,"Bexar",2018,0,1
435,250.693887065633,"No barrel",0,14747,"No home garden",2,65.646875,"Bexar",2018,0,1
437,228.456455136233,"No barrel",0,19782,"No home garden",3,67.274375,"Bexar",2018,0,1
438,233.37079137955,"No barrel",0,3006,"No home garden",8,84.1596875,"Bexar",2018,0,1
439,213.571167693846,"No barrel",0,4741,"No home garden",5,84.9734375,"Bexar",2018,0,1
440,178.84520937627,"No barrel",0,6697,"Home garden",10,53.03375,"Bexar",2018,0,1
442,266.492240646346,"No barrel",0,16104,"No home garden",7,86.1940625,"Bexar",2018,0,1
444,240.746084330578,"No barrel",0,11793,"No home garden",2,62.5953125,"Bexar",2018,0,1
445,222.305298267705,"No barrel",0,11378,"No home garden",9,76.4290625,"Bexar",2018,0,1
446,222.544546329177,"No barrel",0,14103,"No home garden",2,53.8475,"Bexar",2018,0,1
448,260.72665557145,"No barrel",0,20782,"Home garden",7,77.853125,"Bexar",2018,0,1
449,249.905848269064,"No barrel",0,31260,"Home garden",9,62.1884375,"Bexar",2018,0,1
450,276.187132953233,"No barrel",0,20661,"No home garden",2,83.95625,"Bexar",2018,0,1
451,235.399629459019,"No barrel",0,13977,"No home garden",4,65.8503125,"Bexar",2018,0,1
454,242.631389262944,"No barrel",0,13677,"No home garden",8,75.81875,"Bexar",2018,0,1
455,238.56822531814,"No barrel",0,26645,"No home garden",4,56.0853125,"Bexar",2018,0,1
456,242.667208681869,"No barrel",0,11934,"No home garden",4,66.05375,"Bexar",2018,0,1
457,265.653294291425,"No barrel",0,21117,"No home garden",5,70.3259375,"Bexar",2018,0,1
458,264.183264248774,"No barrel",0,22077,"No home garden",3,60.3575,"Bexar",2018,0,1
459,222.46199010656,"No barrel",0,16688,"No home garden",6,72.7671875,"Bexar",2018,0,1
461,218.693435760624,"No barrel",0,18839,"No home garden",3,55.068125,"Bexar",2018,0,1
463,258.142418131441,"No barrel",0,17226,"No home garden",5,75.6153125,"Bexar",2018,0,1
464,207.178288369973,"No barrel",0,3494,"No home garden",5,70.7328125,"Bexar",2018,0,1
466,247.867772911592,"No barrel",0,17631,"No home garden",4,67.274375,"Bexar",2018,0,1
467,188.049992226156,"No barrel",0,7341,"No home garden",6,69.5121875,"Bexar",2018,0,1
468,249.438191514959,"No barrel",0,36758,"Home garden",6,71.75,"Bexar",2018,0,1
470,233.205782198405,"No barrel",0,12537,"No home garden",5,69.715625,"Bexar",2018,0,1
472,253.500908778286,"No barrel",0,13035,"No home garden",3,65.24,"Bexar",2018,0,1
475,294.539747465868,"No barrel",0,33438,"Home garden",5,72.7671875,"Bexar",2018,0,1
477,268.199078432592,"No barrel",0,21262,"No home garden",2,60.9678125,"Bexar",2018,0,1
480,263.843153160164,"No barrel",0,20398,"No home garden",2,82.32875,"Bexar",2018,0,1
481,272.481019831402,"No barrel",0,33642,"Home garden",6,67.0709375,"Bexar",2018,0,1
485,267.637518471338,"No barrel",0,19375,"No home garden",2,75.411875,"Bexar",2018,0,1
490,244.469760010649,"No barrel",0,8360,"No home garden",4,78.26,"Bexar",2018,0,1
491,270.782914880594,"No barrel",0,20315,"No home garden",7,76.4290625,"Bexar",2018,0,1
494,301.052205443161,"No barrel",0,21082,"No home garden",2,83.7528125,"Bexar",2018,0,1
496,279.550373187668,"No barrel",0,36297,"Home garden",5,63.0021875,"Bexar",2018,0,1
499,278.15760928718,"No barrel",0,29073,"No home garden",4,68.6984375,"Bexar",2018,0,1
500,237.235095916694,"No barrel",0,16948,"No home garden",4,59.7471875,"Bexar",2018,0,1
505,239.900194833445,"No barrel",0,14717,"No home garden",7,77.44625,"Bexar",2018,0,1
506,234.667566888114,"No barrel",0,12366,"No home garden",8,78.666875,"Bexar",2018,0,1
509,183.427993965945,"No barrel",0,10577,"No home garden",5,46.52375,"Bexar",2018,0,1
511,273.149394942289,"No barrel",0,25056,"No home garden",3,73.9878125,"Bexar",2018,0,1
512,268.607574490455,"No barrel",0,19805,"No home garden",7,77.853125,"Bexar",2018,0,1
513,236.057784902596,"No barrel",0,21849,"Home garden",8,78.8703125,"Bexar",2018,0,1
514,232.595974715522,"No barrel",0,18702,"No home garden",4,40.2171875,"Bexar",2018,0,1
517,210.19282692086,"No barrel",0,11769,"No home garden",5,53.03375,"Bexar",2018,0,1
518,283.624677512132,"No barrel",0,32678,"No home garden",5,66.2571875,"Bexar",2018,0,1
519,228.748103077959,"No barrel",0,4896,"No home garden",3,71.343125,"Bexar",2018,0,1
520,311.805544214515,"No barrel",0,20312,"No home garden",1,82.5321875,"Bexar",2018,0,1
522,292.978038226929,"No barrel",0,15112,"No home garden",5,75.6153125,"Bexar",2018,0,1
524,265.089658211131,"No barrel",0,21597,"Home garden",8,87.618125,"Bexar",2018,0,1
525,222.185607096096,"No barrel",0,22765,"No home garden",5,47.744375,"Bexar",2018,0,1
528,226.772002782327,"No barrel",0,23827,"No home garden",5,64.2228125,"Bexar",2018,0,1
529,248.006888322853,"No barrel",0,6480,"No home garden",4,69.30875,"Bexar",2018,0,1
530,247.018461844694,"No barrel",0,19272,"No home garden",6,73.3775,"Bexar",2018,0,1
533,256.308930018695,"No barrel",0,15135,"No home garden",6,62.391875,"Bexar",2018,0,1
535,251.746090695858,"No barrel",0,32483,"Home garden",7,60.764375,"Bexar",2018,0,1
536,273.840028433096,"No barrel",0,32054,"Home garden",7,79.6840625,"Bexar",2018,0,1
537,225.70474173774,"No barrel",0,20563,"No home garden",6,58.323125,"Bexar",2018,0,1
539,210.546612413673,"No barrel",0,13443,"No home garden",7,57.3059375,"Bexar",2018,0,1
541,221.386532113068,"No barrel",0,9706,"No home garden",7,71.5465625,"Bexar",2018,0,1
545,209.000509536795,"No barrel",0,6954,"No home garden",3,60.5609375,"Bexar",2018,0,1
549,261.0650127961,"No barrel",0,14777,"No home garden",8,83.7528125,"Bexar",2018,0,1
551,237.506883523107,"No barrel",0,21492,"No home garden",5,71.1396875,"Bexar",2018,0,1
552,200.260719549355,"No barrel",0,12530,"No home garden",8,59.950625,"Bexar",2018,0,1
554,212.533470708998,"No barrel",0,7354,"No home garden",2,63.6125,"Bexar",2018,0,1
558,246.094337736156,"No barrel",0,19455,"No home garden",3,79.2771875,"Bexar",2018,0,1
560,243.386289539181,"No barrel",0,14416,"No home garden",8,79.8875,"Bexar",2018,0,1
565,227.439953149958,"No barrel",0,30759,"Home garden",7,59.3403125,"Bexar",2018,0,1
568,191.286263515961,"No barrel",0,15692,"No home garden",7,60.5609375,"Bexar",2018,0,1
569,237.065710906162,"No barrel",0,19092,"No home garden",5,67.68125,"Bexar",2018,0,1
573,259.078399342668,"No barrel",0,22427,"No home garden",4,66.460625,"Bexar",2018,0,1
574,224.458425830342,"No barrel",0,7057,"No home garden",6,83.549375,"Bexar",2018,0,1
576,251.353077332306,"No barrel",0,15252,"No home garden",7,69.715625,"Bexar",2018,0,1
577,272.343500339159,"No barrel",0,23436,"No home garden",4,76.4290625,"Bexar",2018,0,1
579,272.245385039254,"No barrel",0,13721,"No home garden",2,79.07375,"Bexar",2018,0,1
582,264.455871956389,"No barrel",0,24238,"No home garden",4,75.005,"Bexar",2018,0,1
583,251.668582899444,"No barrel",0,21808,"Home garden",7,51.813125,"Bexar",2018,0,1
584,233.812934458848,"No barrel",0,13758,"No home garden",5,53.03375,"Bexar",2018,0,1
585,288.89791245215,"No barrel",0,29175,"No home garden",4,71.1396875,"Bexar",2018,0,1
586,245.609391579947,"No barrel",0,17458,"No home garden",8,72.56375,"Bexar",2018,0,1
589,306.552785544855,"No barrel",0,33810,"Home garden",6,80.294375,"Bexar",2018,0,1
591,306.267024919517,"No barrel",0,22785,"No home garden",1,96.3659375,"Bexar",2018,0,1
593,250.111873338415,"No barrel",0,18669,"Home garden",9,69.9190625,"Bexar",2018,0,1
596,243.548105682408,"No barrel",0,25845,"No home garden",4,65.0365625,"Bexar",2018,0,1
597,245.679261284742,"No barrel",0,24886,"No home garden",1,60.5609375,"Bexar",2018,0,1
599,225.80829001333,"No barrel",0,14287,"No home garden",5,59.54375,"Bexar",2018,0,1
601,242.406855220911,"No barrel",0,15306,"No home garden",7,75.81875,"Bexar",2018,0,1
603,270.328977324823,"No barrel",0,26687,"No home garden",3,79.6840625,"Bexar",2018,0,1
604,285.432341270347,"No barrel",0,16737,"No home garden",4,82.735625,"Bexar",2018,0,1
605,228.957680105896,"No barrel",0,14883,"No home garden",8,66.6640625,"Bexar",2018,0,1
606,295.611434916925,"No barrel",0,29009,"No home garden",3,67.274375,"Bexar",2018,0,1
608,190.70567851403,"No barrel",0,9979,"No home garden",6,48.558125,"Bexar",2018,0,1
609,251.629703936038,"No barrel",0,26204,"No home garden",2,55.068125,"Bexar",2018,0,1
611,270.676286356716,"No barrel",0,17422,"No home garden",2,72.156875,"Bexar",2018,0,1
613,268.264317455565,"No barrel",0,10897,"No home garden",2,86.3975,"Bexar",2018,0,1
614,267.513852765062,"No barrel",0,24942,"No home garden",3,75.2084375,"Bexar",2018,0,1
616,222.890263702345,"No barrel",0,8666,"No home garden",2,61.578125,"Bexar",2018,0,1
618,245.2799687834,"No barrel",0,19414,"No home garden",6,65.4434375,"Bexar",2018,0,1
619,289.57207891953,"No barrel",0,27133,"Home garden",8,78.26,"Bexar",2018,0,1
620,257.417460309281,"No barrel",0,25427,"No home garden",3,53.6440625,"Bexar",2018,0,1
621,274.291474226404,"No barrel",0,28180,"Home garden",7,79.480625,"Bexar",2018,0,1
622,230.463675627028,"No barrel",0,10410,"No home garden",2,65.8503125,"Bexar",2018,0,1
624,247.146450151247,"No barrel",0,20076,"No home garden",6,79.8875,"Bexar",2018,0,1
626,275.677663320004,"No barrel",0,32673,"Home garden",7,79.2771875,"Bexar",2018,0,1
627,221.740099407305,"No barrel",0,8868,"No home garden",3,74.8015625,"Bexar",2018,0,1
630,227.186431505674,"No barrel",0,20334,"No home garden",7,79.480625,"Bexar",2018,0,1
632,183.262801298287,"No barrel",0,10404,"No home garden",4,60.1540625,"Bexar",2018,0,1
633,255.340935683322,"No barrel",0,16954,"No home garden",2,80.0909375,"Bexar",2018,0,1
634,261.796385789011,"No barrel",0,23877,"No home garden",2,72.56375,"Bexar",2018,0,1
635,308.445748766374,"No barrel",0,35562,"No home garden",4,80.0909375,"Bexar",2018,0,1
637,197.961303804836,"No barrel",0,16845,"No home garden",6,66.8675,"Bexar",2018,0,1
639,290.978211451316,"No barrel",0,24383,"No home garden",1,67.274375,"Bexar",2018,0,1
640,244.487313986952,"No barrel",0,22018,"No home garden",7,74.19125,"Bexar",2018,0,1
641,239.044116655668,"No barrel",0,22657,"No home garden",5,71.343125,"Bexar",2018,0,1
642,237.626589438296,"No barrel",0,13490,"No home garden",4,59.136875,"Bexar",2018,0,1
643,254.157544857433,"No barrel",0,24820,"No home garden",3,73.3775,"Bexar",2018,0,1
646,227.974483380973,"No barrel",0,15381,"No home garden",3,56.28875,"Bexar",2018,0,1
647,238.04519203832,"No barrel",0,19733,"No home garden",8,68.2915625,"Bexar",2018,0,1
649,238.74194369988,"No barrel",0,24623,"No home garden",6,57.91625,"Bexar",2018,0,1
651,270.550409921705,"No barrel",0,36081,"Home garden",5,65.8503125,"Bexar",2018,0,1
655,225.759772795594,"No barrel",0,24607,"No home garden",4,56.0853125,"Bexar",2018,0,1
656,255.561499848019,"No barrel",0,28485,"No home garden",4,55.068125,"Bexar",2018,0,1
657,302.521476837242,"No barrel",0,27098,"Home garden",6,88.431875,"Bexar",2018,0,1
658,239.091554662217,"No barrel",0,26220,"No home garden",3,66.6640625,"Bexar",2018,0,1
661,278.538814709612,"No barrel",0,27580,"No home garden",4,71.5465625,"Bexar",2018,0,1
663,264.820977417809,"No barrel",0,14855,"No home garden",6,82.9390625,"Bexar",2018,0,1
665,212.401048736038,"No barrel",0,15415,"No home garden",7,71.5465625,"Bexar",2018,0,1
666,243.564922182742,"No barrel",0,22499,"No home garden",4,61.3746875,"Bexar",2018,0,1
668,205.435955692677,"No barrel",0,8185,"No home garden",4,61.17125,"Bexar",2018,0,1
669,276.433131661346,"No barrel",0,17869,"No home garden",4,66.6640625,"Bexar",2018,0,1
671,258.494594231117,"No barrel",0,35925,"Home garden",7,63.6125,"Bexar",2018,0,1
673,268.282402342186,"No barrel",0,27383,"No home garden",4,68.6984375,"Bexar",2018,0,1
674,272.682120492385,"No barrel",0,31943,"No home garden",2,59.136875,"Bexar",2018,0,1
676,246.007528823954,"No barrel",0,25368,"No home garden",6,82.1253125,"Bexar",2018,0,1
679,240.437387443277,"No barrel",0,20156,"No home garden",6,75.005,"Bexar",2018,0,1
681,258.56455268749,"No barrel",0,18157,"No home garden",6,69.30875,"Bexar",2018,0,1
682,278.421545907915,"No barrel",0,21887,"No home garden",5,72.970625,"Bexar",2018,0,1
684,225.182800673357,"No barrel",0,15732,"Home garden",8,66.6640625,"Bexar",2018,0,1
686,263.905521876823,"No barrel",0,18120,"No home garden",3,68.2915625,"Bexar",2018,0,1
689,269.203925779716,"No barrel",0,27438,"No home garden",5,73.5809375,"Bexar",2018,0,1
690,225.829975272989,"No barrel",0,22823,"No home garden",5,51.813125,"Bexar",2018,0,1
692,200.225559659619,"No barrel",0,549,"No home garden",8,70.7328125,"Bexar",2018,0,1
693,208.489582588419,"No barrel",0,15361,"No home garden",5,65.24,"Bexar",2018,0,1
694,251.077239069203,"No barrel",0,24124,"No home garden",4,64.833125,"Bexar",2018,0,1
