"Marital.status","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"Single",2,9238,1,"Secondary education",128,19,37,"Unskilled worker","Other",116.5,0,0,0,1,0,1,18,0,0,6,11,5,11.1428571428571,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9238,1,"Secondary education",132,34,34,"Other","Other",119.1,1,0,0,1,0,0,18,0,0,6,9,4,11,0,0,6,9,4,10.75,0,7.6,2.6,0.32,"Graduate"
"Single",2,9500,1,"Secondary education",149,19,38,"Unskilled worker","Unskilled worker",126.5,1,0,0,1,0,0,18,0,0,8,8,7,12.9142857142857,0,0,8,8,7,12.9142857142857,0,12.7,3.7,-1.7,"Graduate"
"Single",4,9773,1,"Secondary education",155,3,19,"Other","Other",149.8,1,0,0,1,0,1,18,0,0,6,6,6,13.8333333333333,0,0,6,6,6,14.1666666666667,0,16.2,0.3,-0.92,"Graduate"
"Single",2,9500,1,"Secondary education",131,38,1,"Other","Other",128.3,1,0,0,1,0,1,18,0,0,8,8,7,12.6428571428571,0,0,8,8,7,12.6428571428571,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9500,1,"Secondary education",149,37,37,"Unskilled worker","Unskilled worker",136,0,0,0,1,0,1,18,0,0,7,7,6,12.9166666666667,0,0,7,7,6,12.9166666666667,0,7.6,2.6,0.32,"Graduate"
"Single",1,9147,1,"Secondary education",121,19,3,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",115.8,1,0,0,1,0,1,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,"Graduate"
"Single",1,9147,1,"Secondary education",133,38,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",147,0,0,0,1,0,1,18,0,0,5,7,4,13,0,0,5,8,3,12.3333333333333,0,9.4,-0.8,-3.12,"Graduate"
"Married",4,9853,1,"Secondary education",134,37,37,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",122.5,0,1,0,1,0,1,19,0,0,6,6,6,13.3333333333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,"Graduate"
"Single",1,9500,1,"Secondary education",127,19,1,"Personal Services, Security and Safety Workers and Sellers","Unskilled worker",150,0,0,0,1,0,1,19,0,0,7,9,5,13.85,0,0,8,9,7,12.1928571428571,0,11.1,0.6,2.02,"Graduate"
"Married",1,9991,0,"Post-graduate studies",140,40,5,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",140,0,0,0,1,0,0,33,0,2,6,7,6,15.3333333333333,0,0,5,5,5,15.8,0,11.1,0.6,2.02,"Graduate"
"Married",1,9147,1,"Higher education",130,1,4,"Intermediate Level Technicians and Professions","Other",130,0,0,0,1,0,0,45,0,0,5,6,5,11,0,0,5,5,5,13.8,0,12.4,0.5,1.79,"Graduate"
"Single",1,9500,1,"Secondary education",120,1,1,"Personal Services, Security and Safety Workers and Sellers","Other",112,1,0,0,1,0,1,19,0,0,8,15,7,11.5714285714286,0,0,8,15,7,11.5714285714286,0,12.7,3.7,-1.7,"Graduate"
"Single",2,9670,1,"Secondary education",135,1,3,"Administrative staff","Intermediate Level Technicians and Professions",133.3,0,0,0,1,0,0,19,0,0,5,5,5,13,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9254,1,"Secondary education",123,1,37,"Unskilled worker","Unskilled worker",132.1,0,0,0,1,0,1,21,0,0,6,9,5,11,0,0,6,8,5,12,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9238,1,"Secondary education",154,38,37,"Unskilled worker","Unskilled worker",140.4,0,0,0,1,0,1,22,0,0,6,6,5,12.6,0,0,6,6,6,13,0,10.8,1.4,1.74,"Graduate"
"Single",1,9853,1,"Secondary education",148,19,19,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",141.7,0,0,0,1,0,1,18,0,0,6,8,5,13.4,0,0,6,7,6,13.1666666666667,0,9.4,-0.8,-3.12,"Graduate"
"Single",2,9238,1,"Secondary education",133,37,37,"Intermediate Level Technicians and Professions","Unskilled worker",119.7,0,1,0,1,0,1,18,0,0,6,9,6,11.3333333333333,0,0,6,9,6,11.5714285714286,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9147,1,"Secondary education",127,38,19,"Unskilled worker","Other",117.9,0,0,0,1,0,1,20,0,5,10,13,9,12.9,0,4,10,12,10,12.3636363636364,0,8.9,1.4,3.51,"Graduate"
"Single",1,9500,1,"Higher education",130,19,38,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",130,0,0,0,1,0,0,23,0,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,"Graduate"
"Single",3,9500,1,"Secondary education",129,19,37,"Other","Other",120,1,0,0,1,0,1,19,0,0,8,8,7,13.1514285714286,0,0,8,8,7,13.1514285714286,0,10.8,1.4,1.74,"Graduate"
"Single",1,9670,1,"Secondary education",136,19,1,"Unskilled worker","Other",123.4,1,0,0,1,0,1,18,0,0,6,10,6,13.25,0,0,6,13,5,14.1428571428571,0,11.1,0.6,2.02,"Graduate"
"Single",1,9991,0,"Some higher education",127,37,37,"Other","Other",124.9,0,0,0,1,0,0,29,0,0,5,10,5,13.5714285714286,0,0,5,14,5,12.3333333333333,3,16.2,0.3,-0.92,"Graduate"
"Single",1,9254,1,"Secondary education",131,37,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",137,0,0,0,1,0,1,20,0,0,6,8,6,11.1666666666667,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9238,1,"Secondary education",130,38,19,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",121.6,0,0,0,1,0,0,18,0,0,6,6,6,12.8333333333333,0,0,6,6,6,12,0,12.4,0.5,1.79,"Graduate"
"Single",2,9773,1,"Secondary education",146,3,1,"Other","Intermediate Level Technicians and Professions",149.2,1,0,0,1,0,0,18,0,0,6,11,4,12.25,0,0,6,10,3,11.6666666666667,0,9.4,-0.8,-3.12,"Graduate"
"Single",2,9773,1,"Secondary education",154,38,38,"Unskilled worker","Unskilled worker",133.4,1,0,0,1,0,1,19,0,0,6,7,5,11.4,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9070,1,"Secondary education",137,37,37,"Unskilled worker","Unskilled worker",126.2,1,0,0,1,0,1,19,0,0,6,6,6,13,0,0,6,8,6,12.5,0,10.8,1.4,1.74,"Graduate"
"Single",5,9500,1,"Secondary education",151,1,1,"Unskilled worker","Unskilled worker",127.8,0,0,0,1,0,1,18,0,0,8,8,7,13.6714285714286,0,0,8,8,7,13.6714285714286,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9003,1,"Some higher education",150,37,38,"Administrative staff","Other",150,0,0,0,1,0,1,21,0,0,6,9,6,12.6666666666667,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9147,1,"Secondary education",122,12,19,"Administrative staff","Other",117.8,1,0,0,1,0,0,20,0,0,5,10,5,13.5,0,0,5,8,5,12.3333333333333,0,13.9,-0.3,0.79,"Graduate"
"Single",3,9500,1,"Secondary education",145,12,1,"Administrative staff","Other",139.8,1,0,0,1,0,0,18,0,0,7,7,7,13.6857142857143,0,0,8,8,8,15.3875,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9500,1,"Secondary education",129,19,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119.6,1,0,0,1,0,1,20,0,0,7,8,7,14.00375,0,0,8,11,7,13.8128571428571,0,15.5,2.8,-4.06,"Graduate"
"Single",2,9147,1,"Secondary education",139,38,37,"Unskilled worker","Unskilled worker",123.7,1,0,0,1,0,1,22,0,0,5,8,4,12,0,0,5,8,4,11.4,2,16.2,0.3,-0.92,"Graduate"
"Married",1,9991,0,"Secondary education",127,37,37,"Other","Other",100.1,0,0,0,1,0,0,31,0,1,5,5,5,14,0,0,5,5,5,13.8,0,8.9,1.4,3.51,"Graduate"
"Single",1,8014,0,"Secondary education dropout",170,34,1,"Other","Other",101,0,0,0,1,0,0,32,0,0,6,9,4,12,0,0,6,12,4,11.5,0,7.6,2.6,0.32,"Graduate"
"Single",2,8014,0,"Secondary education",117,3,1,"Intermediate Level Technicians and Professions","Other",111.8,1,0,0,1,0,1,19,0,0,6,8,6,10.8333333333333,0,0,6,9,6,11.5,0,10.8,1.4,1.74,"Graduate"
"Single",1,9500,1,"Secondary education",140,3,3,"Other","Other",140,1,0,0,1,0,0,24,0,0,8,8,8,13.385,0,0,8,8,8,13.385,0,9.4,-0.8,-3.12,"Graduate"
"Single",4,9085,1,"Secondary education",123,19,19,"Administrative staff","Other",124.4,1,0,0,1,0,0,19,0,0,6,14,6,15.6666666666667,0,0,6,9,6,14.5,0,15.5,2.8,-4.06,"Graduate"
"Married",1,9500,1,"Secondary education",137,3,38,"Other","Other",121,0,0,0,1,0,1,19,0,0,8,8,7,14.7257142857143,0,0,8,8,7,14.7257142857143,0,10.8,1.4,1.74,"Graduate"
"Single",2,9773,1,"Secondary education",126,19,38,"Unskilled worker","Other",118.7,1,0,0,1,0,1,18,0,0,6,6,6,14.1666666666667,0,0,6,6,6,13.6666666666667,0,12.4,0.5,1.79,"Graduate"
"Single",1,9238,1,"Secondary education",125,1,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",125.7,1,0,0,1,0,0,18,0,0,6,10,6,11.5714285714286,0,0,6,8,6,12.3333333333333,0,12.4,0.5,1.79,"Graduate"
"Single",1,9500,1,"Secondary education",141,19,38,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",125.5,0,0,0,1,0,0,18,0,0,8,10,8,12.86,2,0,8,10,8,12.86,2,9.4,-0.8,-3.12,"Graduate"
"Single",4,9670,1,"Secondary education",135,38,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",127,1,0,0,1,0,0,18,0,0,6,10,6,12.25,0,0,6,9,6,13.7142857142857,0,11.1,0.6,2.02,"Graduate"
"Single",2,9085,1,"Secondary education",117,38,37,"Unskilled worker","Unskilled worker",113.5,1,0,0,1,0,1,21,0,0,5,7,4,12,0,0,5,5,5,12.2,0,10.8,1.4,1.74,"Graduate"
"Single",2,9147,1,"Secondary education",142,19,19,"Administrative staff","Other",127.3,0,0,0,1,0,1,18,0,0,5,5,5,11.2,0,0,5,5,5,11.8,0,11.1,0.6,2.02,"Graduate"
"Single",1,9500,1,"Secondary education",150,1,1,"Personal Services, Security and Safety Workers and Sellers","Other",155.6,0,0,0,1,0,0,19,0,0,7,7,7,14.3,0,0,8,9,8,14.0555555555556,0,16.2,0.3,-0.92,"Graduate"
"Single",4,9147,1,"Secondary education",124,37,37,"Unskilled worker","Unskilled worker",117.4,0,0,0,1,0,0,19,0,3,10,15,5,11.8,0,4,10,14,8,12,0,7.6,2.6,0.32,"Graduate"
"Single",1,9500,1,"Post-graduate studies",134,1,37,"Unskilled worker","Unskilled worker",120.4,1,0,0,1,0,0,19,0,0,7,7,6,13.3333333333333,0,0,7,7,6,13.3333333333333,0,7.6,2.6,0.32,"Graduate"
"Single",1,9238,1,"Secondary education",134,1,1,"Unskilled worker","Other",130.9,0,0,1,1,0,0,18,0,0,6,10,6,11.8571428571429,0,0,6,9,5,11,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9238,1,"Secondary education",107,38,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",103.5,1,0,0,1,0,0,20,0,0,6,7,6,12,0,0,6,7,6,13,0,12.4,0.5,1.79,"Graduate"
"Single",1,9238,1,"Secondary education",133,34,37,"Administrative staff","Unskilled worker",134.4,1,0,0,1,0,1,18,0,0,6,6,6,12.1666666666667,0,0,6,9,6,13.6666666666667,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9853,1,"Some higher education",110,41,3,"Other","Other",110,0,0,1,1,0,0,40,0,0,7,8,7,15,0,0,7,7,7,14.5714285714286,0,12.4,0.5,1.79,"Graduate"
"Single",4,9500,1,"Secondary education",141,38,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",132.5,1,0,0,1,0,1,18,0,0,8,8,8,13.39125,0,0,8,8,8,13.39125,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9238,1,"Secondary education",122,3,1,"Unskilled worker","Other",114.7,0,0,0,1,0,0,19,0,0,6,9,5,12.1666666666667,0,0,6,8,6,12.4285714285714,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9773,1,"Secondary education",140,19,19,"Other","Personal Services, Security and Safety Workers and Sellers",135.1,1,0,0,1,0,0,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,9.4,-0.8,-3.12,"Graduate"
"Divorced",1,9991,0,"Secondary education",133.1,37,37,"Other","Other",136.2,0,0,0,1,0,0,39,0,0,5,6,5,11,0,0,5,9,5,11.6666666666667,0,10.8,1.4,1.74,"Graduate"
"Single",1,9773,1,"Secondary education",123,19,19,"Unskilled worker","Other",134,0,0,0,1,0,1,20,0,0,6,6,6,13.6666666666667,0,0,6,6,6,13.3333333333333,0,12.4,0.5,1.79,"Graduate"
"Married",1,9500,1,"Secondary education",151,37,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",134.5,0,0,1,1,0,1,18,0,0,7,7,6,14.2,0,0,7,7,6,14.2,0,7.6,2.6,0.32,"Graduate"
"Single",1,9085,1,"Secondary education",133,19,1,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",127.1,1,0,0,1,0,0,18,0,0,6,7,6,15,0,0,6,7,6,16.4285714285714,0,11.1,0.6,2.02,"Graduate"
"Single",1,9500,1,"Secondary education dropout",133.1,38,37,"Unskilled worker","Unskilled worker",133,0,0,0,1,0,0,24,0,0,7,9,6,12.5857142857143,0,0,8,9,7,13.4428571428571,0,13.9,-0.3,0.79,"Graduate"
"Single",4,9853,1,"Secondary education",140,19,38,"Administrative staff","Other",128.5,1,0,0,1,0,0,18,0,0,6,7,6,11.6666666666667,0,0,6,10,6,11.8333333333333,0,10.8,1.4,1.74,"Graduate"
"Single",1,9085,1,"Some higher education",140,19,37,"Unskilled worker","Other",142.5,1,0,0,1,0,1,22,0,7,11,18,8,13.5,0,4,9,16,7,13.7142857142857,0,8.9,1.4,3.51,"Graduate"
"Single",1,9853,1,"Secondary education",122,38,37,"Other","Other",112.9,1,0,0,1,0,1,19,0,0,7,8,7,13.8571428571429,0,0,7,8,6,13.6666666666667,0,8.9,1.4,3.51,"Graduate"
"Married",1,8014,0,"Secondary education",160,37,39,"Unskilled worker","Other",140.9,0,0,0,1,0,0,50,0,7,11,11,11,13.5454545454545,0,3,7,7,7,13.5714285714286,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9773,1,"Secondary education",161,1,19,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",148.4,0,0,0,1,0,1,19,0,0,6,6,6,13.8333333333333,0,0,6,7,6,14.4285714285714,0,15.5,2.8,-4.06,"Graduate"
"Divorced",1,9991,0,"Secondary education",140,1,37,"Other","Other",129.7,0,0,0,1,0,0,35,0,0,5,8,5,12,0,0,5,9,5,12.8571428571429,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9500,1,"Secondary education",152,1,1,"Administrative staff","Other",141,1,0,0,1,0,1,18,0,0,7,7,7,15.1357142857143,0,0,8,8,8,15.2875,0,12.4,0.5,1.79,"Graduate"
"Single",1,9853,1,"Secondary education",140,37,37,"Unskilled worker","Unskilled worker",145.3,0,0,0,1,0,0,18,0,0,6,6,6,13.6666666666667,0,0,6,9,6,12.3333333333333,0,7.6,2.6,0.32,"Graduate"
"Single",1,9991,0,"Higher education",130,37,37,"Unskilled worker","Unskilled worker",146.2,0,0,0,1,0,0,28,0,10,14,16,11,11.2727272727273,0,6,11,16,10,12,0,10.8,1.4,1.74,"Graduate"
"Single",1,8014,0,"Some higher education",160,37,37,"Other","Skilled Workers in Industry, Construction and Craftsmen",156.1,0,0,0,1,0,1,21,0,3,6,6,6,14.6666666666667,0,2,6,6,6,14.1666666666667,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9085,1,"Secondary education",166,1,19,"Administrative staff","Intermediate Level Technicians and Professions",158.7,0,0,0,1,0,0,18,0,0,6,7,6,14.8571428571429,0,0,6,7,6,14,0,11.1,0.6,2.02,"Graduate"
"Single",4,9500,1,"Secondary education",147,1,1,"Administrative staff","Unskilled worker",124.5,1,0,0,1,0,1,19,0,0,8,11,7,12.86,0,0,8,11,7,12.86,0,10.8,1.4,1.74,"Graduate"
"Single",1,9238,1,"Secondary education",121,3,19,"Intermediate Level Technicians and Professions","Other",111.9,1,0,0,1,0,0,20,0,5,11,12,11,11.7272727272727,0,5,11,14,11,12,0,12.4,0.5,1.79,"Graduate"
"Single",1,9085,1,"Some higher education",150,38,37,"Administrative staff","Other",150,1,0,0,1,0,1,22,0,3,6,11,6,13.1428571428571,0,2,6,10,3,12,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9500,1,"Secondary education",142,37,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131.3,1,0,0,1,0,0,19,0,0,8,8,7,14.7314285714286,0,0,8,8,7,14.7314285714286,0,10.8,1.4,1.74,"Graduate"
"Single",1,171,1,"Secondary education",135,1,19,"Intermediate Level Technicians and Professions","Unskilled worker",137.1,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9070,1,"Some higher education",120,1,19,"Intermediate Level Technicians and Professions","Unskilled worker",120,1,0,0,1,0,0,21,0,9,13,14,13,13.6153846153846,1,6,12,12,12,14.25,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9991,0,"Some higher education",140,1,19,"Unskilled worker","Unskilled worker",139,0,0,0,1,0,0,27,0,0,5,5,5,15.8,0,0,5,5,5,14.8,0,8.9,1.4,3.51,"Graduate"
"Single",1,9238,1,"Secondary education",135,1,19,"Administrative staff","Other",129.1,0,0,0,1,0,0,19,0,0,6,6,6,14.6666666666667,0,0,6,7,6,14.5714285714286,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9500,1,"Higher education",122,19,1,"Administrative staff","Other",135.8,0,0,0,1,0,0,24,0,0,8,8,7,12.4014285714286,0,0,8,8,7,12.4014285714286,0,10.8,1.4,1.74,"Graduate"
"Single",1,9991,0,"Some higher education",140,37,37,"Other","Other",140,0,0,0,1,0,0,26,0,3,5,5,5,14,0,1,5,5,5,15.6,0,12.4,0.5,1.79,"Graduate"
"Single",1,9238,1,"Secondary education",132,1,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",127.1,1,0,0,1,0,1,20,0,0,6,9,6,12.3333333333333,0,0,6,6,6,11.8333333333333,0,8.9,1.4,3.51,"Graduate"
"Single",1,9085,1,"Secondary education",131,37,37,"Other","Other",137,0,0,0,1,0,0,18,0,0,5,5,5,14,0,0,5,6,5,15.4,0,7.6,2.6,0.32,"Graduate"
"Single",1,9085,1,"Secondary education",126,1,1,"Unskilled worker","Unskilled worker",127.4,1,0,0,1,0,0,19,0,0,6,13,6,15.2307692307692,0,0,6,10,6,12.375,0,15.5,2.8,-4.06,"Graduate"
"Single",4,9500,1,"Secondary education",136,37,37,"Unskilled worker","Unskilled worker",126.3,1,0,0,1,0,1,18,0,0,7,7,6,11.6,0,0,7,7,6,11.6,0,7.6,2.6,0.32,"Graduate"
"Single",1,9500,1,"Secondary education",135,2,1,"Other","Other",126.6,0,0,0,1,0,1,19,0,0,7,7,7,12.9014285714286,0,0,8,9,8,13.0944444444444,0,11.1,0.6,2.02,"Graduate"
"Single",1,9991,0,"Secondary education",160,1,2,"Administrative staff","Intermediate Level Technicians and Professions",120,0,0,0,1,0,0,30,0,4,7,9,7,14.1428571428571,0,1,5,5,5,14.8,0,7.6,2.6,0.32,"Graduate"
"Single",6,9556,1,"Secondary education",115,19,2,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",112.2,1,0,0,1,0,0,20,0,0,7,7,7,13.7857142857143,0,0,8,8,8,14.1,0,12.4,0.5,1.79,"Graduate"
"Single",1,9500,1,"Secondary education",144,37,37,"Unskilled worker","Intermediate Level Technicians and Professions",150.5,0,0,0,1,0,0,20,0,0,7,7,6,13.9166666666667,0,0,7,7,6,13.9166666666667,0,7.6,2.6,0.32,"Graduate"
"Single",4,9670,1,"Secondary education",128,38,38,"Intermediate Level Technicians and Professions","Skilled Workers in Industry, Construction and Craftsmen",121,1,0,0,1,0,0,19,0,0,6,8,6,13.5,0,0,6,9,6,13.5714285714286,0,11.1,0.6,2.02,"Graduate"
"Single",1,9670,1,"Secondary education",121,19,38,"Administrative staff","Other",114.4,0,0,0,1,0,0,19,0,0,6,10,5,11.5,0,0,6,9,4,14.6,0,11.1,0.6,2.02,"Graduate"
"Single",3,9500,1,"Secondary education",134,37,38,"Unskilled worker","Unskilled worker",120.3,1,0,0,1,0,1,18,0,0,8,8,7,12.0828571428571,0,0,8,8,7,12.0828571428571,0,10.8,1.4,1.74,"Graduate"
"Single",1,8014,0,"Secondary education",120,37,37,"Other","Other",120,0,0,0,1,0,1,27,0,0,6,8,6,11.8333333333333,0,0,6,10,5,12.8,0,15.5,2.8,-4.06,"Graduate"
"Single",2,9147,1,"Secondary education",125,38,38,"Other","Other",114.5,1,0,0,1,0,1,19,0,0,5,6,5,13.4,0,0,5,5,5,12.4,0,12.4,0.5,1.79,"Graduate"
"Single",1,9773,1,"Secondary education",140,1,19,"Administrative staff","Other",124.6,1,0,0,1,0,0,19,0,0,6,7,5,14.2,0,0,6,7,6,14.5714285714286,0,15.5,2.8,-4.06,"Graduate"
"Single",6,9500,1,"Secondary education",144,19,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130.3,1,0,0,1,0,1,18,0,0,8,8,7,13.8142857142857,0,0,8,8,7,13.8142857142857,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9670,1,"Secondary education",130,19,37,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",118.8,0,0,0,1,0,1,18,0,0,6,6,6,14.5,0,0,6,8,6,13.6666666666667,0,12.7,3.7,-1.7,"Graduate"
"Single",6,9500,1,"Secondary education",136,19,38,"Unskilled worker","Intermediate Level Technicians and Professions",132.5,1,0,0,1,0,0,19,0,0,8,9,7,12.3,0,0,8,9,7,12.3,0,12.7,3.7,-1.7,"Graduate"
"Single",5,9500,1,"Secondary education",127,19,19,"Other","Other",120.3,1,0,0,1,0,1,18,0,0,8,8,7,12.6942857142857,0,0,8,8,7,12.6942857142857,0,10.8,1.4,1.74,"Graduate"
"Single",1,9238,1,"Secondary education",128,37,19,"Unskilled worker","Intermediate Level Technicians and Professions",116.5,1,0,0,1,0,1,19,0,0,6,6,6,13,0,0,6,6,6,14.1666666666667,0,NA,0.5,1.79,"Graduate"
"Single",1,9500,1,"Secondary education",128,3,1,"Other","Other",127.8,0,0,0,1,0,1,19,0,0,7,8,7,14.4125,0,0,8,8,8,16.05,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9773,1,"Secondary education",121,1,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",118.9,1,0,0,1,0,0,20,0,0,6,6,6,13.3333333333333,0,0,6,10,5,12.8,0,11.1,0.6,2.02,"Graduate"
"Single",1,9500,1,"Secondary education",126,38,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",114.8,1,0,0,1,0,0,20,0,0,8,8,7,14.4028571428571,0,0,8,8,7,14.4028571428571,0,10.8,1.4,1.74,"Graduate"
"Single",2,9500,1,"Secondary education",131,19,19,"Other","Personal Services, Security and Safety Workers and Sellers",122.1,1,0,0,1,0,0,18,0,0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,"Graduate"
"Single",4,9085,1,"Secondary education",140,19,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",123.7,0,0,0,1,0,0,19,0,0,5,11,5,11.7142857142857,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,"Graduate"
"Married",1,8014,0,"Secondary education",130,34,34,"Other","Other",114.8,0,0,0,1,0,0,44,0,0,6,9,6,11.1666666666667,0,1,6,15,2,11,1,7.6,2.6,0.32,"Graduate"
"Married",1,9003,1,"Secondary education",130,1,19,"Administrative staff","Unskilled worker",152.4,1,0,0,1,0,0,36,0,4,12,14,12,13.8461538461538,0,5,12,18,11,14.0909090909091,0,8.9,1.4,3.51,"Graduate"
"Single",1,9773,1,"Secondary education",125,37,37,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",120.1,0,0,0,1,0,1,18,0,0,6,7,6,12.5,0,0,6,8,6,13.3333333333333,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9070,1,"Secondary education",130,19,19,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",124.5,0,0,0,1,0,1,20,0,5,11,11,11,13.8181818181818,0,5,11,11,11,13.4545454545455,0,11.1,0.6,2.02,"Graduate"
"Single",1,9147,1,"Secondary education dropout",133.1,3,1,"Intermediate Level Technicians and Professions","Personal Services, Security and Safety Workers and Sellers",153.2,1,0,1,1,0,0,24,0,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,"Graduate"
"Single",5,9500,1,"Secondary education",144,19,38,"Administrative staff","Other",141.3,1,0,0,1,0,1,18,0,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,"Graduate"
"Single",1,9238,1,"Secondary education",120,37,37,"Administrative staff","Unskilled worker",117.1,1,0,0,1,0,1,18,0,0,6,10,5,10.5714285714286,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9254,1,"Secondary education",132,19,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",120.1,0,0,0,1,0,1,20,0,0,6,6,6,12.3333333333333,0,0,6,7,6,11.8333333333333,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9500,1,"Secondary education",136,19,19,"Unskilled worker","Unskilled worker",140,1,0,0,1,0,0,20,0,0,7,7,6,13.9666666666667,0,0,7,7,6,13.9666666666667,0,7.6,2.6,0.32,"Graduate"
"Single",1,9670,1,"Secondary education",122,1,19,"Intermediate Level Technicians and Professions","Personal Services, Security and Safety Workers and Sellers",116.8,1,0,0,1,0,0,21,0,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,"Graduate"
"Single",1,9500,1,"Secondary education",117,3,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",113.2,0,1,0,1,0,0,18,0,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,"Graduate"
