"as_of_year","respondent_id","agency_name","agency_abbr","agency_code","loan_type_name","loan_type","loan_purpose_name","loan_purpose","owner_occupancy_name","owner_occupancy","preapproval_name","preapproval","action_taken_name","state_abbr","applicant_ethnicity_name","applicant_ethnicity","co_applicant_ethnicity_name","co_applicant_ethnicity","applicant_race_name_1","applicant_race_1","co_applicant_race_name_1","co_applicant_race_1","applicant_sex_name","applicant_sex","co_applicant_sex_name","co_applicant_sex","applicant_income_000s","population","minority_population","hud_median_family_income","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units"
2017,"0000702454","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","NJ","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,232,4188,38.1300010681152,99800,130.270004272461,841,1408
2017,"0000702518","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MN","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,34,7643,8.26000022888184,65300,100.5,2232,2761
2017,"0000702889","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NM","Hispanic or Latino",1,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,55,7044,90.4599990844727,61900,56.6399993896484,1461,2047
2017,"0000703536","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Female",2,"Male",1,148,7591,19.5200004577637,61500,98.5299987792969,1810,2729
2017,"0000703874","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","LA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,57,7133,41.5400009155273,68100,105.290000915527,1800,2268
2017,"0000703997","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,137,6012,9.46000003814697,93800,48.8800010681152,1330,2487
2017,"0000704192","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,129,3776,10.0600004196167,57600,124.959999084473,1201,1446
2017,"0000704192","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","OH","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,155,4067,10.1099996566772,57600,121.919998168945,1219,1717
2017,"0000704192","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,70,4646,20.0799999237061,57600,115.370002746582,1497,1948
2017,"0000704255","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","IN","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,71,10776,12.8699998855591,68400,112.139999389648,2881,3182
2017,"0000704846","Office of the Comptroller of the Currency","OCC",1,"VA-guaranteed",3,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","KS","Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,152,3715,14.8000001907349,74600,133.399993896484,1297,1395
2017,"0000705153","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NC","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,58,5939,15.1899995803833,52000,109.949996948242,1955,2539
2017,"0000705224","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NC","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,136,7096,20.0300006866455,71200,106.48999786377,2002,3009
2017,"0000706432","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","AL","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,75,6386,17.2299995422363,58800,113.800003051758,2081,2475
2017,"0000706568","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","IN","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,77,7867,4.34999990463257,65600,109.300003051758,2385,3136
2017,"0000706707","Office of the Comptroller of the Currency","OCC",1,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","FL","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,106,3534,34.2700004577637,57300,77.5699996948242,1035,2370
2017,"0000706809","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,78,5309,69.9000015258789,70900,72.9300003051758,1055,1847
2017,"0000707101","Office of the Comptroller of the Currency","OCC",1,"FSA/RHS-guaranteed",4,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","IN","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,59,5073,12,57300,92.5599975585938,1103,1680
2017,"0000707635","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NY","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,50,6070,18.0200004577637,83100,131,2120,2260
2017,"0000708028","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","CA","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,102,11617,68.2099990844727,63200,182.539993286133,2818,3078
2017,"0000708028","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","CA","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Female",2,"No co-applicant",5,187,6950,67.7300033569336,113100,98.2600021362305,1585,2320
2017,"0000708039","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","CO","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,188,7006,10.3299999237061,83900,132.630004882812,2167,2260
2017,"0000708043","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,158,4780,8.97000026702881,67900,142.429992675781,1869,1924
2017,"0000708043","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","RI","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,183,6551,11.0100002288818,74500,147.529998779297,2008,2155
2017,"0000708043","Office of the Comptroller of the Currency","OCC",1,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","OH","Not Hispanic or Latino",2,"No co-applicant",5,"Black or African American",3,"No co-applicant",8,"Male",1,"No co-applicant",5,35,3670,99.5400009155273,67900,79.8099975585938,1204,1850
2017,"0000708186","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","PA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,45,3635,9.98999977111816,75200,88.8300018310547,953,1324
2017,"0000708384","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","HI","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,63,4980,85.5,86600,62.2200012207031,851,439
2017,"0000708384","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","HI","Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"No co-applicant",8,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,85,3602,35.3400001525879,74100,101.080001831055,817,903
2017,"0000711025","Office of the Comptroller of the Currency","OCC",1,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","AR","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,85,7726,25.25,64400,131.960006713867,1808,2593
2017,"0000712609","Office of the Comptroller of the Currency","OCC",1,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","OH","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,35,3114,27.7099990844727,73600,60.8199996948242,718,948
2017,"0000717954","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","WI","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,78,5208,4.96999979019165,67300,137.25,1606,1891
2017,"0000718043","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","NY","Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,96,3493,8.1899995803833,62500,119.209999084473,1082,1892
2017,"0000718043","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NY","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,174,6142,13.789999961853,73700,146.880004882812,1775,2127
2017,"0000722777","Consumer Financial Protection Bureau","CFPB",9,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","PA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,65,2355,10.2799997329712,60500,69.6100006103516,464,882
2017,"0000722777","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NY","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,116,3347,70.6900024414062,73700,75.6399993896484,283,865
2017,"0000722777","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","MA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"Asian",2,"White",5,"Female",2,"Male",1,127,3590,97.8000030517578,94300,39.0699996948242,370,1047
2017,"0000751656","Federal Reserve System","FRS",2,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was requested",1,"Loan originated","MN","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,125,4601,3.19000005722046,65300,109.620002746582,1991,4058
2017,"0000761806","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","CT","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,200,8486,72.4300003051758,108300,54.7999992370605,987,1870
2017,"0000800657","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","ND","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,229,3366,3.50999999046326,78800,97.25,1097,1661
2017,"0000804963","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","CO","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,159,3584,7.59000015258789,83900,131.179992675781,1257,1289
2017,"0000804963","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","CA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,323,2759,20.6599998474121,79300,279.829986572266,1004,1221
2017,"0000808176","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","TN","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,55,8600,18.1399993896484,59100,199.270004272461,2594,2999
2017,"0000808176","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","MS","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,75,5255,10.6000003814697,59100,147.610000610352,1509,1648
2017,"0000808176","Consumer Financial Protection Bureau","CFPB",9,"FHA-insured",2,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","LA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,79,3232,14.4799995422363,52600,146.679992675781,839,1331
2017,"0000808176","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","TX","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,263,3125,17.6599998474121,73400,171.880004882812,999,1310
2017,"0000808176","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","LA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,75,2230,75.1600036621094,63300,43.5200004577637,374,1408
2017,"0000808176","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","AR","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,50,3814,3.64000010490417,46500,78.6399993896484,1143,1610
2017,"0000817824","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","KY","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,121,6383,15.4200000762939,65600,148.580001831055,1726,2169
2017,"0000817824","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","WI","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,85,8568,5.75,69000,130.070007324219,2749,3112
2017,"0000817824","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","NJ","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,240,8575,35.9799995422363,73700,237.529998779297,2367,2571
2017,"0000817824","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","OH","Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,49,3715,25.4899997711182,73900,57.75,832,1240
2017,"0000817824","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","MI","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,111,6885,5.55000019073486,67000,137.220001220703,2080,2305
2017,"0000817824","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","NY","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,43,3758,7.80000019073486,62100,133.580001831055,980,1436
2017,"0000817824","Consumer Financial Protection Bureau","CFPB",9,"VA-guaranteed",3,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Preapproval was not requested",2,"Loan originated","VA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"Black or African American",3,"Black or African American",3,"Male",1,"Female",2,141,3318,50,73000,45.8600006103516,290,839
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"Asian",2,"Asian",2,"Male",1,"Female",2,191,9556,56.6699981689453,72500,139.259994506836,2219,2933
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NJ","Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,175,8024,48.0200004577637,73700,207.880004882812,1899,2317
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","IL","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,93,14434,8.02000045776367,84400,90.4499969482422,6648,7054
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","GA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,85,21032,53.2400016784668,64900,128.929992675781,4370,6422
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NY","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,NA,3985,22.4799995422363,73700,254.600006103516,1027,584
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","CO","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Female",2,"Male",1,87,4144,10.9099998474121,98200,111.360000610352,1317,1748
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NY","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"Black or African American",3,"Male",1,"Female",2,112,4084,73.2399978637695,73700,92.1100006103516,497,653
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NY","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Female",2,"No co-applicant",5,52,5500,79.9800033569336,73700,127.379997253418,1571,1062
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","OH","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"Asian",2,"Asian",2,"Male",1,"Female",2,130,4866,7.57999992370605,65700,212.289993286133,1610,1642
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,68,9868,44.4300003051758,72500,130.470001220703,2501,2960
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","CA","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Female",2,"No co-applicant",5,55,5838,92.75,64300,93.8600006103516,985,1456
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","CA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,334,4636,16.0699996948242,64300,148.440002441406,1230,895
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NY","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,52,6723,20.4799995422363,110800,122.860000610352,2161,2511
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","CA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,281,7124,33.7700004577637,97400,120.470001220703,1889,2238
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","CT","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,83,4155,9.34000015258789,84100,162.440002441406,1259,1407
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","MA","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,525,5644,15.8400001525879,84000,169.389999389648,1557,1745
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","CA","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,140,7330,41.4599990844727,111200,127.099998474121,1702,2137
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","NJ","Hispanic or Latino",1,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,174,5773,26.2399997711182,99800,162.979995727539,1741,1762
2017,"0000852218","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","TX","Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"No co-applicant",8,"Male",1,"No co-applicant",5,100,6156,27.2700004577637,73400,167.339996337891,1493,1927
2017,"0000852320","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","GA","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,27,6697,22.5,61500,115.98999786377,1771,2596
2017,"0000852320","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","FL","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,351,13691,36.7799987792969,58400,101.730003356934,2947,4819
2017,"0000852320","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","SC","Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"White",5,"Male",1,"Female",2,69,2936,5.1399998664856,53700,78.5100021362305,924,1340
2017,"0000852320","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","FL","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Male",1,"No co-applicant",5,60,1334,7.94999980926514,59800,97.2900009155273,432,709
2017,"0000852320","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,"Not applicable",3,"Loan originated","SC","Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"No co-applicant",8,"Female",2,"No co-applicant",5,51,4235,15.039999961853,67700,89.629997253418,1535,1975
