"","loan","village","religion","roof","rooms","beds","electricity","ownership","leader","degree_z"
"45082",0,"45","hindu","sheet",1,1,1,"RENTED",0,-1.21988223941377
"45083",0,"45","hindu","tile",2,2,1,"OWNED",0,-1.0889478985378
"45084",0,"45","hindu","tile",1,1,1,"OWNED",0,-0.565210535033936
"45085",1,"45","hindu","tile",1,0,1,"OWNED",0,-0.565210535033936
"45086",0,"45","hindu","tile",2,0,1,"OWNED",0,-0.958013557661836
"45087",1,"45","hindu","rcc",2,1,1,"OWNED",0,-0.43427619415797
"45088",1,"45","hindu","tile",1,0,1,"OWNED",0,-1.0889478985378
"45089",1,"45","hindu","sheet",2,0,1,"OWNED",0,0.0894611693458965
"45090",1,"45","hindu","tile",3,0,1,"OWNED",0,-0.172407512406037
"45091",1,"45","hindu","tile",3,0,1,"OWNED",0,-0.696144875909903
"45092",1,"45","hindu","tile",2,0,1,"OWNED",0,-0.04147317153007
"45093",0,"45","hindu","tile",1,0,1,"OWNED",0,-0.958013557661836
"45094",0,"45","hindu","tile",1,1,1,"OWNED",0,-0.303341853282003
"45095",0,"45","hindu","tile",4,0,1,"OWNED",0,-0.827079216785869
"45096",0,"45","hindu","tile",3,0,1,"OWNED",0,-0.958013557661836
"45097",1,"45","hindu","rcc",1,0,1,"RENTED",0,-1.0889478985378
"45098",0,"45","hindu","tile",2,0,1,"OWNED",0,-0.303341853282003
"45099",0,"45","hindu","tile",2,0,1,"OWNED",0,-1.0889478985378
"45100",0,"45","hindu","tile",3,0,1,"OWNED",0,0.0894611693458965
"45101",0,"45","hindu","sheet",3,1,1,"OWNED",0,0.482264191973796
"45102",0,"45","hindu","tile",1,0,1,"OWNED",0,-0.827079216785869
"45103",0,"45","hindu","tile",2,1,1,"OWNED",0,-1.0889478985378
"45104",0,"45","hindu","tile",1,0,1,"RENTED",0,-0.04147317153007
"45105",1,"45","hindu","tile",2,0,1,"OWNED",1,-0.04147317153007
"45106",1,"45","hindu","tile",1,0,1,"RENTED",0,-0.303341853282003
"45107",0,"45","hindu","rcc",4,2,1,"OWNED",0,-0.958013557661836
"45108",1,"45","hindu","tile",2,0,1,"OWNED",0,0.35132985109783
"45109",0,"45","hindu","stone",4,1,1,"OWNED",1,0.744132873725729
"45110",0,"45","hindu","tile",1,1,1,"OWNED",0,-0.696144875909903
"45111",0,"45","hindu","thatch",2,2,1,"OWNED",1,0.35132985109783
"45112",0,"45","hindu","rcc",2,1,1,"OWNED",0,-0.565210535033936
"45113",1,"45","hindu","rcc",2,1,1,"OWNED",0,0.875067214601696
"45114",0,"45","hindu","rcc",2,1,1,"OWNED",0,-0.696144875909903
"45115",0,"45","hindu","tile",3,0,1,"OWNED",0,0.875067214601696
"45116",0,"45","hindu","tile",2,0,1,"OWNED",0,1.00600155547766
"45117",0,"45","hindu","tile",3,3,1,"OWNED",0,0.744132873725729
"45118",0,"45","hindu","tile",2,0,1,"OWNED",0,-0.303341853282003
"45119",0,"45","hindu","tile",1,0,1,"OWNED",0,0.0894611693458965
"45120",0,"45","hindu","tile",1,1,1,"OWNED",0,-0.958013557661836
"45121",0,"45","hindu","tile",2,1,1,"OWNED",0,-0.827079216785869
"45122",0,"45","hindu","tile",1,1,1,"OWNED",0,-1.21988223941377
"45123",0,"45","hindu","tile",1,1,1,"OWNED",1,-0.303341853282003
"45124",0,"45","hindu","tile",1,0,0,"OWNED",0,-0.827079216785869
"45125",1,"45","hindu","tile",3,1,1,"OWNED",0,-0.303341853282003
"45126",0,"45","hindu","stone",6,6,1,"OWNED",0,-1.21988223941377
"45127",0,"45","hindu","tile",2,1,1,"OWNED",0,1.13693589635363
"45128",0,"45","hindu","sheet",5,1,1,"OWNED",0,0.613198532849763
"45129",0,"45","hindu","tile",2,0,1,"OWNED",0,-0.565210535033936
"45130",0,"45","hindu","tile",2,3,1,"OWNED",0,-0.43427619415797
"45131",0,"45","hindu","tile",1,0,1,"OWNED",0,-0.827079216785869
"45132",0,"45","hindu","sheet",1,0,1,"RENTED",0,-0.172407512406037
"45133",1,"45","hindu","sheet",1,0,1,"RENTED",0,-0.303341853282003
"45134",1,"45","hindu","rcc",3,4,1,"OWNED",0,-0.172407512406037
"45135",0,"45","hindu","rcc",3,3,1,"OWNED",0,-0.827079216785869
"45136",0,"45","hindu","tile",2,2,1,"OWNED",0,-0.958013557661836
"45137",0,"45","hindu","tile",1,1,1,"OWNED",0,-0.827079216785869
"45138",0,"45","hindu","tile",2,0,1,"OWNED",1,-0.958013557661836
"45139",0,"45","hindu","tile",3,0,1,"OWNED",0,-0.827079216785869
"45140",1,"45","hindu","tile",2,2,1,"OWNED",0,-0.43427619415797
"45141",0,"45","hindu","rcc",4,1,1,"OWNED",0,-0.303341853282003
"45142",0,"45","hindu","rcc",1,0,1,"RENTED",0,-0.958013557661836
"45143",0,"45","hindu","sheet",2,2,1,"OWNED",0,-0.43427619415797
"45144",0,"45","hindu","sheet",1,1,1,"OWNED",0,-0.696144875909903
"45145",1,"45","hindu","tile",1,6,1,"OWNED",0,-0.696144875909903
"45146",0,"45","hindu","rcc",3,0,1,"OWNED",1,-0.565210535033936
"45147",0,"45","hindu","tile",2,1,1,"OWNED",0,0.0894611693458965
"45148",0,"45","islam","tile",2,0,1,"OWNED",0,-1.21988223941377
"45149",1,"45","hindu","rcc",4,0,1,"OWNED",1,-0.04147317153007
"45150",0,"45","hindu","rcc",4,4,1,"OWNED",0,-1.21988223941377
"45151",1,"45","hindu","tile",2,0,1,"OWNED",0,-0.565210535033936
"45152",0,"45","hindu","rcc",2,0,1,"OWNED",0,-0.303341853282003
"45153",0,"45","hindu","rcc",3,1,1,"OWNED",0,-0.827079216785869
"45154",0,"45","hindu","tile",2,4,1,"OWNED",0,0.613198532849763
"45155",0,"45","hindu","tile",1,4,1,"OWNED",0,0.35132985109783
"45156",0,"45","hindu","rcc",2,1,1,"OWNED",0,-1.0889478985378
"45157",1,"45","hindu","rcc",2,1,1,"OWNED",1,-0.303341853282003
"45158",0,"45","hindu","tile",2,1,1,"OWNED",1,-0.04147317153007
"45159",1,"45","hindu","tile",2,0,1,"OWNED",0,0.482264191973796
"45160",0,"45","hindu","sheet",2,2,1,"OWNED",0,0.613198532849763
"45161",0,"45","hindu","tile",2,0,1,"OWNED",0,-1.0889478985378
"45162",0,"45","hindu","tile",1,0,1,"OWNED",0,0.613198532849763
"45163",0,"45","hindu","rcc",4,0,1,"OWNED",1,-0.827079216785869
"45164",1,"45","hindu","stone",4,4,1,"OWNED",0,-0.696144875909903
"45165",0,"45","hindu","tile",3,4,1,"OWNED",0,0.220395510221863
"45166",0,"45","hindu","sheet",2,0,1,"OWNED",0,0.482264191973796
"45167",0,"45","islam","tile",2,2,1,"OWNED",0,-0.958013557661836
"45168",1,"45","hindu","tile",1,0,1,"OWNED",0,1.2678702372296
"45169",0,"45","hindu","tile",1,12,1,"OWNED",1,0.0894611693458965
"45170",0,"45","hindu","tile",1,0,1,"OWNED",0,0.0894611693458965
"45171",0,"45","hindu","tile",1,0,1,"OWNED",0,-0.827079216785869
"45172",0,"45","hindu","tile",2,0,1,"OWNED",0,-0.827079216785869
"45173",1,"45","hindu","tile",2,0,1,"OWNED",0,1.39880457810556
"45174",0,"45","hindu","tile",2,0,1,"OWNED",0,-1.21988223941377
"45175",0,"45","hindu","tile",2,0,1,"OWNED",0,-0.303341853282003
"45176",0,"45","hindu","tile",1,0,1,"OWNED",0,0.220395510221863
"45177",0,"45","hindu","sheet",1,0,1,"RENTED",0,0.220395510221863
"45178",0,"45","hindu","sheet",1,0,1,"RENTED",0,-0.04147317153007
"45179",0,"45","hindu","sheet",2,2,1,"RENTED",0,-1.0889478985378
"45180",0,"45","hindu","sheet",2,0,1,"OWNED",1,-0.04147317153007
"45181",0,"45","hindu","stone",1,1,1,"OWNED",1,-0.827079216785869
"45182",1,"45","hindu","tile",4,0,1,"OWNED",0,-0.04147317153007
"45183",0,"45","hindu","tile",1,0,1,"OWNED",0,-0.958013557661836
"45184",1,"45","hindu","rcc",3,1,1,"OWNED",1,-0.827079216785869
"45185",0,"45","hindu","rcc",2,0,1,"RENTED",1,-1.21988223941377
"45186",0,"45","hindu","tile",4,1,1,"OWNED",0,0.0894611693458965
"45187",0,"45","hindu","stone",1,1,1,"OWNED",0,-0.303341853282003
"45188",1,"45","hindu","stone",2,2,1,"OWNED",1,-0.172407512406037
"45189",1,"45","hindu","stone",0,2,0,"OWNED",0,0.482264191973796
"45190",1,"45","hindu","rcc",3,4,1,"OWNED",0,-1.0889478985378
"45191",0,"45","hindu","stone",1,4,1,"OWNED",0,0.875067214601696
"45192",0,"45","hindu","stone",1,2,1,"OWNED",0,1.52973891898153
"45193",0,"45","hindu","sheet",4,0,1,"OWNED",0,-1.21988223941377
"45194",1,"45","hindu","sheet",3,1,0,"OWNED",0,-1.21988223941377
"45195",0,"45","hindu","sheet",4,2,1,"OWNED",0,-0.696144875909903
"45196",0,"45","hindu","sheet",1,0,1,"OWNED",0,0.482264191973796
"45197",0,"45","hindu","sheet",2,0,1,"RENTED",0,-0.303341853282003
"45198",0,"45","hindu","sheet",4,1,1,"OWNED",0,-0.958013557661836
"45199",0,"45","hindu","sheet",3,0,1,"OWNED",0,-0.04147317153007
"45200",0,"45","hindu","tile",1,0,1,"OWNED",0,1.39880457810556
"45201",0,"45","hindu","sheet",3,1,1,"OWNED",0,-0.565210535033936
"45202",0,"45","hindu","tile",1,0,1,"OWNED",0,-0.565210535033936
"45203",0,"45","hindu","sheet",1,1,1,"OWNED",0,-0.827079216785869
"45204",0,"45","hindu","sheet",3,4,1,"OWNED",0,-0.827079216785869
"45205",0,"45","hindu","sheet",2,3,1,"RENTED",0,0.0894611693458965
"45206",0,"45","hindu","stone",2,2,1,"OWNED",0,-0.827079216785869
"45207",0,"45","hindu","sheet",1,2,1,"OWNED",0,-0.04147317153007
"45208",0,"45","hindu","sheet",3,0,0,"OWNED",1,-0.958013557661836
"45209",0,"45","hindu","rcc",2,1,1,"RENTED",0,0.220395510221863
"45210",0,"45","hindu","sheet",1,0,1,"OWNED",0,-0.827079216785869
"45211",0,"45","hindu","sheet",3,2,0,"OWNED",0,0.220395510221863
"45212",0,"45","hindu","sheet",2,2,1,"OWNED",0,-0.565210535033936
"45213",0,"45","hindu","stone",1,1,0,"OWNED",0,-0.958013557661836
"45214",0,"45","hindu","sheet",3,0,1,"OWNED",0,-0.43427619415797
"45215",0,"45","hindu","sheet",3,2,1,"RENTED",0,-0.958013557661836
"45216",0,"45","hindu","sheet",2,0,1,"OWNED",0,-0.172407512406037
"45217",0,"45","hindu","sheet",2,0,1,"OWNED",0,0.482264191973796
"45218",0,"45","hindu","sheet",2,3,1,"OWNED",0,-0.172407512406037
"45219",0,"45","hindu","stone",1,0,0,"OWNED",0,-0.43427619415797
"45220",0,"45","hindu","rcc",1,0,1,"OWNED",0,-0.303341853282003
"45221",1,"45","hindu","tile",2,1,1,"OWNED",0,-1.0889478985378
"46001",0,"46","islam","sheet",1,1,1,"OWNED",0,1.2678702372296
"46002",0,"46","islam","stone",6,3,1,"OWNED",0,-0.696144875909903
"46003",0,"46","hindu","stone",4,4,1,"OWNED",0,-0.696144875909903
"46004",0,"46","hindu","tile",3,1,1,"RENTED",0,2.18441062336136
"46005",0,"46","hindu","stone",2,0,1,"OWNED",0,1.66067325985749
"46006",0,"46","hindu","tile",2,2,1,"OWNED",0,-0.43427619415797
"46007",0,"46","hindu","sheet",1,1,1,"RENTED",0,0.0894611693458965
"46008",0,"46","hindu","sheet",2,2,1,"OWNED",1,0.35132985109783
"46009",0,"46","hindu","sheet",2,3,1,"OWNED",0,1.39880457810556
"46010",0,"46","hindu","tile",4,0,1,"OWNED",0,-0.172407512406037
"46011",0,"46","hindu","tile",2,1,1,"OWNED",1,1.66067325985749
"46012",0,"46","hindu","sheet",2,1,1,"OWNED",0,1.2678702372296
"46013",1,"46","hindu","rcc",5,5,1,"OWNED",1,1.66067325985749
"46014",0,"46","hindu","tile",2,2,1,"RENTED",0,0.744132873725729
"46015",0,"46","hindu","sheet",3,1,1,"OWNED",0,1.39880457810556
"46016",0,"46","hindu","sheet",3,1,1,"OWNED",1,-0.565210535033936
"46017",0,"46","hindu","tile",2,3,1,"OWNED",0,0.220395510221863
"46018",0,"46","hindu","tile",1,1,1,"OWNED",0,1.2678702372296
"46019",0,"46","hindu","tile",4,0,1,"OWNED",0,-0.43427619415797
"46020",0,"46","hindu","sheet",2,1,1,"OWNED",1,0.35132985109783
"46021",0,"46","hindu","tile",3,0,1,"OWNED",0,-0.172407512406037
"46022",1,"46","islam","tile",2,1,1,"RENTED",0,0.0894611693458965
"46023",0,"46","hindu","tile",2,2,1,"OWNED",0,0.744132873725729
"46024",0,"46","hindu","sheet",2,0,1,"GOVERNMENT",0,2.05347628248539
"46025",0,"46","hindu","tile",2,0,1,"OWNED",0,-0.565210535033936
"46026",0,"46","hindu","sheet",2,0,1,"OWNED",0,-0.172407512406037
"46027",0,"46","hindu","tile",2,0,1,"OWNED",0,-0.303341853282003
"46028",0,"46","hindu","tile",1,0,0,"OWNED",0,0.482264191973796
"46029",0,"46","hindu","tile",1,1,1,"OWNED",0,0.744132873725729
"46030",0,"46","hindu","tile",1,0,1,"RENTED",0,-0.958013557661836
"46031",0,"46","hindu","rcc",3,1,1,"OWNED",0,-0.04147317153007
"46032",0,"46","hindu","sheet",2,1,1,"OWNED",0,0.875067214601696
"46033",0,"46","hindu","tile",2,2,1,"OWNED",1,-0.04147317153007
"46034",0,"46","hindu","sheet",2,0,1,"OWNED",1,-0.827079216785869
"46035",1,"46","islam","tile",2,0,1,"RENTED",0,-0.303341853282003
"46036",0,"46","islam","tile",1,0,1,"RENTED",0,0.0894611693458965
"46037",0,"46","hindu","tile",2,0,1,"OWNED",0,-0.565210535033936
"46038",0,"46","hindu","tile",1,0,1,"OWNED",0,-0.827079216785869
"46039",0,"46","hindu","tile",2,3,1,"OWNED",0,0.0894611693458965
"46040",0,"46","hindu","sheet",1,0,1,"OWNED",0,0.875067214601696
"46041",0,"46","hindu","tile",4,2,1,"OWNED",0,-0.565210535033936
"46042",1,"46","hindu","tile",3,2,1,"OWNED",1,0.220395510221863
"46043",0,"46","islam","rcc",5,1,1,"OWNED",0,-0.696144875909903
"46044",0,"46","islam","stone",1,0,1,"OWNED",0,0.0894611693458965
"46045",0,"46","islam","stone",3,0,1,"OWNED",0,-0.43427619415797
"46046",0,"46","islam","stone",1,0,1,"OWNED",0,-0.04147317153007
"46047",0,"46","hindu","sheet",2,1,1,"OWNED",0,1.79160760073346
"46048",0,"46","hindu","tile",3,0,1,"OWNED",0,-0.04147317153007
"46049",0,"46","islam","tile",2,3,1,"OWNED",0,-0.43427619415797
"46050",0,"46","islam","tile",2,0,1,"OWNED",0,-0.958013557661836
"46051",0,"46","islam","tile",2,0,1,"GOVERNMENT",0,-0.827079216785869
"46052",0,"46","hindu","tile",4,2,1,"RENTED",0,-0.43427619415797
"46053",0,"46","hindu","tile",1,1,1,"OWNED",0,-0.43427619415797
"46054",0,"46","hindu","tile",2,0,1,"OWNED",0,-0.958013557661836
"46055",0,"46","hindu","sheet",3,0,1,"OWNED",0,-0.172407512406037
"46056",0,"46","hindu","tile",1,0,1,"OWNED",0,-0.43427619415797
"46057",1,"46","islam","tile",2,1,1,"OWNED",0,0.744132873725729
"46058",0,"46","islam","sheet",2,0,1,"RENTED",0,-1.0889478985378
"46059",0,"46","hindu","tile",4,1,1,"OWNED",0,-0.565210535033936
"46060",0,"46","hindu","rcc",4,2,1,"OWNED",0,-0.827079216785869
"46061",1,"46","hindu","tile",4,1,1,"OWNED",1,1.00600155547766
"46062",0,"46","hindu","rcc",1,0,1,"OWNED",0,-0.565210535033936
"46063",0,"46","hindu","sheet",1,2,1,"OWNED",0,-1.21988223941377
"46064",0,"46","hindu","sheet",2,2,1,"OWNED",0,-1.0889478985378
"46065",0,"46","hindu","sheet",2,1,1,"OWNED",0,-0.43427619415797
"46066",0,"46","islam","tile",2,1,1,"RENTED",0,-0.958013557661836
"46067",0,"46","islam","tile",3,2,1,"OWNED",0,-0.303341853282003
"46068",0,"46","hindu","tile",3,0,1,"OWNED",0,-0.172407512406037
"46069",0,"46","hindu","stone",2,3,1,"OWNED",0,-0.303341853282003
"46070",1,"46","islam","tile",2,2,1,"RENTED",0,-0.958013557661836
"46071",0,"46","hindu","tile",2,0,1,"OWNED",0,0.0894611693458965
"46072",1,"46","hindu","tile",2,0,1,"OWNED",0,0.482264191973796
"46073",0,"46","hindu","tile",1,2,1,"OWNED",0,-0.43427619415797
"46074",0,"46","hindu","tile",1,2,1,"OWNED",0,0.35132985109783
"46075",0,"46","hindu","tile",2,0,0,"RENTED",0,-1.21988223941377
"46076",1,"46","hindu","sheet",3,0,1,"GOVERNMENT",0,-0.172407512406037
"46077",0,"46","hindu","rcc",2,1,1,"OWNED",0,0.482264191973796
"46078",0,"46","islam","stone",3,1,1,"OWNED",0,-0.958013557661836
"46079",0,"46","islam","tile",3,1,1,"OWNED",0,-1.0889478985378
"46080",0,"46","islam","tile",2,1,1,"OWNED",0,-1.0889478985378
"46081",0,"46","islam","tile",3,0,1,"RENTED",0,-0.958013557661836
"46082",0,"46","islam","tile",4,1,1,"OWNED",0,0.744132873725729
"46083",0,"46","islam","tile",2,0,1,"OWNED",0,-1.0889478985378
"46084",0,"46","islam","tile",3,0,1,"OWNED",0,-0.696144875909903
"46085",0,"46","islam","stone",2,0,1,"OWNED",0,-0.958013557661836
"46086",1,"46","islam","tile",2,0,1,"OWNED",0,1.13693589635363
"46087",0,"46","islam","tile",4,1,1,"OWNED",0,2.05347628248539
"46088",0,"46","islam","tile",2,2,1,"OWNED",0,-0.565210535033936
"46089",0,"46","islam","tile",2,2,1,"OWNED",0,0.875067214601696
"46090",0,"46","islam","sheet",2,1,1,"OWNED",0,-1.0889478985378
"46091",0,"46","islam","sheet",2,0,1,"OWNED",0,-0.04147317153007
"46092",0,"46","islam","sheet",2,0,1,"OWNED",0,-0.43427619415797
"46093",0,"46","islam","tile",3,1,1,"GOVERNMENT",0,0.35132985109783
"46094",0,"46","islam","rcc",4,2,1,"OWNED",0,0.875067214601696
"46095",0,"46","islam","tile",3,1,1,"RENTED",0,-0.04147317153007
"46096",0,"46","islam","tile",1,1,1,"OWNED",0,-0.827079216785869
"46097",0,"46","islam","tile",1,1,1,"OWNED",0,1.52973891898153
"46098",0,"46","islam","rcc",3,3,1,"OWNED",0,3.10095100949313
"46099",0,"46","islam","rcc",6,2,1,"OWNED",1,-0.303341853282003
"46100",0,"46","islam","tile",1,0,0,"OWNED",0,-0.43427619415797
"46101",0,"46","islam","sheet",3,0,1,"RENTED",0,-0.04147317153007
"46102",0,"46","islam","sheet",4,2,1,"OWNED",0,-0.958013557661836
"46103",0,"46","islam","sheet",1,1,1,"RENTED",0,-0.172407512406037
"46104",0,"46","islam","tile",1,1,1,"OWNED",0,-1.0889478985378
"46105",0,"46","islam","sheet",2,0,1,"RENTED",0,-0.827079216785869
"46106",0,"46","islam","sheet",3,1,1,"OWNED",0,-0.43427619415797
"46107",1,"46","islam","rcc",3,2,1,"OWNED",1,0.482264191973796
"46108",1,"46","islam","tile",3,1,1,"OWNED",0,-0.827079216785869
"46109",0,"46","islam","stone",3,1,1,"SHARE_OWNED",0,0.220395510221863
"46110",1,"46","islam","sheet",2,0,1,"RENTED",0,0.35132985109783
"46111",1,"46","islam","tile",2,1,1,"OWNED",0,-0.696144875909903
"46112",1,"46","islam","tile",2,0,1,"RENTED",0,-0.172407512406037
"46113",0,"46","islam","rcc",2,3,1,"OWNED",1,2.83908232774119
"46114",1,"46","hindu","tile",2,1,1,"OWNED",0,-0.565210535033936
"46115",0,"46","hindu","stone",2,2,1,"OWNED",0,0.220395510221863
"46116",0,"46","hindu","sheet",2,1,1,"OWNED",0,-0.172407512406037
"46117",0,"46","hindu","tile",2,0,1,"OWNED",1,-0.172407512406037
"46118",1,"46","hindu","rcc",2,4,1,"OWNED",0,0.220395510221863
"46119",0,"46","hindu","rcc",3,1,1,"OWNED",0,-0.696144875909903
"46120",0,"46","islam","tile",2,2,1,"RENTED",0,-1.21988223941377
"46121",0,"46","islam","rcc",4,4,1,"OWNED",0,0.35132985109783
"46122",0,"46","islam","rcc",4,2,1,"OWNED",0,-0.565210535033936
"46123",0,"46","islam","sheet",2,2,1,"RENTED",0,-0.827079216785869
"46124",0,"46","islam","rcc",2,3,1,"OWNED",0,0.0894611693458965
"46125",0,"46","islam","sheet",4,2,1,"GOVERNMENT",0,0.0894611693458965
"46126",0,"46","islam","rcc",6,4,1,"OWNED",0,0.220395510221863
"46127",0,"46","islam","sheet",4,4,1,"RENTED",0,-0.958013557661836
"46128",0,"46","islam","rcc",3,2,1,"OWNED",0,0.482264191973796
"46129",0,"46","hindu","sheet",4,4,1,"RENTED",1,-0.172407512406037
"46130",0,"46","islam","rcc",3,2,1,"OWNED",0,-0.303341853282003
"46131",0,"46","hindu","sheet",3,1,1,"OWNED",0,-0.04147317153007
"46133",0,"46","hindu","sheet",4,1,1,"OWNED",0,-0.565210535033936
"46134",0,"46","islam","sheet",2,2,1,"RENTED",0,-1.21988223941377
"46135",0,"46","hindu","rcc",6,2,1,"OWNED",0,0.35132985109783
"46136",0,"46","islam","sheet",3,1,1,"OWNED",0,-0.04147317153007
"46137",0,"46","hindu","sheet",1,3,1,"OWNED",0,-0.172407512406037
"46138",0,"46","islam","sheet",2,1,1,"RENTED",0,-0.958013557661836
"46139",0,"46","hindu","sheet",3,0,1,"OWNED",0,-0.958013557661836
"46140",0,"46","islam","tile",3,2,1,"OWNED",0,-0.696144875909903
"46141",0,"46","hindu","tile",1,0,1,"OWNED",0,-0.565210535033936
"46142",0,"46","hindu","sheet",1,0,1,"OWNED",0,-0.696144875909903
"46143",0,"46","islam","tile",1,1,1,"OWNED",0,-0.827079216785869
"46144",0,"46","hindu","sheet",1,3,1,"OWNED",0,0.0894611693458965
"46145",0,"46","hindu","sheet",3,1,0,"OWNED",0,-0.696144875909903
"46146",0,"46","hindu","rcc",4,1,1,"OWNED",0,-1.0889478985378
"46147",0,"46","islam","tile",1,1,1,"OWNED",0,-0.04147317153007
"46148",0,"46","islam","stone",1,1,1,"OWNED",0,-0.696144875909903
"46149",0,"46","hindu","tile",2,0,1,"OWNED",0,-0.04147317153007
"46150",0,"46","hindu","tile",2,0,1,"OWNED",0,-0.827079216785869
"46151",0,"46","hindu","tile",2,0,1,"RENTED",0,0.613198532849763
"46152",0,"46","hindu","tile",3,0,1,"RENTED",0,-1.0889478985378
"46153",0,"46","islam","sheet",3,1,1,"GOVERNMENT",0,0.875067214601696
"46154",0,"46","islam","sheet",3,1,1,"OWNED",0,1.13693589635363
"46155",0,"46","islam","tile",2,0,1,"OWNED",1,1.92254194160943
"46156",0,"46","islam","tile",1,2,1,"RENTED",0,1.00600155547766
"46157",0,"46","islam","stone",2,1,1,"OWNED",1,0.0894611693458965
"46158",0,"46","islam","sheet",1,3,1,"OWNED",0,0.35132985109783
"46159",0,"46","islam","tile",4,1,1,"OWNED",1,0.613198532849763
"46160",0,"46","islam","tile",3,1,1,"OWNED",0,-0.696144875909903
"46161",0,"46","islam","sheet",4,2,1,"OWNED",0,-0.172407512406037
"46162",0,"46","islam","sheet",2,1,1,"RENTED",0,-0.696144875909903
"46163",0,"46","islam","sheet",2,0,1,"OWNED",0,-0.43427619415797
"46164",0,"46","islam","tile",1,0,1,"OWNED",0,-0.958013557661836
"46165",0,"46","islam","sheet",2,3,1,"OWNED",0,-0.827079216785869
"46166",0,"46","islam","sheet",1,3,1,"RENTED",0,-0.958013557661836
"46167",0,"46","islam","sheet",3,1,1,"OWNED",0,0.482264191973796
"46168",1,"46","islam","rcc",4,2,1,"OWNED",1,2.05347628248539
"46169",1,"46","islam","tile",1,0,1,"OWNED",0,0.482264191973796
"46170",0,"46","hindu","tile",2,0,1,"OWNED",0,-0.827079216785869
"46171",0,"46","hindu","tile",1,0,0,"OWNED",0,0.482264191973796
"46172",0,"46","hindu","tile",3,1,1,"OWNED",1,2.05347628248539
"46173",0,"46","islam","stone",4,2,1,"OWNED",0,0.35132985109783
"46174",0,"46","islam","tile",2,3,1,"OWNED",0,-0.565210535033936
"46175",0,"46","islam","tile",2,2,1,"OWNED",0,0.744132873725729
"46176",0,"46","islam","sheet",4,1,1,"OWNED",0,-0.958013557661836
"46177",0,"46","islam","sheet",3,2,1,"OWNED",0,-0.303341853282003
"46178",0,"46","hindu","tile",3,0,1,"OWNED",1,0.744132873725729
"46179",0,"46","hindu","tile",4,1,1,"OWNED",0,0.744132873725729
"46180",0,"46","islam","tile",3,0,1,"OWNED",0,-0.696144875909903
"46181",0,"46","islam","tile",2,4,1,"OWNED",0,-0.43427619415797
"46182",0,"46","hindu","sheet",2,0,1,"OWNED",0,1.39880457810556
"46183",0,"46","hindu","sheet",3,0,1,"OWNED",0,-0.958013557661836
"46184",0,"46","hindu","tile",3,0,1,"OWNED",0,-0.172407512406037
"46185",0,"46","hindu","sheet",2,0,1,"OWNED",0,-0.696144875909903
"46186",0,"46","hindu","sheet",2,0,1,"OWNED",0,0.613198532849763
"46187",0,"46","hindu","tile",2,0,1,"OWNED",0,0.0894611693458965
"46188",0,"46","hindu","tile",1,0,1,"OWNED",0,-0.827079216785869
"46189",0,"46","hindu","sheet",3,2,1,"OWNED",0,-0.04147317153007
"46190",0,"46","hindu","sheet",2,0,1,"OWNED",0,-0.04147317153007
"46191",0,"46","hindu","tile",3,0,1,"OWNED",0,-0.827079216785869
"46192",0,"46","hindu","tile",3,4,1,"OWNED",0,0.220395510221863
"46193",0,"46","islam","sheet",3,1,1,"OWNED",0,-0.172407512406037
"46194",0,"46","hindu","sheet",2,0,1,"OWNED",0,-0.172407512406037
"46195",0,"46","hindu","tile",2,0,1,"OWNED",0,-0.43427619415797
"46196",0,"46","hindu","sheet",1,0,0,"RENTED",0,-1.0889478985378
"46197",0,"46","hindu","sheet",6,2,1,"OWNED",0,-1.0889478985378
"46198",0,"46","islam","sheet",1,0,1,"RENTED",0,-0.565210535033936
"46199",0,"46","islam","sheet",1,0,1,"RENTED",1,-0.565210535033936
"46200",0,"46","islam","tile",1,0,1,"OWNED",1,0.220395510221863
"46201",0,"46","islam","tile",0,0,1,"RENTED",0,-1.0889478985378
"46202",0,"46","hindu","tile",2,2,1,"OWNED",0,-1.0889478985378
"46203",0,"46","hindu","sheet",2,1,1,"OWNED",0,-1.0889478985378
"46204",0,"46","hindu","tile",1,0,1,"OWNED",0,-0.958013557661836
"46205",0,"46","hindu","sheet",4,2,1,"OWNED",0,-0.958013557661836
"46206",0,"46","hindu","tile",2,2,1,"OWNED",0,-0.303341853282003
"46207",0,"46","hindu","tile",2,3,1,"OWNED",0,0.0894611693458965
"46208",0,"46","hindu","sheet",2,3,1,"OWNED",0,-0.827079216785869
"46209",0,"46","hindu","tile",4,0,1,"OWNED",0,-1.21988223941377
"46210",0,"46","hindu","sheet",2,0,1,"OWNED",0,0.35132985109783
"46211",0,"46","hindu","sheet",2,0,1,"OWNED",0,-0.958013557661836
"46212",0,"46","hindu","sheet",1,0,1,"OWNED",0,-1.0889478985378
"46213",0,"46","hindu","sheet",2,0,1,"OWNED",1,0.35132985109783
"46214",0,"46","hindu","sheet",2,0,1,"OWNED",0,-0.565210535033936
"46215",0,"46","hindu","sheet",4,0,1,"OWNED",1,0.220395510221863
"46216",0,"46","hindu","tile",2,0,1,"OWNED",0,-0.565210535033936
"46217",0,"46","hindu","sheet",3,1,1,"OWNED",0,-0.172407512406037
"46218",0,"46","hindu","sheet",1,0,1,"OWNED",0,-1.21988223941377
"46219",0,"46","hindu","tile",3,0,1,"OWNED",0,1.66067325985749
