"id","water_bill","barrel","barrel_num","yard_size","home_garden","attitude_env","temperature","county","year"
1134,206.836830606008,"No barrel",0,23099,"Home garden",10,66.05375,"Hays",2019
1135,196.966152700042,"No barrel",0,26037,"Home garden",10,56.0853125,"Guadalupe",2019
1136,216.729574188042,"No barrel",0,12385,"No home garden",3,70.3259375,"Comal",2019
1139,240.909259294516,"No barrel",0,15881,"No home garden",6,72.7671875,"Comal",2019
1141,203.646403951605,"No barrel",0,15889,"No home garden",8,64.2228125,"Travis",2019
1142,224.563284899049,"No barrel",0,17855,"No home garden",4,65.646875,"Comal",2019
1144,280.29643940149,"No barrel",0,31899,"Home garden",8,81.7184375,"Travis",2019
1145,298.717146849345,"No barrel",0,35073,"Home garden",6,67.68125,"Guadalupe",2019
1146,219.236105200074,"No barrel",0,13255,"No home garden",5,68.901875,"Guadalupe",2019
1147,254.698511796887,"No barrel",0,26485,"No home garden",4,54.254375,"Hays",2019
1148,231.609008325399,"No barrel",0,26003,"Home garden",6,47.3375,"Travis",2019
1149,282.879625482075,"No barrel",0,30258,"Home garden",6,71.343125,"Guadalupe",2019
1151,209.104066027702,"No barrel",0,9033,"No home garden",5,55.6784375,"Travis",2019
1155,209.554248594537,"No barrel",0,7541,"No home garden",4,59.7471875,"Travis",2019
1156,217.069841501424,"No barrel",0,27232,"Home garden",7,50.7959375,"Guadalupe",2019
1157,249.802422822452,"No barrel",0,29722,"Home garden",9,67.274375,"Travis",2019
1158,279.805782072034,"No barrel",0,26075,"No home garden",2,63.4090625,"Travis",2019
1159,250.258151343371,"No barrel",0,14384,"No home garden",4,78.8703125,"Guadalupe",2019
1161,248.181902362261,"No barrel",0,28459,"Home garden",10,65.0365625,"Hays",2019
1163,266.566190073373,"No barrel",0,33570,"Home garden",6,74.598125,"Hays",2019
1164,229.685586401869,"No barrel",0,22424,"No home garden",4,54.8646875,"Travis",2019
1167,280.064528297734,"No barrel",0,32310,"Home garden",5,70.93625,"Travis",2019
1168,227.461958127139,"No barrel",0,15678,"No home garden",4,79.2771875,"Hays",2019
1169,237.048036911916,"No barrel",0,14919,"No home garden",3,65.8503125,"Travis",2019
1171,245.568006920569,"No barrel",0,28436,"No home garden",4,60.1540625,"Comal",2019
1172,218.97367340412,"No barrel",0,16990,"No home garden",5,65.4434375,"Hays",2019
1173,265.441493941317,"No barrel",0,19676,"No home garden",2,80.0909375,"Guadalupe",2019
1175,285.851934383877,"No barrel",0,37279,"Home garden",9,82.5321875,"Comal",2019
1179,270.20642029628,"No barrel",0,30159,"Home garden",6,63.8159375,"Hays",2019
1180,236.327632792606,"No barrel",0,24874,"No home garden",6,66.05375,"Travis",2019
1181,268.783150439355,"No barrel",0,20654,"No home garden",2,77.853125,"Travis",2019
1184,296.353183615026,"No barrel",0,25517,"No home garden",4,90.6696875,"Comal",2019
1186,260.509075057562,"No barrel",0,36220,"No home garden",3,49.1684375,"Comal",2019
1188,248.883488787892,"No barrel",0,29173,"Home garden",7,74.8015625,"Travis",2019
1189,240.455497757651,"No barrel",0,25607,"No home garden",5,72.156875,"Travis",2019
1191,213.181017564594,"No barrel",0,17968,"No home garden",5,75.411875,"Hays",2019
1192,206.161796054521,"No barrel",0,20285,"No home garden",2,54.66125,"Hays",2019
1194,268.213264996111,"No barrel",0,31885,"Home garden",7,74.19125,"Guadalupe",2019
1196,254.723601902211,"No barrel",0,22185,"No home garden",4,70.7328125,"Travis",2019
1197,242.952970645077,"No barrel",0,14517,"No home garden",2,73.5809375,"Hays",2019
1199,274.94957829811,"No barrel",0,31655,"No home garden",4,65.8503125,"Comal",2019
1200,264.596610955602,"No barrel",0,13989,"No home garden",5,78.26,"Comal",2019
1201,236.224628853992,"No barrel",0,22183,"No home garden",6,60.1540625,"Hays",2019
1202,266.984929685194,"No barrel",0,17451,"No home garden",6,71.1396875,"Comal",2019
1203,236.189305810026,"No barrel",0,23782,"No home garden",2,65.0365625,"Comal",2019
1204,201.599092853407,"No barrel",0,2969,"No home garden",5,73.784375,"Travis",2019
1205,263.054416527412,"No barrel",0,24186,"No home garden",3,78.0565625,"Guadalupe",2019
1207,223.171685641442,"No barrel",0,20995,"No home garden",5,51.40625,"Hays",2019
1208,258.643690339342,"No barrel",0,25062,"Home garden",8,82.32875,"Travis",2019
1209,246.245162983507,"No barrel",0,16219,"No home garden",4,60.764375,"Travis",2019
1210,192.652034537038,"No barrel",0,19122,"Home garden",8,52.22,"Hays",2019
1211,176.5271744868,"No barrel",0,16677,"Home garden",9,66.05375,"Comal",2019
1212,267.356892012835,"No barrel",0,23348,"No home garden",4,80.294375,"Guadalupe",2019
1217,224.530358002969,"No barrel",0,14181,"No home garden",5,71.9534375,"Travis",2019
1218,208.062105153163,"No barrel",0,9817,"No home garden",3,59.950625,"Comal",2019
1220,204.328303210659,"No barrel",0,10522,"No home garden",4,72.970625,"Comal",2019
1221,233.285194366582,"No barrel",0,16007,"No home garden",3,73.784375,"Hays",2019
1223,271.162201605895,"No barrel",0,19859,"No home garden",2,73.784375,"Hays",2019
1224,223.483502301594,"No barrel",0,9177,"No home garden",2,77.039375,"Travis",2019
1225,216.622721002934,"No barrel",0,11933,"No home garden",4,87.21125,"Comal",2019
1226,242.931422141137,"No barrel",0,25745,"No home garden",2,70.93625,"Hays",2019
1227,239.259472599251,"No barrel",0,22408,"No home garden",7,72.56375,"Travis",2019
1228,231.318552669343,"No barrel",0,18781,"No home garden",5,78.8703125,"Travis",2019
1229,285.618647657964,"No barrel",0,35488,"No home garden",5,66.6640625,"Travis",2019
1231,243.294360562335,"No barrel",0,15576,"No home garden",3,67.8846875,"Comal",2019
1232,215.025803231253,"No barrel",0,19180,"No home garden",7,65.8503125,"Comal",2019
1235,277.050919946126,"No barrel",0,35610,"No home garden",1,57.509375,"Travis",2019
1237,218.683268065984,"No barrel",0,13387,"No home garden",4,65.4434375,"Travis",2019
1238,260.232831813359,"No barrel",0,22504,"No home garden",3,77.2428125,"Travis",2019
1240,249.322022627098,"No barrel",0,23959,"No home garden",4,72.156875,"Hays",2019
1241,287.761797691901,"No barrel",0,22785,"No home garden",3,88.2284375,"Comal",2019
2,278.257283789532,"No barrel",0,39479,"Home garden",7,61.7815625,"Bexar",2018
4,283.738389554924,"No barrel",0,28259,"No home garden",2,72.970625,"Bexar",2018
7,230.390066709971,"No barrel",0,7041,"No home garden",3,64.2228125,"Bexar",2018
8,284.539659722675,"No barrel",0,29434,"No home garden",4,74.3946875,"Bexar",2018
10,277.902980777312,"No barrel",0,29741,"Home garden",9,68.495,"Bexar",2018
17,207.473070763845,"No barrel",0,14641,"No home garden",8,48.7615625,"Bexar",2018
19,192.454560231817,"No barrel",0,6782,"No home garden",9,56.695625,"Bexar",2018
20,243.84801975057,"No barrel",0,19185,"No home garden",5,63.8159375,"Bexar",2018
21,244.069396506934,"No barrel",0,26319,"Home garden",7,71.5465625,"Bexar",2018
24,207.791304310798,"No barrel",0,8066,"No home garden",8,73.5809375,"Bexar",2018
25,194.299013959201,"No barrel",0,9509,"No home garden",6,72.3603125,"Bexar",2018
27,286.877086914962,"No barrel",0,20160,"No home garden",2,77.039375,"Bexar",2018
28,286.66994696774,"No barrel",0,28510,"Home garden",7,74.8015625,"Bexar",2018
30,245.438403993771,"No barrel",0,11933,"No home garden",4,74.598125,"Bexar",2018
31,284.321825754822,"No barrel",0,36989,"Home garden",5,57.509375,"Bexar",2018
32,224.302525523192,"No barrel",0,13489,"No home garden",5,78.26,"Bexar",2018
33,266.594929758083,"No barrel",0,17570,"No home garden",2,68.901875,"Bexar",2018
34,252.938679578085,"No barrel",0,17197,"No home garden",3,77.2428125,"Bexar",2018
35,281.227778890131,"No barrel",0,37644,"Home garden",6,64.42625,"Bexar",2018
36,275.922539752568,"No barrel",0,33476,"Home garden",7,73.5809375,"Bexar",2018
37,259.034398263967,"No barrel",0,24009,"No home garden",1,59.54375,"Bexar",2018
39,292.763223362928,"No barrel",0,31316,"Home garden",6,75.005,"Bexar",2018
40,280.331411637769,"No barrel",0,34542,"Home garden",5,76.8359375,"Bexar",2018
41,262.027193158392,"No barrel",0,14983,"No home garden",4,72.7671875,"Bexar",2018
44,216.309786004077,"No barrel",0,15527,"No home garden",2,69.1053125,"Bexar",2018
46,284.712676124294,"No barrel",0,28308,"No home garden",2,76.0221875,"Bexar",2018
47,241.165707133778,"No barrel",0,26454,"No home garden",5,59.54375,"Bexar",2018
48,283.189956810962,"No barrel",0,29906,"No home garden",4,75.81875,"Bexar",2018
49,227.323083874881,"No barrel",0,18501,"Home garden",9,70.1225,"Bexar",2018
50,264.591765338428,"No barrel",0,26720,"No home garden",5,78.8703125,"Bexar",2018
51,286.325877967,"No barrel",0,35343,"Home garden",6,69.9190625,"Bexar",2018
52,233.094741944395,"No barrel",0,12211,"No home garden",6,71.9534375,"Bexar",2018
55,226.26585677321,"No barrel",0,12990,"No home garden",4,75.005,"Bexar",2018
57,260.42109133324,"No barrel",0,27521,"Home garden",7,65.8503125,"Bexar",2018
59,280.043923856897,"No barrel",0,26410,"No home garden",4,70.93625,"Bexar",2018
64,202.799712296626,"No barrel",0,13646,"No home garden",6,63.8159375,"Bexar",2018
65,240.700810242741,"No barrel",0,20140,"No home garden",3,55.881875,"Bexar",2018
67,246.513868937855,"No barrel",0,11316,"No home garden",8,73.9878125,"Bexar",2018
68,299.750365582953,"No barrel",0,23572,"No home garden",4,79.480625,"Bexar",2018
69,270.187116010001,"No barrel",0,29730,"No home garden",5,70.529375,"Bexar",2018
70,232.607049756723,"No barrel",0,12860,"No home garden",6,67.0709375,"Bexar",2018
71,238.593012259149,"No barrel",0,13761,"No home garden",5,58.1196875,"Bexar",2018
73,254.700286655801,"No barrel",0,31993,"Home garden",5,68.495,"Bexar",2018
75,277.303552091603,"No barrel",0,36695,"Home garden",5,61.7815625,"Bexar",2018
76,252.580959956147,"No barrel",0,16829,"No home garden",1,55.2715625,"Bexar",2018
77,233.553957719044,"No barrel",0,26067,"Home garden",7,63.0021875,"Bexar",2018
78,245.518746295377,"No barrel",0,23897,"No home garden",7,70.1225,"Bexar",2018
79,254.621417261636,"No barrel",0,34248,"Home garden",7,70.1225,"Bexar",2018
80,280.725221907874,"No barrel",0,28608,"Home garden",7,75.81875,"Bexar",2018
82,256.895278905759,"No barrel",0,24637,"Home garden",6,67.8846875,"Bexar",2018
83,273.271527251305,"No barrel",0,29531,"Home garden",6,64.6296875,"Bexar",2018
84,231.949043857886,"No barrel",0,18565,"No home garden",5,66.05375,"Bexar",2018
85,242.522065303268,"No barrel",0,19108,"No home garden",1,75.411875,"Bexar",2018
86,271.354181422631,"No barrel",0,30574,"Home garden",6,75.6153125,"Bexar",2018
87,249.038698678912,"No barrel",0,20286,"No home garden",4,63.0021875,"Bexar",2018
88,288.511650194551,"No barrel",0,16218,"No home garden",4,71.1396875,"Bexar",2018
89,205.564968767438,"No barrel",0,18107,"No home garden",7,66.6640625,"Bexar",2018
90,245.887858676962,"No barrel",0,23129,"Home garden",8,73.9878125,"Bexar",2018
93,266.194475444199,"No barrel",0,12219,"No home garden",2,85.990625,"Bexar",2018
94,230.718833385929,"No barrel",0,27721,"Home garden",6,53.03375,"Bexar",2018
95,269.728357142595,"No barrel",0,18977,"No home garden",4,81.515,"Bexar",2018
98,214.75671791687,"No barrel",0,16333,"No home garden",6,63.6125,"Bexar",2018
99,292.596783913913,"No barrel",0,26412,"No home garden",6,72.3603125,"Bexar",2018
101,239.95079334523,"No barrel",0,22827,"No home garden",3,57.1025,"Bexar",2018
102,297.061179249418,"No barrel",0,28279,"No home garden",4,67.274375,"Bexar",2018
104,197.174666872294,"No barrel",0,11176,"No home garden",6,55.881875,"Bexar",2018
105,198.475185033232,"No barrel",0,10682,"No home garden",6,56.4921875,"Bexar",2018
106,275.585177203883,"No barrel",0,25144,"No home garden",4,70.3259375,"Bexar",2018
107,257.834889015764,"No barrel",0,22087,"No home garden",5,70.3259375,"Bexar",2018
109,247.936417501495,"No barrel",0,26079,"No home garden",5,69.715625,"Bexar",2018
110,240.434412035505,"No barrel",0,21691,"No home garden",5,63.8159375,"Bexar",2018
113,240.243873599467,"No barrel",0,26331,"Home garden",8,75.6153125,"Bexar",2018
114,276.155175088331,"No barrel",0,32150,"No home garden",4,67.8846875,"Bexar",2018
119,240.762246760805,"No barrel",0,21556,"No home garden",4,73.1740625,"Bexar",2018
124,265.317460166134,"No barrel",0,19757,"No home garden",5,88.2284375,"Bexar",2018
125,268.068525702481,"No barrel",0,24519,"No home garden",5,71.75,"Bexar",2018
126,222.421230639513,"No barrel",0,27526,"No home garden",6,47.1340625,"Bexar",2018
127,254.419424771253,"No barrel",0,22271,"No home garden",6,68.495,"Bexar",2018
128,252.838676953248,"No barrel",0,17550,"No home garden",3,74.598125,"Bexar",2018
129,237.242910447075,"No barrel",0,22228,"No home garden",3,55.475,"Bexar",2018
132,237.669483335276,"No barrel",0,19544,"No home garden",7,56.8990625,"Bexar",2018
134,247.550064799239,"No barrel",0,14885,"No home garden",7,69.9190625,"Bexar",2018
135,293.732803121763,"No barrel",0,27255,"No home garden",5,96.569375,"Bexar",2018
136,239.306088974593,"No barrel",0,22252,"No home garden",5,66.460625,"Bexar",2018
138,253.710409457882,"No barrel",0,28339,"No home garden",4,58.323125,"Bexar",2018
142,265.215756973994,"No barrel",0,26763,"No home garden",5,84.363125,"Bexar",2018
143,262.20722493331,"No barrel",0,20645,"No home garden",6,68.2915625,"Bexar",2018
144,235.83197070447,"No barrel",0,11961,"No home garden",4,73.1740625,"Bexar",2018
145,210.526776150871,"No barrel",0,17118,"No home garden",7,71.343125,"Bexar",2018
146,255.632318667734,"No barrel",0,28364,"Home garden",6,68.088125,"Bexar",2018
150,224.040490403845,"No barrel",0,22450,"No home garden",7,65.24,"Bexar",2018
152,277.062206218519,"No barrel",0,27979,"No home garden",2,75.411875,"Bexar",2018
153,201.400534449801,"No barrel",0,6885,"No home garden",7,64.42625,"Bexar",2018
155,237.187519266016,"No barrel",0,18034,"No home garden",5,75.005,"Bexar",2018
157,258.844035803909,"No barrel",0,13369,"No home garden",2,80.70125,"Bexar",2018
160,196.736825714651,"No barrel",0,6049,"No home garden",6,66.05375,"Bexar",2018
161,239.769022111345,"No barrel",0,28028,"No home garden",6,70.7328125,"Bexar",2018
162,183.668382819348,"No barrel",0,24006,"Home garden",8,55.6784375,"Bexar",2018
163,213.762976497133,"No barrel",0,22052,"No home garden",4,54.8646875,"Bexar",2018
164,244.624235066535,"No barrel",0,27177,"No home garden",6,70.93625,"Bexar",2018
167,260.965388223325,"No barrel",0,34602,"No home garden",4,71.5465625,"Bexar",2018
168,256.843902318634,"No barrel",0,24962,"No home garden",5,68.088125,"Bexar",2018
169,197.019719204524,"No barrel",0,7522,"No home garden",9,77.6496875,"Bexar",2018
170,274.721289688748,"No barrel",0,30832,"No home garden",3,66.6640625,"Bexar",2018
171,303.245973341687,"No barrel",0,33357,"Home garden",7,79.6840625,"Bexar",2018
172,274.846710501293,"No barrel",0,28891,"No home garden",4,71.9534375,"Bexar",2018
174,274.296359486941,"No barrel",0,22879,"No home garden",1,75.005,"Bexar",2018
177,272.668821167955,"No barrel",0,38750,"No home garden",4,57.91625,"Bexar",2018
178,239.4686412976,"No barrel",0,10549,"No home garden",6,73.3775,"Bexar",2018
179,271.202778639215,"No barrel",0,16835,"No home garden",2,75.6153125,"Bexar",2018
180,290.065708978723,"No barrel",0,29641,"No home garden",5,59.7471875,"Bexar",2018
181,191.890225683398,"No barrel",0,1950,"No home garden",7,67.68125,"Bexar",2018
184,240.047503476146,"No barrel",0,23409,"No home garden",5,68.2915625,"Bexar",2018
185,319.65948859244,"No barrel",0,36306,"No home garden",3,84.1596875,"Bexar",2018
186,219.025814348609,"No barrel",0,14235,"No home garden",8,75.2084375,"Bexar",2018
188,204.57458031896,"No barrel",0,19659,"No home garden",5,48.558125,"Bexar",2018
192,307.281221456086,"No barrel",0,36826,"Home garden",7,78.666875,"Bexar",2018
193,235.020948124372,"No barrel",0,17097,"No home garden",5,63.4090625,"Bexar",2018
194,241.052638673191,"No barrel",0,14804,"No home garden",5,87.8215625,"Bexar",2018
199,306.707624105413,"No barrel",0,39000,"Home garden",4,80.9046875,"Bexar",2018
202,189.741519469898,"No barrel",0,7235,"No home garden",9,68.2915625,"Bexar",2018
203,252.54699388241,"No barrel",0,19168,"No home garden",6,65.8503125,"Bexar",2018
204,306.231107817641,"No barrel",0,28649,"Home garden",8,85.58375,"Bexar",2018
205,245.28836551656,"No barrel",0,17615,"No home garden",3,78.666875,"Bexar",2018
207,256.962347896872,"No barrel",0,29426,"Home garden",6,61.7815625,"Bexar",2018
208,226.049165843324,"No barrel",0,22186,"No home garden",5,52.8303125,"Bexar",2018
209,273.869048996453,"No barrel",0,24699,"Home garden",8,72.3603125,"Bexar",2018
212,238.524434827868,"No barrel",0,28699,"No home garden",6,57.3059375,"Bexar",2018
213,239.300290241985,"No barrel",0,22377,"No home garden",5,57.7128125,"Bexar",2018
215,219.424282581577,"No barrel",0,17516,"No home garden",7,72.3603125,"Bexar",2018
216,231.413189711896,"No barrel",0,24901,"Home garden",9,71.5465625,"Bexar",2018
223,268.926105946793,"No barrel",0,26493,"No home garden",4,79.07375,"Bexar",2018
226,231.838562724847,"No barrel",0,26145,"No home garden",5,66.2571875,"Bexar",2018
228,292.029278808866,"No barrel",0,28862,"No home garden",4,79.07375,"Bexar",2018
229,266.336262430422,"No barrel",0,28305,"No home garden",4,74.598125,"Bexar",2018
230,214.853234502821,"No barrel",0,22778,"Home garden",7,74.3946875,"Bexar",2018
231,234.194105021321,"No barrel",0,28042,"No home garden",6,46.3203125,"Bexar",2018
232,240.106160255855,"No barrel",0,20065,"No home garden",3,78.8703125,"Bexar",2018
233,224.323644501587,"No barrel",0,8463,"No home garden",6,60.9678125,"Bexar",2018
235,207.860455953862,"No barrel",0,22067,"Home garden",8,52.0165625,"Bexar",2018
236,251.248996158862,"No barrel",0,12730,"No home garden",3,82.5321875,"Bexar",2018
237,268.133141200843,"No barrel",0,23102,"No home garden",5,85.7871875,"Bexar",2018
238,258.283726827544,"No barrel",0,25148,"Home garden",6,69.9190625,"Bexar",2018
239,257.79450012251,"No barrel",0,29420,"No home garden",5,66.8675,"Bexar",2018
241,270.44688100981,"No barrel",0,26237,"No home garden",4,70.529375,"Bexar",2018
242,259.659225780109,"No barrel",0,16245,"No home garden",2,78.0565625,"Bexar",2018
243,253.026801246595,"No barrel",0,20156,"No home garden",4,77.2428125,"Bexar",2018
244,273.941165732741,"No barrel",0,12116,"No home garden",3,90.46625,"Bexar",2018
245,292.16114422899,"No barrel",0,27499,"No home garden",4,90.873125,"Bexar",2018
248,215.412704716755,"No barrel",0,14483,"No home garden",7,66.8675,"Bexar",2018
250,221.471365683056,"No barrel",0,17426,"No home garden",7,50.5925,"Bexar",2018
251,201.637417053022,"No barrel",0,10322,"No home garden",6,58.1196875,"Bexar",2018
252,222.299476569695,"No barrel",0,10334,"No home garden",6,81.3115625,"Bexar",2018
253,295.820687694593,"No barrel",0,31526,"Home garden",5,66.8675,"Bexar",2018
254,237.448885328237,"No barrel",0,14850,"No home garden",5,78.4634375,"Bexar",2018
255,256.00384906937,"No barrel",0,13115,"No home garden",3,69.5121875,"Bexar",2018
257,282.001574632372,"No barrel",0,24220,"No home garden",5,73.9878125,"Bexar",2018
258,227.002766960708,"No barrel",0,17341,"No home garden",4,52.0165625,"Bexar",2018
259,230.537537098682,"No barrel",0,23242,"No home garden",6,60.5609375,"Bexar",2018
260,309.373290600428,"No barrel",0,38900,"Home garden",7,66.05375,"Bexar",2018
261,241.930019787895,"No barrel",0,12636,"No home garden",5,101.85875,"Bexar",2018
262,236.724588141725,"No barrel",0,25900,"Home garden",7,55.881875,"Bexar",2018
263,281.211409922686,"No barrel",0,30876,"Home garden",6,76.8359375,"Bexar",2018
264,308.012395210865,"No barrel",0,38559,"Home garden",6,69.9190625,"Bexar",2018
266,257.440110094665,"No barrel",0,25847,"No home garden",4,77.039375,"Bexar",2018
267,237.301813843385,"No barrel",0,16846,"No home garden",2,61.985,"Bexar",2018
268,260.401617327754,"No barrel",0,21089,"No home garden",5,69.1053125,"Bexar",2018
269,225.866181839715,"No barrel",0,11424,"No home garden",4,66.2571875,"Bexar",2018
271,267.095369253497,"No barrel",0,22464,"Home garden",7,73.1740625,"Bexar",2018
272,248.458414563763,"No barrel",0,11423,"No home garden",3,85.990625,"Bexar",2018
275,279.247704281564,"No barrel",0,30111,"Home garden",6,74.19125,"Bexar",2018
276,190.001059479279,"No barrel",0,7301,"No home garden",9,66.460625,"Bexar",2018
277,279.390281630211,"No barrel",0,19713,"No home garden",2,86.804375,"Bexar",2018
280,263.336056410263,"No barrel",0,36530,"No home garden",3,70.93625,"Bexar",2018
284,246.135377052221,"No barrel",0,19227,"No home garden",5,83.7528125,"Bexar",2018
285,279.883074873192,"No barrel",0,12084,"No home garden",5,91.0765625,"Bexar",2018
286,254.596236196726,"No barrel",0,20179,"No home garden",7,74.19125,"Bexar",2018
287,223.302568465161,"No barrel",0,13680,"No home garden",4,55.881875,"Bexar",2018
289,234.578399479813,"No barrel",0,9402,"No home garden",4,59.54375,"Bexar",2018
291,239.667823371075,"No barrel",0,5772,"No home garden",5,87.21125,"Bexar",2018
292,228.901513735283,"No barrel",0,25044,"Home garden",8,54.254375,"Bexar",2018
294,241.650072193136,"No barrel",0,11746,"No home garden",3,72.3603125,"Bexar",2018
295,275.64085178175,"No barrel",0,36012,"No home garden",4,70.7328125,"Bexar",2018
296,243.487593094306,"No barrel",0,19909,"No home garden",7,79.8875,"Bexar",2018
297,285.896419967275,"No barrel",0,13791,"No home garden",3,88.2284375,"Bexar",2018
298,229.355794561031,"No barrel",0,17166,"Home garden",8,67.8846875,"Bexar",2018
299,266.560796445144,"No barrel",0,32059,"No home garden",3,59.950625,"Bexar",2018
300,193.405518849179,"No barrel",0,15538,"No home garden",8,62.79875,"Bexar",2018
301,237.583342522387,"No barrel",0,24576,"No home garden",6,71.5465625,"Bexar",2018
302,287.636401155116,"No barrel",0,36060,"Home garden",8,85.58375,"Bexar",2018
303,227.91683310842,"No barrel",0,14428,"No home garden",4,75.005,"Bexar",2018
304,225.569129369978,"No barrel",0,16403,"No home garden",6,72.970625,"Bexar",2018
309,212.476665051434,"No barrel",0,26563,"Home garden",8,50.999375,"Bexar",2018
313,240.076194570849,"No barrel",0,19936,"Home garden",8,59.950625,"Bexar",2018
314,232.745119562426,"No barrel",0,30956,"No home garden",4,41.64125,"Bexar",2018
315,219.840647833769,"No barrel",0,9035,"No home garden",5,59.136875,"Bexar",2018
317,240.118058062698,"No barrel",0,21845,"No home garden",7,62.391875,"Bexar",2018
318,250.571654307433,"No barrel",0,18141,"No home garden",6,75.005,"Bexar",2018
320,251.61885748986,"No barrel",0,24703,"Home garden",9,73.784375,"Bexar",2018
322,226.864063128921,"No barrel",0,23680,"Home garden",9,72.7671875,"Bexar",2018
323,261.843942236727,"No barrel",0,32314,"No home garden",4,59.54375,"Bexar",2018
324,223.177275871898,"No barrel",0,26245,"No home garden",6,46.930625,"Bexar",2018
325,232.441447876598,"No barrel",0,21201,"No home garden",6,72.56375,"Bexar",2018
326,285.797459098197,"No barrel",0,31968,"No home garden",2,79.6840625,"Bexar",2018
327,282.171871216542,"No barrel",0,21966,"No home garden",6,77.039375,"Bexar",2018
328,271.004507592441,"No barrel",0,21619,"No home garden",3,74.3946875,"Bexar",2018
329,271.607564778307,"No barrel",0,29348,"No home garden",5,67.4778125,"Bexar",2018
332,272.188265023051,"No barrel",0,23481,"Home garden",8,77.039375,"Bexar",2018
335,293.567435079868,"No barrel",0,18675,"No home garden",2,84.5665625,"Bexar",2018
336,240.308363684928,"No barrel",0,29744,"Home garden",6,60.1540625,"Bexar",2018
337,247.770931880938,"No barrel",0,29141,"Home garden",9,58.5265625,"Bexar",2018
338,246.283963435275,"No barrel",0,18130,"No home garden",6,67.4778125,"Bexar",2018
342,205.679426189529,"No barrel",0,5752,"No home garden",5,69.1053125,"Bexar",2018
343,234.873230400405,"No barrel",0,18593,"No home garden",4,75.2084375,"Bexar",2018
344,287.936111956623,"No barrel",0,31806,"No home garden",4,94.128125,"Bexar",2018
346,235.760967815176,"No barrel",0,27107,"Home garden",7,60.3575,"Bexar",2018
348,216.886984801709,"No barrel",0,11789,"No home garden",7,64.6296875,"Bexar",2018
349,288.444597695335,"No barrel",0,22098,"No home garden",4,85.3803125,"Bexar",2018
350,200.711290096333,"No barrel",0,9797,"No home garden",3,66.6640625,"Bexar",2018
357,277.570059667422,"No barrel",0,15740,"No home garden",2,79.480625,"Bexar",2018
361,242.700891907475,"No barrel",0,11705,"No home garden",4,69.5121875,"Bexar",2018
362,304.085596050726,"No barrel",0,36420,"Home garden",6,73.784375,"Bexar",2018
363,277.779994291066,"No barrel",0,37060,"Home garden",8,57.1025,"Bexar",2018
364,227.346207451727,"No barrel",0,20577,"No home garden",3,53.6440625,"Bexar",2018
367,251.780043645251,"No barrel",0,8218,"No home garden",3,66.05375,"Bexar",2018
372,211.016322207967,"No barrel",0,20970,"No home garden",6,75.005,"Bexar",2018
374,260.690690555328,"No barrel",0,17070,"No home garden",3,73.5809375,"Bexar",2018
378,239.472238338992,"No barrel",0,22161,"Home garden",8,68.088125,"Bexar",2018
381,210.306541148346,"No barrel",0,13119,"No home garden",4,60.3575,"Bexar",2018
382,260.859402304754,"No barrel",0,24252,"No home garden",5,72.56375,"Bexar",2018
383,261.288586651282,"No barrel",0,17648,"No home garden",5,79.480625,"Bexar",2018
384,178.252796199904,"No barrel",0,3478,"No home garden",4,55.2715625,"Bexar",2018
385,251.66119068794,"No barrel",0,27011,"No home garden",4,52.626875,"Bexar",2018
386,274.787081819247,"No barrel",0,16246,"No home garden",3,73.9878125,"Bexar",2018
387,222.690574517423,"No barrel",0,13220,"No home garden",2,68.495,"Bexar",2018
388,237.333980814392,"No barrel",0,29814,"Home garden",10,58.1196875,"Bexar",2018
392,216.559449816224,"No barrel",0,16959,"No home garden",3,63.0021875,"Bexar",2018
393,290.106188237706,"No barrel",0,34034,"Home garden",8,75.81875,"Bexar",2018
394,231.91927745497,"No barrel",0,14242,"No home garden",7,77.853125,"Bexar",2018
395,204.746717688101,"No barrel",0,7896,"No home garden",4,70.93625,"Bexar",2018
397,224.740078270939,"No barrel",0,11384,"No home garden",5,70.3259375,"Bexar",2018
398,243.4072455535,"No barrel",0,12423,"No home garden",2,78.26,"Bexar",2018
399,222.084121908054,"No barrel",0,11376,"No home garden",6,72.7671875,"Bexar",2018
404,253.283338972856,"No barrel",0,26771,"Home garden",7,77.44625,"Bexar",2018
405,232.899455390298,"No barrel",0,12474,"No home garden",5,77.853125,"Bexar",2018
406,207.489024340567,"No barrel",0,15037,"Home garden",9,63.8159375,"Bexar",2018
407,252.975877900651,"No barrel",0,21735,"Home garden",7,77.2428125,"Bexar",2018
409,243.73126774056,"No barrel",0,21485,"No home garden",6,60.764375,"Bexar",2018
410,234.70355798067,"No barrel",0,19231,"No home garden",6,63.6125,"Bexar",2018
411,217.499097649859,"No barrel",0,11639,"No home garden",4,58.1196875,"Bexar",2018
414,219.974753607025,"No barrel",0,12768,"No home garden",4,58.9334375,"Bexar",2018
416,244.177839568667,"No barrel",0,23186,"No home garden",5,75.005,"Bexar",2018
417,228.668390301986,"No barrel",0,18246,"No home garden",6,65.0365625,"Bexar",2018
419,271.942315093542,"No barrel",0,30214,"No home garden",5,66.2571875,"Bexar",2018
420,202.387659509221,"No barrel",0,9743,"No home garden",7,65.646875,"Bexar",2018
421,200.267910216548,"No barrel",0,14253,"No home garden",6,59.54375,"Bexar",2018
423,228.909635730841,"No barrel",0,21306,"No home garden",5,53.03375,"Bexar",2018
